id,company,post_title,post_date,post_text,post_likes,post_comments,post_video_views,post_hashtags,origin
346,globant,,2020-12-05,"'By using our platform, you can generate value for your business, increase sales and cut costs that are wasted on queuing and congestion-related bottlenecks. 🕑 Download our eBook and discover how Globant can transform your current reality into the future of waiting. 🙌  https://bit.ly/3lrWNYr'",85,0,0,,linkedin
347,globant,,2020-12-05,'Generate value for your customers by optimizing their experience.⭐Download our eBook and discover how virtual queuing can help improve customer experience: https://bit.ly/3lrWNYr#VirtualQueuing #CustomerExperience',77,0,0,"#VirtualQueuing, #CustomerExperience'",linkedin
348,globant,,2020-12-05,"'A Transformação Digital vai muito além da implementação de novas tecnologias. Ela envolve mudança de cultura e mindset, modelos de negócios e processos. Neste Webinar da Globant em parceria com a FESA XFour, iremos mostrar:- Quais são os desafios de uma cultura digital e como ela é essencial para essa transformação;- A diferença entre ser e parecer digital;- Como liderar neste momento de aceleração de mudanças, indo de um gestor para facilitador.Alexandre Thomaz (Managing Director Brasil da Globant), Ignacio Marseillan, (Managing Director da Globant) e Clayton Pedro (VP & Partner da FESA XFour) irão moderar o painel com os convidados:• Nicolas Kaplun – Managing Director LATAM da Globant• Patrícia Coimbra - VP de Capital Humano, Sustentabilidade e Facilities da SulAmérica• Juliano Ohta - CEO da Telhanorte Tumelero• Roberto Guido – CEO da Z-Tech BrasilO Webinar é gratuito e acontecerá no dia 26/11 das 18h às 19h15.Faça sua inscrição e participe enviando suas perguntas! Link de inscrição: https://bit.ly/3kMk5XX'",56,2,0,,linkedin
349,globant,,2020-12-05,"'Are you ready to be part of our team?👨\u200d💻👩\u200d💻Join us in this opportunity and grow in your professional career at Globant.Globant Career Week is an online event with several stages where we get to know candidates, learn their motivations and find the best matching opportunities for all!Sign up here 👉 https://bit.ly/3pFPI98#TalentDay #Opentowork #jobsopportunities'",179,6,0,"#TalentDay, #Opentowork, #jobsopportunities'",linkedin
350,globant,,2020-12-05,"'¿Quieres saber más sobre Google Cloud Spanner y NewSQL? 🖥️💥En esta charla te contaremos los aspectos principales de la base de datos Cloud Spanner de Google, y explicaremos porqué se ha posicionado como una solución de base de datos escalable y globalmente distribuida. Además, hablaremos de NewSQL.¡No te la pierdas!¿Conoces a alguien que le pueda interesar? ¡Taggeal@! 👨\u200d💻👩\u200d💻Regístrate aquí 👉 https://bit.ly/3koZvg1#TechTalk #Cloud #Spanner #NewSQL'",43,0,0,"#TechTalk, #Cloud, #Spanner, #NewSQL'",linkedin
351,globant,,2020-12-05,"'🎮¿Quieres saber cómo se crean los videojuegos? 🎮Únete a esta charla junto a Lucia Lauria y George Taylor y descubre las bases que todo developer debe conocer. ⚡Hablaremos sobre #Unity, #Unreal, #Lumberyard, #Frostbite, #Dunia, #Anvil y cómo el estudio de Gaming utiliza estas herramientas para ayudar a nuestros clientes en el diseño y desarrollo de juegos de calidad AAA.Regístrate aquí 👉 https://bit.ly/3nBRpmp'",99,2,0,"#Unity,, #Unreal,, #Lumberyard,, #Frostbite,, #Dunia,, #Anvil",linkedin
352,globant,,2020-12-05,"""On December 10 Linda Rottenberg, Shari Loessberg, THE EDGE 2, Anuj Mehrotra, and the rest of the global judging panel will face the hard task of choosing the winners of the #GlobantAwards #WomenThatBuild out of thousands of impressive candidates! Don't miss the live broadcast, register now!  👉 https://bit.ly/2ZFgpQ9""",41,0,0,"#GlobantAwards, #WomenThatBuild",linkedin
353,globant,,2020-12-05,"'¡Profit y purpose, sí se puede! 💪 En esta nueva edición de las charlas #CaféConProtagonistas, Victoria Cole CEO de Wunderman Thompson Argentina, nos hablará de la diversidad como camino. Inscríbete: https://bit.ly/2JpKdLI#WomenThatBuild #BeKind #Diversidad'",22,0,0,"#CaféConProtagonistas,, #WomenThatBuild, #BeKind, #Diversidad'",linkedin
354,globant,,2020-12-05,"'Are you ready to unlock your future and grow in your professional career?⚡If your answer is yes, we would like to meet you. Globant Career Week is an online event that consists of various steps and interviews in which different aspects are evaluated, such as your technical abilities and English level. Join us and get ready to be part of our team! 👨\u200d💻👩\u200d💻Sign up here 👉  https://bit.ly/3pFPI98#TalentDay #Opentowork #Jobsopportunities'",315,21,0,"#TalentDay, #Opentowork, #Jobsopportunities'",linkedin
355,globant,,2020-12-05,"'Este miércoles 18 de noviembre, Patricia Pomies, Chief Delivery & People Officer de Globant, estará presente en Mujeres Lideres, El Poder Transformador. Un nuevo encuentro organizado por La Nacion donde especialistas hablarán sobre el empoderamiento, la integración, el talento y mucho más.  Inscribite aquí 👉 https://lnkd.in/dMpiMdx #WomenThatBuild'",57,0,0,#WomenThatBuild',linkedin
356,globant,,2020-12-05,"'Learn the keys to boosting your Customer Experience in a touchless economy in our upcoming webinar this Thursday, November 19th.  Register here 👉 https://bit.ly/3lGo0GU'",47,0,0,,linkedin
357,globant,,2020-12-05,"'As the current epidemic has progressed, we have analysed the touch-points between brands and consumers and identified opportunities to help companies adapt their waiting processes to the shifting reality. 🙌 Join us in this webinar, where you will learn the keys to boosting your Customer Experience in a touchless economy. https://bit.ly/3lGo0GU#CustomerExperience #Webinar #VirtualQueuing #Queing #CX'",91,0,0,"#CustomerExperience, #Webinar, #VirtualQueuing, #Queing, #CX'",linkedin
358,globant,,2020-12-05,"'É hoje! 🙌 Não fique de fora, inscreva-se agora mesmo e participe conosco: https://bit.ly/2Jct4VJNos vemos mais tarde! ;)'",9,0,0,,linkedin
359,globant,,2020-10-06,'What is the next stage in #software development? by Ronald van Loon |Learn more about how #AugmentedCoding will disrupt the software industry : https://bit.ly/2FBTw91#GlobantPartner Globant #GlobantConverge #ArtificialIntelligence #MachineLearning #ML #DeepLearning #DL #Coders #DevelopersCc: Simon Porter | Kirk Borne | Andrej Karpathy |',13,1,0,"#software, #AugmentedCoding, #GlobantPartner, #GlobantConverge, #ArtificialIntelligence, #MachineLearning, #ML, #DeepLearning, #DL, #Coders, #DevelopersCc:",linkedin
360,globant,,2020-11-05,"'Guibert Englebienne, Co-founder y CTO de Globant, estará junto a más de 40 expertos en Negocio, Tecnología, Real Estate y Arquitectura, en Beyond 2020, un evento virtual donde se analizarán los retos y oportunidades de esta nueva era. 🙌 ¡No te lo pierdas! 👉 https://bit.ly/3pmtx83#WeAreBeyond2020 #TheSmartConversations'",139,4,0,"#WeAreBeyond2020, #TheSmartConversations'",linkedin
361,globant,,2020-11-05,"'Súmate a nuestra nueva charla de #CaféConProtagonistas con Javier Casas Rua, Director del Banco ICBC Argentina, quien va a compartir su experiencia como líder transformacional y, en particular, su visión en los aspectos relativos a diversidad de género, integración de jóvenes en contextos de vulnerabilidad y la hibridación generacional el próximo 19 de noviembre.👉  Inscríbete aquí: https://bit.ly/3eTo2Jg'",36,0,0,#CaféConProtagonistas,linkedin
362,globant,,2020-11-05,'The waiting experience has to change after the COVID-19 pandemic. ⏰ Consumers will now not be so comfortable waiting in close proximity to others. Read our e-book and learn how to improve their experience 👉 https://bit.ly/3lrWNYr',70,0,0,,linkedin
363,globant,,2020-12-05,'We want women in #IT to be more empowered than ever and to share their stories. Join us at the #WomenThatBuild #GlobantAwards and be part of this amazing community! 👇 https://bit.ly/2ZFgpQ9Thanks to our sponsors for all their support in recognizing women in IT Acámica CES UAI General Assembly IAE Business School IESE Business School IE University ITBA Escuela de Innovación São Paulo Digital School The George Washington University Universidad Católica del Uruguay Universidad de la Empresa Universidad Adolfo Ibáñez Universidad de los Andes - Colombia Universidad de Montevideo Universidad ORT Uruguay Universidad San Ignacio de Loyola',84,0,0,"#IT, #WomenThatBuild, #GlobantAwards",linkedin
364,globant,,2020-11-05,"""Welcome, Michael Feathers to the Globant family. 🙌 We're excited to have such an industry titan who literally wrote the book on working with Legacy Code. Stay tuned for some cool announcements coming soon!""",344,4,0,,linkedin
365,globant,,2020-11-05,"'En esta charla, te invitamos a conocer cómo la inteligencia artificial puede convertirse en una herramienta de trabajo clave para el proceso de diseño de productos digitales centrados en el usuario. ⚡👩\u200d💻👨\u200d💻⚡Además, expondremos de que manera puedes emplearla como aliada para tu trabajo como diseñador de experiencia.¡No te la pierdas!Regístrate acá 👉 https://bit.ly/3eyCeqH¿Conoces a alguien que le pueda interesar?  ¡Taggeal@!#Design #UX #AI #Designtalk'",122,6,0,"#Design, #UX, #AI, #Designtalk'",linkedin
366,globant,,2020-11-05,"'The financial services industry is going through the most profound transformation of the last decades. 💲Join our experts, Santiago Greco and Lucas Juri in this upcoming webinar where they’ll explore how banks and financial services firms are transforming these challenges into innovation opportunities.  https://bit.ly/31VE2F2#BusinessHacking'",103,0,0,#BusinessHacking',linkedin
367,globant,,2020-09-06,"'The next stage of sotfware developent, by Ronald van Loon. #GlobantConverge #AugmentedCoding'",25,0,0,"#GlobantConverge, #AugmentedCoding'",linkedin
368,globant,,2020-12-05,'There is no limit to what women can accomplish! 💪 Join us on December 10 as we recognize women that are rocking the IT industry and get inspired by the best stories from this amazing community. Register now! 👉 https://bit.ly/2ZFgpQ9#GlobantAwards #WomenThatBuild',75,1,0,"#GlobantAwards, #WomenThatBuild'",linkedin
369,globant,,2020-11-05,"'📣 Last days to nominate! Check out the categories of #GlobantAwards #WomenthatBuild edition and think on those women who inspire, lead and create change 🙌 Nominate your candidate here: https://bit.ly/2ZFgpQ9'",37,0,0,"#GlobantAwards, #WomenthatBuild",linkedin
370,globant,,2020-11-05,"'Due to the huge number of nominations we received this week for the #WomenAwards #WomenThatBuild edition, we decided to extend the deadline for you to nominate your candidate until November 8! 🤩Nominate her now, and remember that the more nominations she receives, the better her chances of winning. ⭐ https://bit.ly/2ZFgpQ9'",63,0,0,"#WomenAwards, #WomenThatBuild",linkedin
371,globant,,2020-09-06,"'Today, our Chief Business Officer for North America Fernando Matzkin, rang the closing bell at the New York Stock Exchange. 🔔 On September 17th, we’ll present our new technology concept with which we aim to reinvent the software development industry at our CONVERGE Event. Register here 👉 https://bit.ly/3jY3KiR to check it out. Apple co-founder Steve Wozniak will join Globant’s co-founder & CEO Martin Migoya to kick off the event.'",218,2,0,,linkedin
372,globant,,2020-11-05,"'¡Todo lo que siempre quisiste saber sobre la Esclerosis Múltiple y no te atreviste a preguntar!En esta nueva edición de las charlas #Bekind, los Globers Yolanda Alfaro Peral y David de Juan Calvo nos lo cuentan en primera persona.La charla será el próximo 5 de noviembre, inscríbete  👉  https://bit.ly/320lSSR#BeKind #Diversidad #CafeConProtagonistas'",76,0,0,"#Bekind,, #BeKind, #Diversidad, #CafeConProtagonistas'",linkedin
373,globant,,2020-11-05,"'Não perca o #GlobantAwards, edição #WomenThatBuild! 🙋\u200d♀️Convidamos você a reconhecer e indicar mulheres que construíram suas carreiras em tecnologia, cujas histórias merecem ser contadas e tornadas visíveis.  🤩Conheça os detalhes do prêmio e inscreva sua candidata aqui! 💥 https://bit.ly/32QIBSf#GlobantAwards #WomenThatBuild #MulheresDeTI'",0,0,0,"#GlobantAwards,, #WomenThatBuild!, #GlobantAwards, #WomenThatBuild, #MulheresDeTI'",linkedin
374,globant,,2020-11-05,"'The #FinancialServices sector is going through a time of profound transformation. 📈 Faced with an uncertain future, the ""new normal"" forces banks to rethink their business models.Join our experts, Santiago Greco and Lucas Juri, in this upcoming webinar where they’ll explore how banks and financial services firms are responding to the biggest transformation challenge of the last decades. https://bit.ly/31VE2F2 #BusinessHacking'",64,0,0,"#FinancialServices, #BusinessHacking'",linkedin
375,globant,,2020-11-05,"'Na semana passada, a Globant marcou presença no 3º Fórum Vivo Discover do Planejamento B2C, evento promovido pela VIVO visando fortalecer o espírito empreendedor e a cultura de inovação. Nosso Diretor Geral no Brasil, Alexandre Thomaz, foi convidado a palestrar sobre como MANTER-SE RELEVANTE na nova economia através do uso de Inteligência Artificial nos negócios.'",12,1,0,,linkedin
376,globant,,2020-09-06,'Martin Migoya with Judy Khan Shaw for #NYSEFloorTalk on how #AugmentedCoding makes coding more efficient and high quality. See you at Converge+ to speak about the future of software development industry. Register here 👉https://bit.ly/3kL6hOu#AugmentedCoding #SoftwareDevelopment #FutureOfWork #FutureOfDevelopment #Coding',157,2,0,"#NYSEFloorTalk, #AugmentedCoding, #AugmentedCoding, #SoftwareDevelopment, #FutureOfWork, #FutureOfDevelopment, #Coding'",linkedin
377,globant,,2020-11-05,"'Tanto Mercedes MacPherson, Chief Talent & Diversity Officer, como Andres Giolito, Country Manager, fueron seleccionados por la Revista Gerente entre los 100 gerentes más exitosos de #Colombia. ¡Un orgullo tenerlos en el equipo!'",300,39,0,#Colombia.,linkedin
378,globant,,2020-11-05,"""For the inaugural Globant Awards #WomenThatBuild edition, we're glad to announce we've put together an outstanding judging panel. 🏆 Meet our Global evaluation committee, where Linda Rottenberg, Shari Loessberg, The Edge, Patricia Pomies, Martin Migoya and Guibert Englebienne will join us for the deliberation. 🙌 If you have not yet nominated your candidate, you can do it here: https://bit.ly/2ZFgpQ9""",128,2,0,#WomenThatBuild,linkedin
379,globant,,2020-11-05,"'Acompáñanos en el Foro Regional Corporativo: Conectadas y Seguras en el que Francisco Michref, Public Affairs & Sustainability en Globant estará aportando su visión sobre la inclusión de género en tecnología y espacios seguros en la red. 👉  Jueves 29 de octubre 9:00 a.m. COL y MXT / 11:00 a.m. ARTRegístrate aquí: https://bit.ly/3onJE4P'",37,0,0,,linkedin
380,globant,,2020-11-05,"'🎧 En el podcast del #ConsejoPR Wanda Weigert, Chief Brand Officer de Globant junto a Gustavo Ripoll y Chani Guyot reflexionaron sobre sus experiencias en el día a día viviendo los beneficios que trajo el impacto digital.Escucha el podcast completo acá 👉 https://spoti.fi/3evaN0Z'",30,1,0,#ConsejoPR,linkedin
381,globant,,2020-11-05,"'¡Reconozcamos a mujeres líderes de la industria! ⭐️La categoría Game Changer busca premiar a una líder profesional, sin formación en un campo de STEM, que haya generado un impacto directo en la industria IT. 🏆👩\u200d💻¿Ya tienes a tu candidata? ¡Postúlala ahora!  https://bit.ly/35Q8WBs#GlobantAwards #WomenAwards #WomenThatBuild'",32,2,0,"#GlobantAwards, #WomenAwards, #WomenThatBuild'",linkedin
382,globant,,2020-11-05,"""#BeKindTalks | Don't miss our webinar “NACME's: Engineering a diverse workforce” with the participation of Michele Lezama, CEO of the National Action Council for Minorities in Engineering. Sign up here 👉 https://bit.ly/3mteWpd#BeKind #Diversity #DiversityMonth""",34,0,0,"#BeKindTalks, #BeKind, #Diversity, #DiversityMonth""",linkedin
383,globant,,2020-11-05,"""It's time to recognize women who make a difference. The ones who inspire, lead and create change. 🏆Along with our sponsors, we seek to recognize women who have built their careers in technology and whose stories deserve to be told. Nominate your candidate here! https://bit.ly/35DyJgaAcámica, IAE Business School, IESE Business School, São Paulo Digital School, Universidad Católica del Uruguay, Escuela de Postgrado de la Universidad San Ignacio de Loyola, Facultad de Ingeniería - Universidad de los Andes, Universidad de Montevideo, Universidad ORT Uruguay, Universidad de la Empresa #GlobantAwards #WomenThatBuild""",272,6,0,"#GlobantAwards, #WomenThatBuild""",linkedin
384,globant,,2020-11-05,"'Estamos en el comienzo de una revolución espacial que transformará a la humanidad y nos abrirá las puertas del universo. Junto con Open Space, te invitamos a potenciar tu creatividad reimaginando el espacio e ideando misiones que mejoren la vida en la Tierra. 🌎 ¿Estás listo para ser el protagonista de esta revolución?Regístrate aquí 👉 https://bit.ly/35fFkM6Convoca a tus aliad@s para esta revolución 👨\u200d💻👩\u200d💻 tagueal@s!#OpenSpace #NuevaEraSpacial #Space #Globant #Revolucion'",105,4,0,"#OpenSpace, #NuevaEraSpacial, #Space, #Globant, #Revolucion'",linkedin
385,globant,,2020-11-05,"'Para seguir celebrando el #DiversityMonth, te invitamos a participar de un show exclusivo de la banda Raviolis. Únete a una tarde en la que podrás disfrutar de sus canciones y compartir un rato agradable con los que más quieres.💥 ¡Te esperamos mañana para que disfrutes del Show de los Raviolis!Regístrate 👉 https://bit.ly/3m6Ps0t'",22,0,0,"#DiversityMonth,",linkedin
386,globant,,2020-11-05,"'Te invitamos a participar del Webinar “Juegos y Educación: la experiencia de Globant”, en el marco del #ConcursoMásMat, que busca convocar a programadores a crear una app lúdica para mejorar las habilidades matemáticas de escolares en #Argentina. 🚀 ¡Inscribite ahora! https://bit.ly/2IxBPc5Fundación Bunge y Born Patricio Spallatti'",88,2,0,"#ConcursoMásMat,, #Argentina.",linkedin
387,globant,,2020-11-05,"'O mercado de jogos está em total expansão: o surgimento de novas tecnologias e a popularização dos dispositivos móveis contribuíram bastante para isso. Nesse cenário, uma profissão que está em alta é a de desenvolvedor de games. 👾 Se você é um fã dos videojogos e quer saber mais sobre a indústria de gaming e seu funcionamento, então esta palestra é para você!Registre-se aqui 👉  https://bit.ly/3jUw8CZ#GameDev #Globant #Brasil #Carreira'",19,3,0,"#GameDev, #Globant, #Brasil, #Carreira'",linkedin
388,globant,,2020-11-05,"'You can now nominate for the #GlobantAwards #WomenThatBuild edition! 🙋\u200d♀️This Globant award aims to raise awareness and celebrate women who innovate, lead, grow, help bring other women into the IT industry, and are leaders in technology. 🏆👩\u200d💻Check the categories and nominate your candidate! The more nominations your candidate receives, the better her chances of winning! https://bit.ly/2ZFgpQ9#GlobantAwards #WomenAwards #WomenThatBuild'",49,0,0,"#GlobantAwards, #WomenThatBuild, #GlobantAwards, #WomenAwards, #WomenThatBuild'",linkedin
389,globant,,2020-08-07,"'Cuando las interacciones cara a cara ya no son posibles se vuelve necesario repensar nuestras dinámicas de comunicación. Pero ¿por dónde debemos empezar? Martin Migoya, CEO y Co-fundador en Globant, habló en #Converge sobre la importancia de replicar los encuentros casuales propios del trabajo en la oficina, por la riqueza que le dan a las ideas, a la innovación y a la solución de los problemas.Descubre más sobre el poder de la tecnología a la hora de potenciar la conexión y aumentar la colaboración en tus equipos aún trabajando a distancia 👉 https://bit.ly/3fW4a73'",90,2,0,#Converge,linkedin
390,globant,,2020-11-05,'⚡¡Te esperamos en la segunda edición de los Agile Days! ⚡ Trataremos herramientas ágiles mediante charlas y un LeanCoffe. ¡No te lo pierdas! 👉 https://bit.ly/3k6nrWk#Agile #Globant #Jira #LeanCoffee',71,0,0,"#Agile, #Globant, #Jira, #LeanCoffee'",linkedin
391,globant,,2020-11-05,"'Tomorrow is the last day of nominations for the #WomenAwards #WomenThatBuild edition. 🏷️ Tag those women who inspire, lead and help create change and nominate them for the awards. Remember, the more nominations your candidate receives, the better her chances of winning! 🤩 https://bit.ly/2ZFgpQ9'",154,40,0,"#WomenAwards, #WomenThatBuild",linkedin
392,globant,,2020-11-05,'Gracias por ser parte de #LaNuevaEraEspacial. 👨\u200d🚀 👩\u200d🚀Puedes revivir lo mejor del evento en nuestro canal de YouTube: https://bit.ly/3oGZR51¡Te esperamos en una próxima edición! 🚀',38,0,0,#LaNuevaEraEspacial.,linkedin
393,globant,,2020-11-05,"'Día Mundial de la Protección de la Naturaleza 🌿 En Globant estamos comprometidos a cuidar nuestro planetaComo parte de nuestra campaña Be kind to the Planet, esta semana lanzamos internamente la primera versión de MyFootprint, una aplicación que ayuda a las compañías y a sus colaboradores a medir su huella diaria y setearse objetivos para reducirla.Descubre más sobre Be kind to the Planet → https://bit.ly/340bHyP#BeKind #BeKindToThePlanet'",46,0,0,"#BeKind, #BeKindToThePlanet'",linkedin
394,globant,,2020-11-05,"'Today, our very own Marina Saint-Lary, Chief Solutions Officer, will be joining a powerhouse panel during the HMG Strategy Global Women in Technology Summit discussing ""Leading Courageously When Your Confidence Has Been Shaken"". https://bit.ly/31EnG3DBe sure to nominate the women leaders that have inspired you for the #WomenThatBuild awards! https://bit.ly/2ZFgpQ9'",43,0,0,#WomenThatBuild,linkedin
395,globant,,2020-10-06,"'FAÇA PARTE DA NOSSA EQUIPE! 🤩 Aprenda Salesforce e comece sua carreira profissional nos projetos mais desafiadores. O curso é feito online. É NECESSÁRIO ter experiência com .Net ou Java, ter um nível intermediário de inglês e disponibilidade em tempo integral para o treinamento.Registre-se aqui 👉 https://bit.ly/2CtHTzV#Salesforce #Brasil #Globant #GlobantAcademy'",10,0,0,"#Salesforce, #Brasil, #Globant, #GlobantAcademy'",linkedin
396,globant,,2020-11-05,"'Para la primera edición de los premios #GlobantAwards #WomenThatBuild, nos complace anunciar que hemos reunido un panel de jueces excepcional. 🏆Conoce a nuestro comité de evaluación global, donde Linda Rottenberg, Shari Loessberg, The Edge, Patricia Pomies, Martin Migoya y Guibert Englebienne se unirán a nosotros para la deliberación. 🙌 Si aún no has nominado a tu candidata, puedes hacerlo aquí: https://bit.ly/3mvoOzi'",47,0,0,"#GlobantAwards, #WomenThatBuild,",linkedin
397,globant,,2020-11-05,"'É uma honra para nós anunciar Ana Paula Pessoa, Catalina Manrique, Jane de Freitas, Martha Gabriel e Renata Albertim como juradas da edição do #GlobantAwards #WomenThatBuild. 🏆 Se você não indicou a sua candidata, ainda dá tempo. Indique agora mesmo: https://bit.ly/32QIBSf'",7,0,0,"#GlobantAwards, #WomenThatBuild.",linkedin
398,globant,,2020-10-06,"'Na Globant estamos sempre aprendendo e crescendo. A tecnologia tem potencial ilimitado e nos permite criar soluções inovadoras para os problemas mais complexos 💻Se você se identifica e tem experiência com Salesforce, conhece todas as possibilidades infinitas de se tornar um Glober de sucesso ⚡Envie-nos o seu currículo para 👉  https://bit.ly/2HZVtgL#Salesforce #Brasil #Globant #CarreiraSalesforce'",9,0,0,"#Salesforce, #Brasil, #Globant, #CarreiraSalesforce'",linkedin
399,globant,,2020-10-06,'⚡¡Te esperamos en la segunda edición de los Agile Days! ⚡Este día trataremos experiencias ágiles mediante charlas y una Expert Interview.¡No te lo pierdas! 👉 https://bit.ly/3lzKfxN#Agile #Globant #Cultura4.0 #EstrategiaVirtual',49,1,0,"#Agile, #Globant, #Cultura4.0, #EstrategiaVirtual'",linkedin
400,globant,,2020-09-06,"""#AugmentedOrganizations are those which use technology to improve their processes, increase their action capacity, and become stronger in a shifting context.Nowadays, #AI provides a lot of new opportunities, but in order to make the most out of them, companies must align their internal processes and culture to that goal.The whole organization has to be convinced of the benefits that come with AI, but how do we accomplish this?We will show you 4 tips to keep in mind when starting the journey towards a culture driven by #ArtificialIntelligence.Do you want to know more? Download Globant's complete report here 👉 https://bit.ly/328P7C1""",24,0,0,"#AugmentedOrganizations, #AI, #ArtificialIntelligence.Do",linkedin
401,globant,,2020-11-05,"'¡Últimos días de nominaciones, no dejes de participar de los #GlobantAwards #WomenThatBuild edition! 🏆 💻 Te invitamos a reconocer y postular a mujeres que han hecho su carrera en tecnología, y cuyas historias merecen ser contadas y visibilizadas. 💁 ¡Conoce todos los detalles del premio y postula a tu candidata! https://bit.ly/3mvoOzi#GlobantAwards #WomenAwards #WomenThatBuild'",41,0,0,"#GlobantAwards, #WomenThatBuild, #GlobantAwards, #WomenAwards, #WomenThatBuild'",linkedin
402,globant,,2020-10-06,"""It's time to recognize the women who make a difference! ⭐️Participate in the #GlobantAwards #WomenThatBuild edition, an award that seeks to recognize women who have built their careers in technology, inspire, lead and help drive change. 🏆👩\u200d💻Tag and nominate your candidate!Check all the details here: https://bit.ly/2ZFgpQ9#GlobantAwards #WomenAwards #WomenThatBuild""",99,7,0,"#GlobantAwards, #WomenThatBuild, #GlobantAwards, #WomenAwards, #WomenThatBuild""",linkedin
403,globant,,2020-10-06,"'¿Qué puede ayudar a reducir la reincidencia en las cárceles? 🤔 Eduardo Oderigo en Argentina y Aldo Larios desde México, nos contarán sus experiencias implementando estrategias innovadoras para ayudar a que personas privadas de su libertad puedan reinsertarse en la sociedad. 🙌  Súmate aquí:  https://bit.ly/2SRlLE4#BeKind #Inclusion'",49,0,0,"#BeKind, #Inclusion'",linkedin
404,globant,,2020-10-06,"'¡Es tiempo de reconocer a mujeres líderes en IT!  🎖️La categoría Tech Executive busca premiar a una mujer con formación en un campo de STEM, con puesto de liderazgo, que inspire día a día a mujeres y a la industria IT en general. 👩\u200d💻¿Ya tienes a tu candidata? ¡Postúlala ahora! ⚡ https://bit.ly/3mvoOzi#GlobantAwards #WomenAwards #WomenThatBuild'",59,0,0,"#GlobantAwards, #WomenAwards, #WomenThatBuild'",linkedin
405,globant,,2020-10-06,"'Sabina A. Schneider, Chief Solution Officer en Globant, estará presente en el Congreso Latinoamericano de Tecnología y Negocios, donde  hablará sobre ""Interfaces Conversacionales.""Inscripción: https://bit.ly/36PhAAY#AmericaDigital #InterfacesConversacionales #Innovación'",46,0,0,"#AmericaDigital, #InterfacesConversacionales, #Innovación'",linkedin
406,globant,,2020-11-05,"""It's time to recognize women who make a difference. The ones who inspire, lead and create change.  🏆Along with our partners - Acámica, Inter-American Development Bank, Chicas Programadoras, Endeavor, IESE Business School, United Nations Global Compact and Women Who Code - seek to recognize women who have built their careers in technology and whose stories deserve to be told. Nominate your candidate here! https://bit.ly/2ZFgpQ9""",95,0,0,,linkedin
407,globant,,2020-10-06,"'Sumate al Congreso Latinoamericano Tecnología y Negocios America Digital - 100% Online donde Lucas Juri, Business Hacking Director en Globant, hablará sobre sobre cómo reinventar el futuro a través del hackeo del negocio. 👉 https://bit.ly/36PhAAY#AmericaDigital #BusinessHacking'",74,0,0,"#AmericaDigital, #BusinessHacking'",linkedin
408,globant,,2020-10-06,"""Let's recognize industry leaders! 🙋\u200d♀️The Game Changer category seeks to recognize a leading professional without formal training in STEM whose work helps to inspire, include and promote women in different areas of the IT industry. 🤩Do you already have your candidate? Nominate her now! 💥 https://bit.ly/2ZFgpQ9#GlobantAwards #WomenAwards #WomenThatBuild""",63,0,0,"#GlobantAwards, #WomenAwards, #WomenThatBuild""",linkedin
409,globant,,2020-11-05,"'Participe da edição #GlobantAwards #WomenThatBuild!Junto com nossos parceiros, ESPM Escola Superior de Propaganda e Marketing, Fley, Martha Gabriel Consulting & Education, Mete a Colher, São Paulo Digital School, procuramos distinguir mulheres líderes e promessas no campo da tecnologia ao redor do mundo cujas histórias merecem ser contadas e tornadas visíveis.Indique sua candidata aqui!  https://bit.ly/3cvTrjP'",6,0,0,"#GlobantAwards, #WomenThatBuild!Junto",linkedin
410,globant,,2020-10-06,"'Globant commissioned Forrester Consulting to explore how senior leaders are rethinking the future of work. 💼 In this webinar, you will learn the keys to not just surviving – but thriving – in this new future of work. 👉 https://bit.ly/3mYE73M'",38,0,0,,linkedin
411,globant,,2020-10-06,"'¡Es momento de reconocer a mujeres que hacen la diferencia! 🏆 Participa de los #GlobantAwards edición #WomenThatBuild, premio que busca reconocer a mujeres que han hecho su carrera en tecnología, que inspiran, lideran y ayudan al cambio.🙋\u200d♀️  ¡Etiqueta y postula a tu candidata! Revisa todos los detalles del premio aquí: 👉 https://bit.ly/3mvoOzi#GlobantAwards #WomenAwards #WomenThatBuild'",152,2,0,"#GlobantAwards, #WomenThatBuild,, #GlobantAwards, #WomenAwards, #WomenThatBuild'",linkedin
412,globant,,2020-10-06,"'“Technology has accelerated the world we live in today. 🌍That fast-paced competition has made companies focus on delighting consumers. Now it’s time to delight employees as well.” Guibert Englebienne, our CTO & Co-founder, talked with Meghan M. Biro about how AI-driven collaboration can help extend our company culture to the remote workplace.Listen to TalentCulture - World of Work #podcast and then join the Twitter chat TODAY at 1:30pm ET by using #WorkTrends.  #Podcast #HR #HRtech #remotework #recruiting #AI #Collaboration #teams #wfh #ml #futureofwork'",105,1,0,"#podcast, #WorkTrends., #Podcast, #HR, #HRtech, #remotework, #recruiting, #AI, #Collaboration, #teams, #wfh, #ml, #futureofwork'",linkedin
