id,company,post_title,post_date,post_text,post_likes,post_comments,post_video_views,post_hashtags,origin,tipo,modelo,assunto,language,post_text_pt,,,,
84,bairesdev,,2020-06-22,Join BairesDev now! https://lnkd.in/daBj9ynThe world is changing and our commitment to reshape the business landscape through technology is stronger than ever. We are still engineering a better future. We are still empowering our clients. We are still hiring the Top 1% of IT Talent.#WeAreStillHiring #Jobs #Careers',58,4,4842,"#WeAreStillHiring, #Jobs, #Careers'",linkedin,employer branding,post,Abertura de Vagas,en,Junte-se ao BairesDev agora! https://lnkd.in/daBj9ynO mundo está mudando e nosso compromisso de remodelar o cenário de negócios por meio da tecnologia está mais forte do que nunca. Ainda estamos projetando um futuro melhor. Ainda estamos capacitando nossos clientes. Ainda estamos contratando 1% dos melhores talentos de TI. # WeAreStillHiring #Jobs #Careers &#39,,,,
85,bairesdev,,2020-06-22,"Work with us! https://lnkd.in/daBj9ynBusinesses are confronted with new challenges every day, and we are always ready to support them with our innovative technology solutions. We are still creating a better tomorrow. We are still working closely with our clients to exceed their expectations. We are still hiring the Top 1% of IT Talent.#WeAreStillHiring #Jobs #Careers'",72,10,7460,"#WeAreStillHiring, #Jobs, #Careers'",linkedin,employer branding,post,Abertura de Vagas,en,Trabalhe Conosco! https://lnkd.in/daBj9ynBusinesses são confrontados com novos desafios todos os dias e estamos sempre prontos para apoiá-los com nossas soluções de tecnologia inovadoras. Ainda estamos criando um amanhã melhor. Continuamos trabalhando junto com nossos clientes para superar suas expectativas. Ainda estamos contratando 1% dos melhores talentos de TI. # WeAreStillHiring #Jobs #Careers &#39,,,,
86,bairesdev,,2020-06-22,"Work at BairesDev! https://lnkd.in/daBj9ynAs the world faces unstoppable change, we continue developing outstanding technology solutions that make an impact. We are still building meaningful digital transformations. We are still helping our clients revolutionize their businesses. We are still hiring the Top 1% of IT Talent.#WeAreStillHiring #Jobs #Careers'",63,9,5188,"#WeAreStillHiring, #Jobs, #Careers'",linkedin,employer branding,post,Abertura de Vagas,en,"Trabalha no BairesDev! https://lnkd.in/daBj9ynComo o mundo enfrenta mudanças irrefreáveis, continuamos desenvolvendo soluções de tecnologia excepcionais que causam impacto. Ainda estamos construindo transformações digitais significativas. Continuamos ajudando nossos clientes a revolucionar seus negócios. Ainda estamos contratando 1% dos melhores talentos de TI. # WeAreStillHiring #Jobs #Careers &#39;",,,,
87,bairesdev,,2020-06-22,"Start your journey at BairesDev today! https://lnkd.in/daBj9ynAs the world radically transforms around us, we keep helping businesses build innovative digital journeys. We are still jumpstarting a better tomorrow. We are still fostering valuable partnerships with our clients. We are still hiring the Top 1% of IT Talent.#WeAreStillHiring #Jobs #Careers'",71,5,4309,"#WeAreStillHiring, #Jobs, #Careers'",linkedin,employer branding,post,Abertura de Vagas,en,"Comece sua jornada na BairesDev hoje! https://lnkd.in/daBj9ynComo o mundo se transforma radicalmente ao nosso redor, continuamos ajudando as empresas a construir jornadas digitais inovadoras. Ainda estamos iniciando um amanhã melhor. Ainda estamos promovendo parcerias valiosas com nossos clientes. Ainda estamos contratando 1% dos melhores talentos de TI. # WeAreStillHiring #Jobs #Careers &#39;",,,,
88,bairesdev,,2020-06-22,"Join our team now! https://lnkd.in/daBj9ynIn a world that is changing in front of our very eyes, we are leading the technological solutions of tomorrow. We are powered by innovation. We are still building amazing digital paths for our clients. We are still hiring the Top 1% of IT Talent.#WeAreStillHiring #Jobs #Careers'",75,12,5584,"#WeAreStillHiring, #Jobs, #Careers'",linkedin,employer branding,post,Abertura de Vagas,en,"Junte-se ao nosso time agora! https://lnkd.in/daBj9ynEm um mundo que está mudando diante de nossos olhos, lideramos as soluções tecnológicas de amanhã. Somos movidos pela inovação. Ainda estamos construindo caminhos digitais incríveis para nossos clientes. Ainda estamos contratando 1% dos melhores talentos de TI. # WeAreStillHiring #Jobs #Careers &#39;",,,,
89,bairesdev,,2020-06-22,Join BairesDev now! https://lnkd.in/daBj9ynThe world is changing and our commitment to reshape the business landscape through technology is stronger than ever. We are still engineering a better future. We are still empowering our clients. We are still hiring the Top 1% of IT Talent. #WeAreStillHiring #Jobs #Careers',76,5,4655,"#WeAreStillHiring, #Jobs, #Careers'",linkedin,employer branding,post,Abertura de Vagas,en,Junte-se ao BairesDev agora! https://lnkd.in/daBj9ynO mundo está mudando e nosso compromisso de remodelar o cenário de negócios por meio da tecnologia está mais forte do que nunca. Ainda estamos projetando um futuro melhor. Ainda estamos capacitando nossos clientes. Ainda estamos contratando o Top 1% do Talento de TI. #WeAreStillHiring #Jobs #Careers &#39,,,,
144,bairesdev,,2020-06-22,"In this article, Jeff Moore, BairesDev’s Senior Engagement Manager, dives into the importance of business data visualization: https://lnkd.in/d7nn623#DataVisualization #Dataviz'",61,3,0,"#DataVisualization, #Dataviz'",linkedin,,artigo,,en,"Neste artigo, Jeff Moore, gerente de engajamento sênior da BairesDev, mergulha na importância da visualização de dados de negócios: https://lnkd.in/d7nn623#DataVisualization #Dataviz &#39;",,,,
154,bairesdev,,2020-06-22,"""Emma White, BairesDev's Business Development Manager, examines the role of nearshore outsourcing in mobile app development. You can read the complete article here: https://lnkd.in/ek2QxT6#NearshoreOutsourcing #AppDevelopment""",46,0,0,"#NearshoreOutsourcing, #AppDevelopment""",linkedin,,artigo,,en,"&quot;Emma White, Gerente de Desenvolvimento de Negócios da BairesDev, examina o papel da terceirização nearshore no desenvolvimento de aplicativos móveis. Você pode ler o artigo completo aqui: https://lnkd.in/ek2QxT6#NearshoreOutsourcing #AppDevelopment&quot;",,,,
155,bairesdev,,2020-06-22,"""Jeff Moore, BairesDev's Senior Engagement Manager, presents a list of do’s and dont’s for QA Testing. You can read it here: https://lnkd.in/eyTe86p#QA #QATesting""",58,0,0,"#QA, #QATesting""",linkedin,,,,en,"&quot;Jeff Moore, gerente de engajamento sênior da BairesDev, apresenta uma lista do que fazer e não fazer para os testes de controle de qualidade. Você pode lê-la aqui: https://lnkd.in/eyTe86p#QA #QATesting&quot;",,,,
157,bairesdev,,2020-06-22,"""Jeff Moore, BairesDev's Sales Executive, details the benefits and advantages of Kotlin and Java. Learn more here: https://lnkd.in/dTQYrkd#Kotlin #Java""",72,0,0,"#Kotlin, #Java""",linkedin,,,,en,"&quot;Jeff Moore, executivo de vendas da BairesDev, detalha os benefícios e vantagens do Kotlin e do Java. Saiba mais aqui: https://lnkd.in/dTQYrkd#Kotlin #Java&quot;",,,,
158,bairesdev,,2020-06-22,"Damian Scalerandi, VP of Operations, goes over agile and IoT app development. Check it out here: https://lnkd.in/eEninj7#Agile #IoT #AppDevelopment'",44,0,0,"#Agile, #IoT, #AppDevelopment'",linkedin,técnico,webinar,Agile,en,"Damian Scalerandi, vice-presidente de operações, aborda o desenvolvimento ágil e de aplicativos IoT. Confira aqui: https://lnkd.in/eEninj7#Agile #IoT #AppDevelopment &#39;",,,,
159,bairesdev,,2020-06-22,Nacho De Marco has participated in Forbes Expert Panel analyzing the best strategies for ticket prioritization. Check it out here: https://lnkd.in/deaGguY',62,0,0,,linkedin,,,,en,Nacho De Marco participou do Forbes Expert Panel analisando as melhores estratégias para priorização de tickets. Confira aqui: https://lnkd.in/deaGguY &#39,,,,
161,bairesdev,,2020-06-22,"Facundo Molina, Chief Business Officer, dives into the benefits of big data to jumpstart your outsourcing model. Check it out: https://lnkd.in/eZdmsQd#BigData #SoftwareOutsourcing'",66,0,0,"#BigData, #SoftwareOutsourcing'",linkedin,,,,en,"Facundo Molina, Diretor de Negócios, mergulha nos benefícios do big data para impulsionar seu modelo de terceirização. Confira: https://lnkd.in/eZdmsQd#BigData #SoftwareOutsourcing &#39;",,,,
167,bairesdev,,2020-06-22,Nacho De Marco wrote for Forbes Expert Panel analyzing the essential KPIs to measure your digital transformation. Find out more here: https://lnkd.in/e9PBM3q',47,1,0,,linkedin,,,,en,Nacho De Marco escreveu para o Forbes Expert Panel analisando os KPIs essenciais para medir sua transformação digital. Saiba mais aqui: https://lnkd.in/e9PBM3q &#39,,,,
169,bairesdev,,2020-06-22,Nacho De Marco wrote in the Forbes Tech Expert Panel giving visibility to what tech teams want their non-tech colleagues to know. Discover more here: https://lnkd.in/eCyvihR',53,1,0,,linkedin,,,,en,Nacho De Marco escreveu no Forbes Tech Expert Panel dando visibilidade ao que as equipes de tecnologia querem que seus colegas não técnicos saibam. Descubra mais aqui: https://lnkd.in/eCyvihR &#39,,,,
186,bairesdev,,2020-06-22,"""We have partnered with Gennev to develop a robust website for healthcare solutions. With telemedicine on the rise, this has been a great opportunity to improve their site's performance, scalability, security, and UX. Check out the complete case study here: https://lnkd.in/geDhfFD#CaseStudy #Clients""",127,0,0,"#CaseStudy, #Clients""",linkedin,,,,en,"&quot;Fizemos uma parceria com a Gennev para desenvolver um site robusto para soluções de saúde. Com a telemedicina em ascensão, esta tem sido uma grande oportunidade de melhorar o desempenho, escalabilidade, segurança e UX de seu site. Confira o estudo de caso completo aqui: https: //lnkd.in/geDhfFD#CaseStudy #Clients &quot;",,,,
245,bairesdev,,2020-06-22,"Welcome to our newest team members!Vitor Braga - Carmen Capó - Jorge Sleman,MBA - Felipe Machado - Patricio Moreno Buitrón#NewTeam'",292,26,0,#NewTeam',linkedin,,,,en,"Welcome to our newest team members!Vitor Braga - Carmen Capó - Jorge Sleman,MBA - Felipe Machado - Patricio Moreno Buitrón#NewTeam'",,,,
246,bairesdev,,2020-06-22,"""Outsourcing your software development to the Top 1% of IT Talent is faster and more efficient than bringing in a whole new development team, improving your project's productivity and performance.https://lnkd.in/egZEppr""",65,0,0,,linkedin,,,,en,"&quot;Terceirizar o desenvolvimento de seu software para o Top 1% do Talento de TI é mais rápido e eficiente do que trazer uma nova equipe de desenvolvimento, melhorando a produtividade e o desempenho do seu projeto.https: //lnkd.in/egZEppr&quot;",,,,
247,bairesdev,,2020-06-22,Our team is always growing. Welcome aboard!Rafael Antelo - Paulo Nascimento - Christopher Ortega - Rafael P. Pelliccioli - Jorge Augusto Hernández #NewTeam',188,16,0,#NewTeam',linkedin,,,,en,Our team is always growing. Welcome aboard!Rafael Antelo - Paulo Nascimento - Christopher Ortega - Rafael P. Pelliccioli - Jorge Augusto Hernández #NewTeam',,,,
249,bairesdev,,2020-06-22,Welcome aboard!Oriana Pintos Caguaripano - Yonsy Manuel Solis Ponce - Alexandre Gravem - Paulo Pimentel - Eduardo Lelis#NewTeam',216,19,0,#NewTeam',linkedin,,,,pt,Welcome aboard!Oriana Pintos Caguaripano - Yonsy Manuel Solis Ponce - Alexandre Gravem - Paulo Pimentel - Eduardo Lelis#NewTeam',,,,
250,bairesdev,,2020-06-22,Welcome to our newest team members!David Arbeláez Villamizar - Adolfo Treviño Aguilar - Alejandro Guinea - Luisa Balaniuc - Martin Piria#NewTeam',292,17,0,#NewTeam',linkedin,,,,en,Bem-vindos aos mais novos membros da nossa equipe! David Arbeláez Villamizar - Adolfo Treviño Aguilar - Alejandro Guiné - Luisa Balaniuc - Martin Piria # NewTeam &#39,,,,
251,bairesdev,,2020-06-22,"""BairesDev seeks a highly successful, transformative, hands-on, US-Based CEO to direct the launch and hyper-proliferation of our Q3 scheduled B2B product spin-off entity. The product represents a unique intersection and dynamic integration of B2B lead generation with talent identification and vetting.Ideal candidates may include current or recent CEO's, COO's, or other executive leadership roles and founders, that have been deeply entrenched and essential in the growth, maturation and minimum $10mm exit for a technology Product company focused on a combination of software, marketing, sales, recruiting, staffing and/or e-commerce.If you have the experience and you’re interested, or know someone who may be a good fit, please email us at CEONewStartup@bairesdev.com.#ExecutiveSearch #CEO #StartupCEO""",147,5,0,"#ExecutiveSearch, #CEO, #StartupCEO""",linkedin,,,,en,"&quot;A BairesDev busca um CEO altamente bem-sucedido, transformador e prático baseado nos EUA para direcionar o lançamento e hiperproliferação de nossa entidade derivada de produto B2B programada para o terceiro trimestre. O produto representa uma interseção única e integração dinâmica da geração de leads B2B com identificação e seleção de talentos. Os candidatos ideais podem incluir CEOs atuais ou recentes, COOs ou outras funções de liderança executiva e fundadores, que foram profundamente enraizados e essenciais no crescimento, maturação e saída mínima de $ 10 milhões para uma empresa de produtos de tecnologia focada em uma combinação de software, marketing, vendas, recrutamento, pessoal e / ou e-commerce. Se você tem a experiência e está interessado, ou conhece alguém que pode ser uma boa opção, envie um e-mail para CEONewStartup@bairesdev.com.#ExecutiveSearch #CEO #StartupCEO &quot;",,,,
252,bairesdev,,2020-06-22,"Our IT Maintenance & Support services comprise three tiers of scalable managed services: monitoring, remediation, and maintenance. All handled by experts, we complement or supplement your internal web ops teams. Find out more at the link: https://lnkd.in/dYA-sK6'",41,0,0,,linkedin,,,,en,"Nossos serviços de manutenção e suporte de TI abrangem três níveis de serviços gerenciados escalonáveis: monitoramento, correção e manutenção. Tudo feito por especialistas, complementamos ou complementamos suas equipes internas de operações na web. Saiba mais no link: https://lnkd.in/dYA-sK6 &#39;",,,,
253,bairesdev,,2020-06-22,Welcome aboard!Jesus Lugo - Caleb Briancesco - Evellyn Mascarenhas - Amauri Melo Junior - Angelo Reale#NewTeam',437,24,0,#NewTeam',linkedin,,,,en,Welcome aboard!Jesus Lugo - Caleb Briancesco - Evellyn Mascarenhas - Amauri Melo Junior - Angelo Reale#NewTeam',,,,
254,bairesdev,,2020-06-22,Our lean & agile Minimum Viable Product development methodology allows your business to have a functional version of your software product in a matter of weeks. Discover more at the link: https://lnkd.in/eaR9G8C',128,0,0,,linkedin,,,,en,"Nossa metodologia de desenvolvimento de Produto Mínimo Viável, enxuta e ágil, permite que sua empresa tenha uma versão funcional de seu produto de software em questão de semanas. Descubra mais no link: https://lnkd.in/eaR9G8C &#39;",,,,
255,bairesdev,,2020-06-22,"Nowadays, there is an unmatched opportunity to leverage data and benefit from the staggering amount of available information. Our Business Intelligence Development services provide solutions that improve your business processes. Go to the link to find out more about it: https://lnkd.in/eQ4eRp4'",57,1,0,,linkedin,,,,en,"Hoje em dia, existe uma oportunidade incomparável de aproveitar os dados e se beneficiar da quantidade impressionante de informações disponíveis. Nossos serviços de Business Intelligence Development fornecem soluções que aprimoram seus processos de negócios. Acesse o link para saber mais sobre ele: https://lnkd.in/eQ4eRp4 &#39;",,,,
256,bairesdev,,2020-06-22,"Our IT staffing services provide the speed, professional acumen, and flexibility your team needs to scale quickly and complete development on time with the Top 1% of IT Talent in the region. Check out the link to learn more about our unmatched talent: https://lnkd.in/e9tkjcA'",68,0,0,,linkedin,,,,en,"Nossos serviços de equipe de TI fornecem a velocidade, a perspicácia profissional e a flexibilidade de que sua equipe precisa para escalar rapidamente e concluir o desenvolvimento no prazo com o Top 1% de talentos de TI da região. Confira o link para saber mais sobre nosso talento incomparável: https://lnkd.in/e9tkjcA &#39;",,,,
257,bairesdev,,2020-06-22,Our team is always growing. Welcome aboard!Victor Manuel Ramirez Arrieta - Ricardo Gabriel Luna Ruiz - Wlademyr Mendes - Laura Cano Sierra - Rafael Ocariz#NewTeam',440,37,0,#NewTeam',linkedin,,,,en,Nossa equipe está sempre crescendo. Bem-vindo a bordo! Victor Manuel Ramirez Arrieta - Ricardo Gabriel Luna Ruiz - Wlademyr Mendes - Laura Cano Sierra - Rafael Ocariz # NewTeam &#39,,,,
258,bairesdev,,2020-06-22,Welcome to our newest team members!Leonardo M. - Marcos E. - Laura Amaya Torres - Ben Castillo - Cesar Oliveira#NewTeam',394,28,0,#NewTeam',linkedin,,,,en,Welcome to our newest team members!Leonardo M. - Marcos E. - Laura Amaya Torres - Ben Castillo - Cesar Oliveira#NewTeam',,,,
259,bairesdev,,2020-06-22,"""Our 10+ years experience working remotely with distributed teams has helped us establish a unique workflow. In these unprecedented times, we are grateful that this allows us to keep operations up and running in the face of this pandemic. Check out Andy Horvitz's, Vice President of Client Engagement, home office space.#WorkFromHome #HomeOffice #BusinessAsUsualAtBD""",285,11,0,"#WorkFromHome, #HomeOffice, #BusinessAsUsualAtBD""",linkedin,,,,en,"&quot;Nossos mais de 10 anos de experiência trabalhando remotamente com equipes distribuídas nos ajudaram a estabelecer um fluxo de trabalho único. Nestes tempos sem precedentes, somos gratos por isso nos permitir manter as operações em pleno funcionamento em face desta pandemia. Confira Andy Horvitz, vice Presidente de engajamento do cliente, espaço de escritório em casa. # WorkFromHome #HomeOffice #BusinessAsUsualAtBD &quot;",,,,
260,bairesdev,,2020-06-22,"""Our expertise in smart working methodologies has helped us to work with the best talent across the globe. Today, in the face of this health crisis, we are happy this unique combination of remote working and distributed teams allows us to continue business as usual, closely supporting our clients. Take a look at Guillermo Carreras's, Director of Delivery, home office!#WorkFromHome #HomeOffice #BusinessAsUsualAtBD""",274,8,0,"#WorkFromHome, #HomeOffice, #BusinessAsUsualAtBD""",linkedin,,,,en,"&quot;Nossa experiência em metodologias de trabalho inteligentes nos ajudou a trabalhar com os melhores talentos em todo o mundo. Hoje, em face desta crise de saúde, estamos felizes que esta combinação única de trabalho remoto e equipes distribuídas nos permite continuar os negócios normalmente, apoiando de perto nossos clientes. Dê uma olhada em Guillermo Carreras, Diretor de Entrega, escritório em casa! #WorkFromHome #HomeOffice #BusinessAsUsualAtBD &quot;",,,,
262,bairesdev,,2020-06-22,"The IoT is making the world a more connected place. Leverage these cutting edge technologies to grow, executed by the Top 1% IT Talent. Explore our IoT approach at the link: https://lnkd.in/dhdt_Ab'",66,0,0,,linkedin,,,,en,"A IoT está tornando o mundo um lugar mais conectado. Aproveite essas tecnologias de ponta para crescer, executadas pelo Top 1% IT Talent. Explore nossa abordagem IoT no link: https://lnkd.in/dhdt_Ab &#39;",,,,
263,bairesdev,,2020-06-22,"Choosing the right IT Staffing partner can be a bit challenging. Although there are several aspects to take into consideration, the end goal is to find a partner able to identify all of your staffing needs and provide customized solutions for each of them. Learn more about how to find the right partner by clicking the link: https://lnkd.in/dJhmiuR'",79,1,0,,linkedin,,,,en,"Escolher o parceiro de equipe de TI certo pode ser um pouco desafiador. Embora haja vários aspectos a serem considerados, o objetivo final é encontrar um parceiro capaz de identificar todas as necessidades de sua equipe e fornecer soluções personalizadas para cada uma delas. Saiba mais sobre como encontrar o parceiro certo clicando no link: https://lnkd.in/dJhmiuR &#39;",,,,
60,bairesdev,,2020-05-23,Nacho De Marco has posted a new article on LinkedIn analyzing the effects of the Coronavirus on office workspaces. Check it out here: https://lnkd.in/eK2Kf7H#WorkSpaces #Coronavirus',68,1,0,"#WorkSpaces, #Coronavirus'",linkedin,,artigo,,en,Nacho De Marco postou um novo artigo no LinkedIn analisando os efeitos do Coronavirus em escritórios. Confira aqui: https://lnkd.in/eK2Kf7H#WorkSpaces #Coronavirus &#39,,,,
163,bairesdev,,2020-05-23,"""In this article, Damian Scalerandi, BairesDev's VP of Operations, analyzes how to improve remote team performance: https://lnkd.in/grsuF9i#RemoteTeams #Productivity""",102,4,0,"#RemoteTeams, #Productivity""",linkedin,,artigo,,en,"&quot;Neste artigo, Damian Scalerandi, vice-presidente de operações da BairesDev, analisa como melhorar o desempenho da equipe remota: https://lnkd.in/grsuF9i#RemoteTeams #Productivity&quot;",,,,
168,bairesdev,,2020-05-23,Nacho De Marco has participated in a new edition of the Forbes Tech Council analyzing how times of crisis affect the way we work. Check it out here: https://lnkd.in/ewZAUx9',66,1,0,,linkedin,,,,en,Nacho De Marco participou de uma nova edição do Forbes Tech Council analisando como os tempos de crise afetam a forma como trabalhamos. Confira aqui: https://lnkd.in/ewZAUx9 &#39,,,,
170,bairesdev,,2020-05-23,"""Jeff Moore, BairesDev's Sales Executive, writes about AI & digital transformation. Check it out here: https://lnkd.in/e_TgJ9H#ArtificialIntelligence #DigitalTransformation #AI""",68,0,0,"#ArtificialIntelligence, #DigitalTransformation, #AI""",linkedin,,,,en,"&quot;Jeff Moore, executivo de vendas da BairesDev, escreve sobre IA e transformação digital. Confira aqui: https://lnkd.in/e_TgJ9H#ArtificialIntelligence #DigitalTransformation #AI&quot;",,,,
180,bairesdev,,2020-05-23,"Remote work and distributed teams have been an essential part of our business methodology since our beginnings. Today the current crisis has forced businesses across all industries to catch up with that smarter way of working.Now, more than ever, we rely on more than a decade of expertise in smart working to continue business as usual, collaborating closely with all of our teams and fully supporting our clients in times of need.In this article from The Verge, Mark Zuckerberg talks about the perks of embracing a remote workplace, including increased productivity, diversity, and access to a wider talent pool.Check out the article here! https://lnkd.in/dQrKsGh#RemoteWork #SmartWorking #BusinessAsUsualAtBD'",131,4,0,"#RemoteWork, #SmartWorking, #BusinessAsUsualAtBD'",linkedin,,artigo,,en,"Trabalho remoto e equipes distribuídas têm sido uma parte essencial de nossa metodologia de negócios desde o nosso início. Hoje, a crise atual forçou as empresas de todos os setores a se atualizarem com essa maneira mais inteligente de trabalhar. Agora, mais do que nunca, contamos com mais de uma década de experiência em trabalho inteligente para continuar os negócios normalmente, colaborando de perto com todos os nossos equipes e suporte total aos nossos clientes em momentos de necessidade. Neste artigo do The Verge, Mark Zuckerberg fala sobre as vantagens de adotar um local de trabalho remoto, incluindo maior produtividade, diversidade e acesso a um pool de talentos mais amplo. Confira o artigo aqui! https://lnkd.in/dQrKsGh#RemoteWork #SmartWorking #BusinessAsUsualAtBD &#39;",,,,
261,bairesdev,,2020-05-23,"""We are experts in remote working, and we are happy this has helped us maintain our usual workflow when facing the current health crisis. With globally distributed teams, our operations can continue with normalcy while we cater to our clients' needs. Lorena Albaretto, Global Account Manager, shares her home office arrangement.#WorkFromHome #HomeOffice #BusinessAsUsualAtBD""",478,9,0,"#WorkFromHome, #HomeOffice, #BusinessAsUsualAtBD""",linkedin,,,,en,"“Somos especialistas em trabalho remoto e estamos felizes por isso ter nos ajudado a manter nosso fluxo de trabalho usual diante da atual crise de saúde. Com equipes distribuídas globalmente, nossas operações podem continuar com normalidade enquanto atendemos às necessidades de nossos clientes. Lorena Albaretto, Gerente de contas globais, compartilha seu arranjo de escritório em casa. # WorkFromHome #HomeOffice #BusinessAsUsualAtBD &quot;",,,,
264,bairesdev,,2020-05-23,Welcome aboard!John Godoi - Alberto Muñoz - Leonardo Dalmina - Zoilo Granda - Kari Finnilä#NewTeam',354,17,0,#NewTeam',linkedin,,,,it,Welcome aboard!John Godoi - Alberto Muñoz - Leonardo Dalmina - Zoilo Granda - Kari Finnilä#NewTeam',,,,
265,bairesdev,,2020-05-23,"""Our Chief R&D Officer was selected as Women of the Year by The Stevie Awards, one of America's most relevant business Awards. This recognition speaks volumes about Rocio's long trajectory at BairesDev, her hard work leading top talented teams with innovative systems and methodologies, and her commitment to the company's mission. Congratulations, Rocío Belfiore!Learn more about this award on our blog: https://lnkd.in/dYcbEmV#Recognition #Achievement""",374,26,0,"#Recognition, #Achievement""",linkedin,,,,en,"&quot;Nossa Diretora de P&amp;D foi selecionada como Mulheres do Ano pelo The Stevie Awards, um dos prêmios de negócios mais relevantes da América. Este reconhecimento fala muito sobre a longa trajetória da Rocio na BairesDev, seu trabalho árduo liderando equipes talentosas com sistemas e metodologias inovadoras, e seu compromisso com a missão da empresa. Parabéns, Rocío Belfiore! Saiba mais sobre este prêmio em nosso blog: https://lnkd.in/dYcbEmV#Recognition #Achievement &quot;",,,,
266,bairesdev,,2020-05-23,Welcome to our newest team members!Angel Claudio Salas Olórtegui - Carlos Alberto García - Lima Neto - Margarita Carbajal - Alexis Ibarra#NewTeam',288,11,0,#NewTeam',linkedin,,,,es,Bem-vindos aos mais novos membros da nossa equipe Angel Claudio Salas Olórtegui - Carlos Alberto García - Lima Neto - Margarita Carbajal - Alexis Ibarra # NewTeam &#39,,,,
267,bairesdev,,2020-05-23,"We invite you to take a look at our new guide, Strategic thinking in times of need, with advice on the best business practices to consider during this pandemic: https://lnkd.in/dgnDDxp#COVID #Business'",114,1,0,"#COVID, #Business'",linkedin,,,,en,"Convidamos você a dar uma olhada em nosso novo guia, Pensamento estratégico em tempos de necessidade, com conselhos sobre as melhores práticas de negócios a serem consideradas durante esta pandemia: https://lnkd.in/dgnDDxp#COVID #Business &#39;",,,,
268,bairesdev,,2020-05-23,"""We have been mastering remote working for more than 10 years. In the face of this health crisis, we are grateful this has enabled us to continue operating normally through our distributed teams, consistently engaging with our client's needs. Here, Loli Bouilhol, Head of Recruiting, shows us her workspace.#WorkFromHome #HomeOffice #BusinessAsUsualAtBD""",319,4,0,"#WorkFromHome, #HomeOffice, #BusinessAsUsualAtBD""",linkedin,,,,en,"“Há mais de 10 anos dominamos o trabalho remoto. Diante dessa crise de saúde, somos gratos por isso ter nos permitido continuar operando normalmente por meio de nossas equipes distribuídas, engajando-se de forma consistente com as necessidades de nossos clientes. Aqui, Loli Bouilhol, Chefe de Recrutamento, nos mostra seu espaço de trabalho. # WorkFromHome #HomeOffice #BusinessAsUsualAtBD &quot;",,,,
269,bairesdev,,2020-05-23,"""With vast experience in smart working methodologies, we are more than prepared to continue operating amidst the pandemic. Our remote distributed teams can maintain their usual workflows supporting our partner's needs. Here is Agustin Coria, Business Development Director, working from his home office space!#WorkFromHome #HomeOffice #BusinessAsUsualAtBD""",185,6,0,"#WorkFromHome, #HomeOffice, #BusinessAsUsualAtBD""",linkedin,,,,en,"&quot;Com uma vasta experiência em metodologias de trabalho inteligentes, estamos mais do que preparados para continuar operando em meio à pandemia. Nossas equipes remotas distribuídas podem manter seus fluxos de trabalho habituais para atender às necessidades de nossos parceiros. Aqui está Agustin Coria, Diretor de Desenvolvimento de Negócios, trabalhando em seu escritório doméstico ! #WorkFromHome #HomeOffice #BusinessAsUsualAtBD &quot;",,,,
270,bairesdev,,2020-05-23,We are committed to supporting our clients in times of need and maintaining business operations as usual. Smart working culture is deeply embedded in our core values proving to be highly beneficial in times of disruption. Follow the link to find out how we leverage our remote working experience during the crisis.https://lnkd.in/enJ_WgK',89,0,0,,linkedin,,,,en,"Temos o compromisso de apoiar nossos clientes em momentos de necessidade e manter as operações comerciais normalmente. A cultura de trabalho inteligente está profundamente enraizada em nossos valores fundamentais, provando ser altamente benéfica em tempos de interrupção. Siga o link para descobrir como aproveitamos nossa experiência de trabalho remoto durante a crise.https: //lnkd.in/enJ_WgK &#39;",,,,
271,bairesdev,,2020-05-23,"""Leveraging smart working methodologies is ingrained in BairesDev's core culture since its beginnings. Today, working remotely with distributed teams has proven to be essential to continue business as usual in these unprecedented times, thoroughly supporting our clients. María Eugenia Fiore, HRBP Manager, presents her home office space, check it out!#WorkFromHome #HomeOffice #BusinessAsUsualAtBD""",297,4,0,"#WorkFromHome, #HomeOffice, #BusinessAsUsualAtBD""",linkedin,,,,en,"“O aproveitamento de metodologias de trabalho inteligentes está enraizado na cultura central da BairesDev desde o seu início. Hoje, trabalhar remotamente com equipes distribuídas provou ser essencial para continuar os negócios como de costume nestes tempos sem precedentes, apoiando integralmente nossos clientes. María Eugenia Fiore, Gerente de HRBP, apresenta o espaço do escritório em casa dela, dê uma olhada! #WorkFromHome #HomeOffice #BusinessAsUsualAtBD &quot;",,,,
272,bairesdev,,2020-05-23,Welcome aboard!Gabriel Paschoal Vicente - Marcos B. - Fabricio Silva Braga - Nicolas Gil Bazzani - Martha Guillen#NewTeam',333,25,0,#NewTeam',linkedin,,,,it,Welcome aboard!Gabriel Paschoal Vicente - Marcos B. - Fabricio Silva Braga - Nicolas Gil Bazzani - Martha Guillen#NewTeam',,,,
273,bairesdev,,2020-05-23,Our Dedicated Teams deliver end-to-end technology solutions that immediately add value to your business. These teams work autonomously and provide progress reports as requested.https://lnkd.in/e-_xHSk',121,1,0,,linkedin,,,,en,Nossas equipes dedicadas oferecem soluções de tecnologia ponta a ponta que imediatamente agregam valor ao seu negócio. Essas equipes trabalham de forma autônoma e fornecem relatórios de progresso conforme solicitado.https: //lnkd.in/e-_xHSk &#39,,,,
