id,company,post_title,post_date,post_text,post_likes,post_comments,post_video_views,post_hashtags,origin,tipo,modelo,assunto,language
174,globant,,2020-10-20,"In an interview with TheServerSide, Globant CTO, Diego Tartara outlines three ways in which AI helps in the development process: The first two extend and improve existing features built into most IDEs, while the third could potentially change the way developers build apps for good. Interested to learn more? View his full insights here: https://bit.ly/2Ik9RAu#AI #inteligenciaartifical #artificialintelligence #GlobantInTheNews'",37,0,0,"#AI, #inteligenciaartifical, #artificialintelligence, #GlobantInTheNews'",linkedin,,,,en
175,globant,,2020-10-20,"Estamos siendo testigos del momento en el que la IA comienza a comprender profundamente nuestro lenguaje natural y la forma en que comunicamos ideas. \U0001f92f Haldo Spontón, Head of AI Development de Globant habló con La Nacion reflexionó sobre los avances de la #IA y sobre los beneficios que trae Augmented Coding. Mirá la nota completa 👉 https://bit.ly/2HoSqOJ#GlobantConverge #AugmentedCoding'",104,0,0,"#IA, #GlobantConverge, #AugmentedCoding'",linkedin,,,,es
176,globant,,2020-10-20,"É hora de reconhecer as mulheres que fazem a diferença! 🏆👩\u200d💻Participe do #GlobantAwards, edição #WomenThatBuild, um prêmio que visa reconhecer mulheres que tenham construído suas carreiras no segmento de tecnologia, que inspiram, lideram e contribuem para a transformação. 🙋\u200d♀️Identifique sua candidata e indique agora mesmo!Confira todos os detalhes do prêmio aqui: https://bit.ly/32QIBSf#GlobantAwards #WomenAwards #WomenThatBuild'",4,0,0,"#GlobantAwards,, #WomenThatBuild,, #GlobantAwards, #WomenAwards, #WomenThatBuild'",linkedin,branding,premiações,Women Employement,pt
180,globant,,2020-10-20,"Você já pode se inscrever para o Prêmio #GlobantAwards, edição #WomenThatBuild! 🏆Este prêmio visa aumentar a conscientização e celebrar as mulheres que inovam, lideram, se destacam , aceleram a inclusão de outras mulheres na indústria de TI e que são líderes em tecnologia. 👩\u200d💻Confira as categorias e inscreva sua candidata! ⚡ https://bit.ly/3cvTrjP#GlobantAwards #WomenThatBuild #MulheresDeTI'",4,0,0,"#GlobantAwards,, #WomenThatBuild!, #GlobantAwards, #WomenThatBuild, #MulheresDeTI'",linkedin,branding,premiações,Women Employement,pt
184,globant,,2020-10-20,Your future of work approach will determine whether you survive or thrive! 💥 Globant commissioned Forrester to explore how senior leaders are rethinking the future of work. 💼 Join Globant as we host Forrester VP and Principal Analyst and future of work expert J. P. Gownder to debut this new research 👉 https://bit.ly/3mYE73M#FutureOfWork',74,0,0,#FutureOfWork',linkedin,,,,en
186,globant,,2020-10-20,"""It's time to recognize the women who make a difference! 🏆👩\u200d💻Participate in the #GlobantAwards #WomenThatBuild edition, an award that seeks to recognize women who have built their careers in technology, inspire, lead and help drive change. 🙌 Tag and nominate your candidate!Check all the details here: https://bit.ly/2ZFgpQ9#GlobantAwards #WomenAwards #WomenThatBuild""",106,1,0,"#GlobantAwards, #WomenThatBuild, #GlobantAwards, #WomenAwards, #WomenThatBuild""",linkedin,branding,premiações,Women Employement,en
187,globant,,2020-10-20,"Revive nuestro último #CaféConProtagonistas ☕ con Fernando Matzkin, Chief Business Officer para Norteamérica, quien contó su historia personal y nos dejó su visión sobre la importancia de la construcción de equipos multidisciplinarios y diversos. 🙌¡No se lo pierdan! https://bit.ly/2SE79rF#BeKind #Diversidad #Liderazgo #Diversity #DiversityMonth'",36,0,0,"#CaféConProtagonistas, #BeKind, #Diversidad, #Liderazgo, #Diversity, #DiversityMonth'",linkedin,,,,es
191,globant,,2020-10-20,"Globant commissioned Forrester Consulting to explore how senior leaders are rethinking the future of work. 💼 Join Globant as we host Forrester VP and Principal Analyst and future of work expert J. P. Gownder to debut this new research.In this webinar, you will learn the keys to not just surviving – but thriving – in this new future of work. 💥 https://bit.ly/3mYE73M'",67,0,0,,linkedin,,,,en
192,globant,,2020-10-20,"#WomenThatBuild is our program to promote the professional growth of women in our industry. 👩\u200d💻 It is a space where we encourage the participation of women in the technology industry, boosting talent diversity, both within the organization and outside doors. 🙋\u200d♀️🙌 Discover how we are making a real impact in every stage of the path. 👉 https://bit.ly/3huC7wi'",103,0,0,#WomenThatBuild,linkedin,,,,en
195,globant,,2020-10-20,"É hora de reconhecer as mulheres que fazem a diferença! 🏆💻Participe do #GlobantAwards, edição #WomenThatBuild, um prêmio que visa reconhecer mulheres que tenham construído suas carreiras no segmento de tecnologia, que inspiram, lideram e contribuem para a transformação.Identifique sua candidata e indique agora mesmo! 🙋\u200d♀️ Confira todos os detalhes do prêmio aqui: https://bit.ly/32QIBSf#GlobantAwards #WomenAwards #WomenThatBuild'",4,0,0,"#GlobantAwards,, #WomenThatBuild,, #GlobantAwards, #WomenAwards, #WomenThatBuild'",linkedin,employer branding,premiações,Women Employement,pt
196,globant,,2020-10-20,"Nos hemos unido con Mamitas In Tech para traerte esta charla, conoce cómo tener bien armado tu cv y cómo prepararte para una entrevista exitosa en el mundo IT. 💻¡Esta es su oportunidad de conocer los tips esenciales para para ser contratado! ⭐Son todos bienvenidos ¡Los esperamos!👉 https://bit.ly/3j9xfOY#Womenintech #Meetup #Career #Linkedin'",61,0,0,"#Womenintech, #Meetup, #Career, #Linkedin'",linkedin,,,,es
197,globant,,2020-10-20,"FAÇA PARTE DA NOSSA EQUIPE! \U0001f929 Aprenda Salesforce e comece sua carreira profissional nos projetos mais desafiadores. O curso é feito online 💻.É NECESSÁRIO estar cursando faculdade na área de TI, ter um bom nível de inglês e disponibilidade em tempo integral após o término do treinamento.Registre-se aqui 👉 https://bit.ly/2CtHTzVPara mais informações 👉 https://bit.ly/3iI8ubI #GlobantBootcamp #Bootcamp #Salesforce #Brasil #SalesforceBrasil #Womenintech'",19,1,0,"#GlobantBootcamp, #Bootcamp, #Salesforce, #Brasil, #SalesforceBrasil, #Womenintech'",linkedin,,,,pt
198,globant,,2020-10-20,"""It's time to recognize IT leaders! 🏆👩\u200d💻The Tech Executive category seeks to recognize an IT leader or manager who fosters gender diversity in the business environment and helps make women more visible.Do you already have your candidate? Nominate her now! 👉 https://bit.ly/2ZFgpQ9#GlobantAwards #WomenAwards #WomenThatBuild""",47,0,0,"#GlobantAwards, #WomenAwards, #WomenThatBuild""",linkedin,branding,premiações,Women Employement,en
206,globant,,2020-10-20,Want to hear what’s like to use Augmented Coding? 🤔Read this review from a coder and learn why he thinks this tool does make his life easier 👉 https://bit.ly/3cCuzqz #Followthecode #SoftwareDevelopment #Converge2020 #GlobantConverge #AugmentedCoding',70,0,0,"#Followthecode, #SoftwareDevelopment, #Converge2020, #GlobantConverge, #AugmentedCoding'",linkedin,,,,en
209,globant,,2020-10-20,"#WomanThatBuild represents our journey as a company towards increasing the involvement of women in fields such as science, engineering, mathematics and technology.Download the full infographic at 👉 https://bit.ly/3huC7wi and learn how we are making a real impact in every stage of the path.'",109,1,0,#WomanThatBuild,linkedin,,,,en
211,globant,,2020-10-20,"Todos los niños y niñas deberían aprender a leer y a escribir. ¿Puede la tecnología ayudar? Junto a Propuesta DALE!, desarrollamos una app para apoyar a la alfabetización de niños y niñas en contextos de pobreza. 📖✏️Te invitamos a sumarte a nuestro webinar “Escalando la educación a través de la tecnología”, con Melina Furman, Beatriz Diuk y Mariana Carril, moderado por Emi Horcada, donde presentaremos la app y se explorará cómo la tecnología puede ser un vehículo para escalar la educación. Registrate aquí → https://bit.ly/3kHfvKX'",183,2,0,,linkedin,,,,es
214,globant,,2020-10-20,"¡Reconozcamos a las mujeres que inspiran, lideran y ayudan al cambio! 🏆👩\u200d💻Te invitamos a participar de los #GlobantAwards edición #WomenThatBuild, premio que busca reconocer a mujeres que han hecho su carrera en tecnología y cuyas historias merecen ser contadas.¡Postula a tu candidata ahora! https://bit.ly/3mvoOzi#GlobantAwards #WomenAwards #WomenThatBuild'",201,0,0,"#GlobantAwards, #WomenThatBuild,, #GlobantAwards, #WomenAwards, #WomenThatBuild'",linkedin,branding,premiações,Women Employement,es
218,globant,,2020-10-20,"¿Te gustaría conocer sobre #WebGL y aumentar tu expertise con gráficos 3D? ⚡💻Te invitamos al training de 3D Programming Basics: WebGL, que tiene como objetivo brindarte los conceptos básicos para desarrollar aplicaciones 3D en la web utilizando #Three.JS y #WebGL. ¿Qué esperas para comenzar tu camino en el mundo de la programación 3D?¡No te pierdas esta oportunidad! Regístrate aquí 👉 https://bit.ly/326bKIB #GameDeveloper #Gaming #WebGL #Globant #3D #Three.js'",31,0,0,"#WebGL, #Three.JS, #WebGL., #GameDeveloper, #Gaming, #WebGL, #Globant, #3D, #Three.js'",linkedin,,,,es
224,globant,,2020-10-20,Este jueves toma un café con Fernando Matzkin ☕ y comparte un espacio donde hablaremos sobre la “Construcción de equipos multidisciplinarios y diversos como clave fundamental del éxito”. 🔑 Te esperamos https://bit.ly/2ZYP5fL#CaféConProtagonistas #BeKind #Diversidad #Liderazgo',97,0,0,"#CaféConProtagonistas, #BeKind, #Diversidad, #Liderazgo'",linkedin,,,,es
225,globant,,2020-10-20,"Globant has been recognized as one of the leaders in the Worldwide Customer Experience Improvement Services report by IDC MarketScape. 🙌 You either focus on customer experience, or you are out of business. Read our Sentinel Report and learn more about how we do it. 💥 https://bit.ly/2YFJkTy#SentinelReport #consumerexperience #cx #customerexperience'",96,0,0,"#SentinelReport, #consumerexperience, #cx, #customerexperience'",linkedin,branding,premiações,Customer Experience,en
234,globant,,2020-10-20,"Hoy es el día internacional del café, te invitamos a que te prepares uno ☕ y te sumes a charlar sobre equipos multidisciplinarios y diversos desde la perspectiva de género 👉 https://bit.ly/2ZYP5fL ¡Te esperamos! #Coffee #BeKind #Diversidad #Liderazgo'",60,0,0,"#Coffee, #BeKind, #Diversidad, #Liderazgo'",linkedin,,,,es
245,globant,,2020-10-20,"#AII and augmented code helps free up software engineers from more mundane tasks, helps them focus even more on cross-disciplinary tasks, and get a deeper understanding of the customer and the impact of their work. "" Brian Elliott, Vice President of Slack at #GlobantConverge.Relive the event highlights and main talks 👉 https://bit.ly/3jbCk9o'",43,0,0,"#AII, #GlobantConverge.Relive",linkedin,,,,en
263,globant,,2020-10-20,"""Don't miss the #GlobantAwards #WomenThatBuild edition! 🏆👩\u200d💻We invite you to acknowledge and nominate women who have built their careers in technology, and whose stories deserve to be told and made visible.Find out all the details of the award and nominate your candidate! https://bit.ly/2ZFgpQ9#GlobantAwards #WomenAwards #WomenThatBuild""",205,1,0,"#GlobantAwards, #WomenThatBuild, #GlobantAwards, #WomenAwards, #WomenThatBuild""",linkedin,employer branding,premiações,Women Employement,en
22,softexnacional,,2020-10-20,"#VenhaLer Vivemos o melhor momento para inovar na história da humanidade, por Ricardo Amorim..Karen Kornilovicz'",17,0,0,#VenhaLer,linkedin,,,,pt
23,softexnacional,,2020-10-20,"#SoftexApoia Lançamento do TechStart Indústria 4.0 https://bit.ly/3ioW9J0.Dia 07 de outubro às 18h00 (horário de Manaus) acontece o Lançamento do TechStart Indústria 4.0, Programa de Capacitação de Empreendedores e Aceleração de Startups com foco em soluções para a Indústria 4.0..Ana B Pires Glaucia Campos'",18,0,0,#SoftexApoia,linkedin,,,,pt
25,softexnacional,,2020-10-20,"#VenhaLer Telemedicina e a Revolução Digital em curso na saúde do Brasil. Um conteúdo desenvolvido pelo Agente Softex, Softsul (Associação Sul Riograndense de Apoio ao Desenvolvimento de Software).'",9,0,0,#VenhaLer,linkedin,,,,pt
26,softexnacional,,2020-10-20,#VenhaLer Recomendações para formulação de políticas públicas assertivas para transformação digital do setor público no contexto da pandemia de Covid-19. Por Jéssica Dias',14,0,0,#VenhaLer,linkedin,,,,pt
27,softexnacional,,2020-10-20,"#VenhaLer O Protagonismo dos Intraempreendedores no sucesso de uma estratégia de transformação digital, por Rafael Fernandes'",11,0,0,#VenhaLer,linkedin,,,,pt
28,softexnacional,,2020-10-20,#VenhaLer Workspace - Lidando com a pandemia por BETA MONTEIRO',6,0,0,#VenhaLer,linkedin,,,,pt
31,softexnacional,,2020-10-20,#VenhaLer Mecanismos de entrada e manutenção de operações internacionais por Guilherme Skaf Amorim',13,0,0,#VenhaLer,linkedin,,,,pt
37,softexnacional,,2020-10-20,"WAMPS 2020 no Conexão Amazônia! Confira a programação do dia 06/10, inscreva-se e participe: https://lnkd.in/e_7D_wf.11h*: Abertura com Ruben Delgado, Presidente da Softex. .11h15*: Alavancando seus negócios com processos sustentáveis com Rafaela Campos Benatti Gonçalves da AR1 Studio Digital. .11h40*: Indicadores de implementação de processos e fatores de sucesso com MPS.BR com Miguel Negrelli da Basis..13h*: Experiências de Sucesso com MPS.BR - Micro e Pequenas Empresas com as empresas: Duobox, Makito e Tech Lead. Mediação: Rodrigo Quites Reis.13h45*: Experiências de Sucesso com MPS.BR - Médias e Grandes Empresas com as empresas PD Case, Rerum e Spread. Mediação: Edenilson Rodrigues Burity.14h45*: Agilidade e processos, como equilibrar essa balança? Com Teresa Maciel da Secretaria de Tecnologias Digitais da UFRPE. Mediação: Cristina Machado. Teresa Maciel Cristina Machado.15h40*: Encontro com Especialista (para empresas inscritas na atividade).#WAMPS2020 #Qualidade #MelhoriaProcessos #SoftexAmazônia #ConexãoNegócios #ConexãoAmazônia #Startups #InovaçãoManaus #EmpreendeManaus #NegóciosRegiãoNorte #SUFRAMA #ZFM #ZonaFrancaDeManaus #Amazônia .*Horário de Brasília.Ana Cog'",12,1,0,"#WAMPS2020, #Qualidade, #MelhoriaProcessos, #SoftexAmazônia, #ConexãoNegócios, #ConexãoAmazônia, #Startups, #InovaçãoManaus, #EmpreendeManaus, #NegóciosRegiãoNorte, #SUFRAMA, #ZFM, #ZonaFrancaDeManaus, #Amazônia",linkedin,,,,pt
38,softexnacional,,2020-10-20,"😀🚀 WAMPS 2020, imersivo e totalmente online. Dia 06 de outubro a partir das 11h* (*horário de Brasília)..Nesta edição o nosso Workshop Anual é parte da Programação do Conexão Amazônia e apresentaremos como o MPS tem sido ferramenta de ganho de performance, lucro e vendas para as empresas. Venha participar!.Inscrições abertas: https://lnkd.in/e_7D_wf'",11,0,0,,linkedin,,,,pt
42,softexnacional,,2020-10-20,"Conexão Amazônia! Confira a programação do dia 30/09, inscreva-se e participe: https://lnkd.in/d8v_EkU.9h*: Painel - O Programa Prioritário: o que as empresas investidoras buscam nos projetos com Isabelle Cossio da Positivo, Bruno Motta da Microsoft e Fraklin Magalhães da Salcomp..10h*: Fundos de Investimentos e a Lei de Informática da Suframa com Rafael Moreira da Bertha Capital..11h*: Programas e Experiências com Startups com Renata Trindade da AWS EdStart e Fred Santoro do Programa Startup AWS..14h*: Como apresentar startups para a Indústria: dicas do que a indústria está buscando com Leandro Santos da Flex Brasil..15h*: Experiência Pitch: Seu Pitch está atrativo para investimentos? Com Leonardo Valença da imMail.16h*: Pitch & Programa Prioritário: O que é essencial ser evidenciado no pitch com Glaucia Campos da Softex..#SoftexAmazônia #ConexãoNegócios #ConexãoAmazônia #Startups #InovaçãoManaus #EmpreendeManaus #NegóciosRegiãoNorte #SUFRAMA #ZFM #ZonaFrancaDeManaus #Amazônia.*Horário de Manaus'",15,3,0,"#SoftexAmazônia, #ConexãoNegócios, #ConexãoAmazônia, #Startups, #InovaçãoManaus, #EmpreendeManaus, #NegóciosRegiãoNorte, #SUFRAMA, #ZFM, #ZonaFrancaDeManaus, #Amazônia.*Horário",linkedin,,,,pt
39,bairesdev,,2020-10-20,"Want to get a high-paying, full-time, and 100% remote job offer? Participate in our first hiring tournament, exclusive for Python developers in Latin America. Are you up for the challenge? Register here: https://lnkd.in/gCGwCT6#Python #Hiring'",112,15,0,"#Python, #Hiring'",linkedin,,,,en
41,bairesdev,,2020-10-20,Our team is always growing. Welcome aboard!Hal Bennick - Jorge Laitano - Anthony Battaglia - Mateus Alves de Pinho - Harold Nicaragua Guzmán#NewTeam',113,6,0,#NewTeam',linkedin,,,,en
42,bairesdev,,2020-10-20,"We are looking for Python Developers to join our team!• 5+ years of practical experience in Python and Django development.• 3+ years of development using other programming languages.• Experience in development with object-oriented programming is desirable.• Good skills with XML and relational databases (Oracle / MS SQL / MySQL).• Strong professional experience working with large data structures and algorithms.If you are interested, please click here and apply: https://lnkd.in/dxJpKgy#JobSearch #Python'",46,3,0,"#JobSearch, #Python'",linkedin,employer branding,post,Abertura de Vagas,en
43,bairesdev,,2020-10-20,"""We have partnered with Gennev to develop a robust website for healthcare solutions. With telemedicine on the rise, this has been a great opportunity to improve the site's performance, scalability, security, and UX.https://lnkd.in/darHJqU""",38,0,0,,linkedin,,,,en
45,bairesdev,,2020-10-20,"Emma White, BairesDev’s Business Development Manager, lists the most popular databases that IT businesses are working with today. Discover more here: https://lnkd.in/ggyeCer#Database #Technology'",49,0,0,"#Database, #Technology'",linkedin,,,,en
46,bairesdev,,2020-10-20,"""We focus on the business problems we need to solve, which are usually related to scale and imply accelerating development towards a roadmap. We have the necessary conversations to understand the skills and the team's components required, and we use our proprietary software that will best match candidates with the roles needed. Once this is done, we connect our teams with clients immediately, adding value as quickly as possible to show our best side.#Team #Clients #SoftwareEngineers""",38,2,1279,"#Team, #Clients, #SoftwareEngineers""",linkedin,,,,en
49,bairesdev,,2020-10-20,"A team that understands that technical debt is both a tool and an investment can use it as a deliberate strategy to create a better product. In this article, Pablo Chamorro talks about 5 approaches to reduce technical debt in software development. Check out the complete list here: https://lnkd.in/diNV-ys#ProjectManagement #Development'",42,0,0,"#ProjectManagement, #Development'",linkedin,,artigo,,en
52,bairesdev,,2020-10-20,Welcome aboard!Bruno Sacco - Juliana Ponzio - Carlos H. Guizar S. - André Gomes Árabe Saraiva - Rafael M da S Santos#NewTeam',158,9,0,#NewTeam',linkedin,,,,pt
56,bairesdev,,2020-10-20,"Experiment our full-cycle software development services specially designed to fit your requirements. We offer top quality solutions, tailored to your needs.https://lnkd.in/emjaJav'",29,0,0,,linkedin,,,,en
58,bairesdev,,2020-10-20,"We are looking for React Developers to join us!• 5+ years of experience in Front-End development with skills in JavaScript, CSS3, and HTML5.• 1+ years of experience developing Web apps.• Experience with JavaScript Frameworks.• Experience with command lines, APIs, and client-side performance.• Familiar with the concepts of basic programming and data structures, types of variables, and idiosyncrasies• Comfortable using debuggers and code tracking.• Proven experience in the use of Jasmine or similar tools for Front End testing.If you are interested, click here and apply: https://lnkd.in/dXebRZz#JobSearch #React'",47,2,0,"#JobSearch, #React'",linkedin,employer branding,post,Abertura de Vagas,en
59,bairesdev,,2020-10-20,"Hiring the best software developers in the market is the key to developing high-quality software products. In this article, Edward ""E.B."" Batten, BairesDev’s EVP of Growth, lays out the most critical aspects of adding new IT talent to your team. Read more here: https://lnkd.in/dcXAgZP#SoftwareDevelopers #Talent'",31,0,0,"#SoftwareDevelopers, #Talent'",linkedin,,artigo,,en
62,bairesdev,,2020-10-20,"For some companies, transferring control can be a challenge, especially when working with a new provider. Jeff Moore, Senior Engagement Manager at BairesDev, gives advice on how to maintain healthy oversight on outsourced projects and keep everything going smoothly. Read more here: https://lnkd.in/dzkAF8H#SoftwareOutsourcing #OutsourcingServices #OutsourcingProviders'",49,0,0,"#SoftwareOutsourcing, #OutsourcingServices, #OutsourcingProviders'",linkedin,,,,en
64,bairesdev,,2020-10-20,"""Custom software development has become the central force driving digital acceleration for businesses across the world. Pablo Chamorro, BairesDev's Chief Revenue Officer, goes over the best practices in the industry and gives his best advice on developing custom software. Read more here: https://lnkd.in/dVCcw9E#SoftwareDevelopment #DevelopmentCompany""",34,0,0,"#SoftwareDevelopment, #DevelopmentCompany""",linkedin,,,,en
65,bairesdev,,2020-10-20,"Diego Espada, Head of PMO at BairesDev, writes about the secrets and challenges of becoming a great leader in IT. Read the full article here: https://lnkd.in/dYQKkGe#Leadership #ITIndustry'",40,0,0,"#Leadership, #ITIndustry'",linkedin,,artigo,,en
67,bairesdev,,2020-10-20,"Edward ""E.B."" Batten, BairesDev’s EVP of Growth, talks about the best JavaScript frameworks for the upcoming year. Read more here: https://lnkd.in/dj7C77H#JavaScript #Frameworks'",29,1,0,"#JavaScript, #Frameworks'",linkedin,,,,en
68,bairesdev,,2020-10-20,"We are looking for React Native Developers to join us!- 5+ years of experience in Front End development with strong skills in Javascript, CSS3 and HTML5.- 1+ years of experience developing Web applications using ReactJS, Flux, Redux, Relay, etc.- 2+ years of experience working with RoR.- Familiar with the concepts of basic programming, data structures, types of variables, and idiosyncrasies.- Advanced English level.If you are interested, click here and apply: https://lnkd.in/dGGSqKp#JobSearch #ReactNative'",33,0,0,"#JobSearch, #ReactNative'",linkedin,employer branding,post,Abertura de Vagas,en
70,bairesdev,,2020-10-20,Welcome to our newest team members!Leonardo Thizon Waterkemper - María José García Rojas - Martín Traverso - Gabriel Pereira - Edward Garó#NewTeam',88,2,0,#NewTeam',linkedin,,,,es
72,bairesdev,,2020-10-20,Fintech companies looking to create new software or revamp existing applications need to work with a QA company as experienced as BairesDev. We have the QA expertise to create the most robust software. https://lnkd.in/dMkasx3',22,0,0,,linkedin,,,,en
73,bairesdev,,2020-10-20,"Emma White, BairesDev’s Business Development Manager, takes a deep dive into the top 100 programming languages used by developers today. Check it out here: https://lnkd.in/gfeDKBB#ProgrammingLanguages #SoftwareDevelopment'",55,2,0,"#ProgrammingLanguages, #SoftwareDevelopment'",linkedin,,,,en
74,bairesdev,,2020-10-20,Our team is always growing. Welcome aboard!Jorge Felipe Morales Oyarzun - Juan Pablo Sánchez Isaquita - Jose Antonio Tavares Filho - Eloy Urbina Mendez - Rodrigo Costa#NewTeam',119,1,0,#NewTeam',linkedin,,,,en
75,bairesdev,,2020-10-20,"In this new article, Robert Butler, Senior Engagement Manager at BairesDev, explores the top 100 development frameworks in the software development industry. Check out the full list here: https://lnkd.in/dCdQQai#DevelopmentFrameworks #Frameworks #SoftwareDevelopment'",33,1,0,"#DevelopmentFrameworks, #Frameworks, #SoftwareDevelopment'",linkedin,,artigo,,en
76,bairesdev,,2020-10-20,"""Jeff Moore, BairesDev's Senior Engagement Manager, writes about the industries that will be most affected by blockchain. Banking and finance, healthcare, and cybersecurity are just some of those that will be impacted. Find out more here: https://lnkd.in/e2Ekpnu#Blockchain #Development #Industries""",40,1,0,"#Blockchain, #Development, #Industries""",linkedin,,,,en
81,bairesdev,,2020-10-20,"We are looking for DevOps Engineers to join our team!- 5+ years of experience working as DevOps.- Strong technical knowledge in technologies such as (but not limited to) UCS, Linux, SAN / NAS, virtualization (Openstack / VMware), and IaaS + PaaS + SaaS.- Development with Shell, Perl, Python.- Knowledge of compilers and accelerators (gmake, emake, etc.).- Strong leadership, and capacity for decision making.- Good communication and interpersonal relationships.If you are interested, please click here and apply: https://lnkd.in/dP75HwU#JobSearch #DevOps'",42,0,0,"#JobSearch, #DevOps'",linkedin,employer branding,post,Abertura de Vagas,en
83,bairesdev,,2020-10-20,Boost your client engagement by providing flawless user experience. Our Top 1% Engineers craft sophisticated User Interfaces that connect your clients to your brand.https://lnkd.in/dHGbd4T',33,0,0,,linkedin,,,,en
91,bairesdev,,2020-10-20,Welcome aboard!Antonio Vargas - Víctor De León - Evelyn Aranda Acuña - Vitor Giacomelli Rodrigues - Marcelo H. de Souza#NewTeam',138,4,0,#NewTeam',linkedin,,,,es
92,bairesdev,,2020-10-20,"We are looking for Ruby Developers to join us! - 6+ years of experience in Software Engineering.- 5+ years of experience working with RoR.- Full Stack roles are expected to have outstanding skills in - Front End: HTML5, CSS3, JavaScript (FWS as Angular and React).- Advanced level of English.If you are interested, please click here and apply: https://lnkd.in/dsNwHcu #JobSearch #Ruby'",37,1,0,"#JobSearch, #Ruby'",linkedin,employer branding,post,Abertura de Vagas,en
93,bairesdev,,2020-10-20,"""Luis Paiva, BairesDev's Head of Client Services, explains the rise of remote QA during the pandemic. Check out the complete article here: https://lnkd.in/d_2svwf#Remote #QA #Testing""",48,0,0,"#Remote, #QA, #Testing""",linkedin,,artigo,,en
94,bairesdev,,2020-10-20,"If you look beyond immediate crisis management to identify emerging opportunities, the pandemic can also be a catalyst to improve your business in the long term. Damian Scalerandi, VP of Operations at BairesDev, explores his thoughts on using the ""new normal"" to boost business opportunities. Find out more here: https://lnkd.in/dyiXkhP#Business #OutsourcingServices'",34,1,0,"#Business, #OutsourcingServices'",linkedin,,,,en
95,bairesdev,,2020-10-20,"In this article, Luis Paiva, Head of Client Services at BairesDev, goes over the characteristics that have made Python such an iconic language for software development.Discover more here: https://lnkd.in/d9rMdiw#Python #SoftwareDevelopment #ProgrammingLanguage'",40,1,0,"#Python, #SoftwareDevelopment, #ProgrammingLanguage'",linkedin,,artigo,,en
97,bairesdev,,2020-10-20,"Among other benefits, IT Staff Augmentation helps businesses find the best talent for their development needs. Get the Top 1% IT Talent and ensure the long-term flexibility of your IT staff.https://lnkd.in/dKj4PQK'",42,0,0,,linkedin,,,,en
98,bairesdev,,2020-10-20,"We are looking for Node Developers to join our team!- 5+ years of experience in Node development.- Experience in Video and HLS.- Excellent command of English.If you are interested, please click here and apply: https://lnkd.in/ejd2xPa#JobSearch #Node'",43,2,0,"#JobSearch, #Node'",linkedin,employer branding,post,Abertura de Vagas,en
102,bairesdev,,2020-10-20,"""Welcome to our newest team members!Simon Neufville - Camilo Rojas - Luciana Vigil D'Angelo - Felipe Vale De Carvalho - Alex Ccacyahuillca#NewTeam""",102,4,0,"#NewTeam""",linkedin,,,,en
104,bairesdev,,2020-10-20,"We are looking for Salesforce Developers to join us! - 5+ years of experience as Salesforce Developer.- Advanced knowledge of APEX.- Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dBsvBEv#JobSearch #Salesforce'",44,3,0,"#JobSearch, #Salesforce'",linkedin,employer branding,post,Abertura de Vagas,en
105,bairesdev,,2020-10-20,Focus on your core competencies by outsourcing to an Autonomous Delivery Team that will handle your software solutions. Execute your projects faster and better with the most talented engineers in the industry.https://lnkd.in/e-_xHSk',41,0,0,,linkedin,,,,en
106,bairesdev,,2020-10-20,"We are thrilled to introduce you to Andrew Burgert, our new Chief Business Officer. We are confident that you will bring a lot of experience and knowledge, delivering exceptional results to the company. Welcome to the team Andrew!'",48,1,0,,linkedin,,,,en
110,bairesdev,,2020-10-20,"We are looking for Python Developers to join our team!- 5+ years of practical experience in Python and Django development.- 3+ years of development using other programming languages.- Experience in development with object-oriented programming is desirable.- Good skills with XML and relational databases (Oracle / MS SQL / MySQL).- Strong professional experience working with large data structures and algorithms.If you are interested, please click here and apply: https://lnkd.in/dxJpKgy#JobSearch #Python'",60,4,0,"#JobSearch, #Python'",linkedin,employer branding,post,Abertura de Vagas,en
113,bairesdev,,2020-10-20,"""Child's Play improves the lives of children in hospitals, clinics, domestic violence shelters, and other facilities using the power of videogames. For the second year in a row, this NPO has been one of the most supported organizations in our Donations Program. Read more here: https://lnkd.in/dVUhTkU#CharityWork #Donations""",66,0,0,"#CharityWork, #Donations""",linkedin,,,,en
114,bairesdev,,2020-10-20,Our team is always growing. Welcome aboard!Laura Rivas - Armando Jose Arias Gomez - Andre Racco - Marlon Brenes - Flávio França #NewTeam',120,3,0,#NewTeam',linkedin,,,,en
116,bairesdev,,2020-10-20,"We are looking for a QA Automation Analyst to join our team!- 5+ years of experience in automated testing.- Good skills with C, C ++, Java, and Python.- Deep knowledge of Unix and Linux environments.- Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dGmSmsd#Jobs #QA'",49,2,0,"#Jobs, #QA'",linkedin,employer branding,post,Abertura de Vagas,en
117,bairesdev,,2020-10-20,"""Recently, our leadership team attended an invitation-only event hosted by Google Cloud to share BairesDev's vast experience in smart working and remote methodologies, particularly with G Suite.Distributed teams have always been a core element of our culture and we are eager to continue building an interconnected world driven by talent.#SmartWorking #DistributedTeams #Talent""",57,0,0,"#SmartWorking, #DistributedTeams, #Talent""",linkedin,,,,en
