id,company,post_title,post_date,post_text,post_likes,post_comments,post_video_views,post_hashtags,origin,language,post_text_pt,,,
91,bairesdev,,2020-11-04,"""In this video, Lucas Hendrich, our CTO for North America, explains how we hire only the Top 1% of IT Talent. Through a very strict interviewing and evaluation process, we select the best Senior Engineers to drive our client's digital acceleration.#Talent #Clients #SoftwareEngineers""",41,3,1497,"#Talent, #Clients, #SoftwareEngineers""",linkedin,en,"&quot;Neste vídeo, Lucas Hendrich, nosso CTO para a América do Norte, explica como contratamos apenas 1% dos melhores talentos de TI. Por meio de um processo de entrevista e avaliação muito rigoroso, selecionamos os melhores engenheiros sênior para impulsionar a aceleração digital de nosso cliente. # Talent #Clients #SoftwareEngineers &quot;",,,
104,bairesdev,,2020-11-04,"Miguel, QA Team Lead, has been working with BairesDev for 7 years and really appreciates all the growing opportunities he encountered along the way. Check out his story. #Employee #Testimonials'",71,1,2341,"#Employee, #Testimonials'",linkedin,en,"Miguel, líder da equipe de controle de qualidade, trabalha com a BairesDev há 7 anos e realmente aprecia todas as oportunidades de crescimento que encontrou ao longo do caminho. Confira sua história. #Employee #Testimonials &#39;",,,
125,bairesdev,,2020-11-04,"Productivity software refers to any tool or platform that helps you and your team be more productive. In this article, learn how you too can implement the right tool for your business and power your digital acceleration.Read more: https://lnkd.in/dANe9U3#ProductivitySoftware #DigitalAcceleration'",27,2,0,"#ProductivitySoftware, #DigitalAcceleration'",linkedin,en,"Software de produtividade refere-se a qualquer ferramenta ou plataforma que ajuda você e sua equipe a serem mais produtivos. Neste artigo, saiba como você também pode implementar a ferramenta certa para sua empresa e potencializar sua aceleração digital. Leia mais: https://lnkd.in/dANe9U3#ProductivitySoftware #DigitalAcceleration &#39;",,,
128,bairesdev,,2020-11-04,"Quality assurance has been one of the best ways to guarantee an ideal customer experience in software products. In this article, Damian Scalerandi explains how better CX drives business success in modern markets. Learn more here: https://lnkd.in/dZBasq8#CustomerExperience #CX #CustomerLoyalty'",40,1,0,"#CustomerExperience, #CX, #CustomerLoyalty'",linkedin,en,"A garantia de qualidade tem sido uma das melhores maneiras de garantir uma experiência ideal do cliente em produtos de software. Neste artigo, Damian Scalerandi explica como o CX melhora o sucesso dos negócios em mercados modernos. Saiba mais aqui: https://lnkd.in/dZBasq8#CustomerExperience #CX #CustomerLoyalty &#39;",,,
130,bairesdev,,2020-11-04,"Thanks to technologies that enable remote work and collaboration, distributed software development is not only possible but also a more practical alternative. In this article, Edward ""E.B."" Batten, BairesDev\'s EVP of Growth, highlights the evolution of outsourcing software development during the pandemic. Check out the full article here: https://lnkd.in/dnYvb95#SoftwareDevelopment #DistributedTeams'",35,0,0,"#SoftwareDevelopment, #DistributedTeams'",linkedin,en,"Graças às tecnologias que permitem trabalho e colaboração remotos, o desenvolvimento distribuído de software não só é possível, mas também uma alternativa mais prática. Neste artigo, Edward &quot;EB&quot; Batten, EVP de Crescimento da BairesDev, destaca a evolução do desenvolvimento de software de terceirização durante a pandemia. Confira o artigo completo aqui: https://lnkd.in/dnYvb95#SoftwareDevelopment #DistributedTeams &#39;",,,
132,bairesdev,,2020-11-04,"""Developing an app takes a fair amount of work, time, and (most importantly) know-how. This quick guide by Facundo Molina, BairesDev's Chief Business Development Officer, is a great way to get you started: https://lnkd.in/dS5AGGp#AppDevelopment #App #ITOutsourcing""",32,3,0,"#AppDevelopment, #App, #ITOutsourcing""",linkedin,en,"&quot;Desenvolver um aplicativo exige muito trabalho, tempo e (o mais importante) know-how. Este guia rápido de Facundo Molina, Diretor de Desenvolvimento de Negócios da BairesDev, é uma ótima maneira de começar: https: // lnkd. in / dS5AGGp # AppDevelopment #App #ITOutsourcing &quot;",,,
134,bairesdev,,2020-11-04,"Hiring the best software developers in the market is the key to developing high-quality software products. In this article, Edward ""E.B."" Batten, BairesDev’s EVP of Growth, lays out the most critical aspects of adding new IT talent to your team. Read more here: https://lnkd.in/dcXAgZP#SoftwareDevelopers #Talent'",30,0,0,"#SoftwareDevelopers, #Talent'",linkedin,en,"Contratar os melhores desenvolvedores de software do mercado é a chave para o desenvolvimento de produtos de software de alta qualidade. Neste artigo, Edward &quot;EB&quot; Batten, EVP de crescimento da BairesDev, descreve os aspectos mais críticos para adicionar novos talentos de TI à sua equipe. Leia mais aqui: https://lnkd.in/dcXAgZP#SoftwareDevelopers #Talent &#39;",,,
139,bairesdev,,2020-11-04,"A team that understands that technical debt is both a tool and an investment can use it as a deliberate strategy to create a better product. In this article, Pablo Chamorro talks about 5 approaches to reduce technical debt in software development. Check out the complete list here: https://lnkd.in/diNV-ys#ProjectManagement #Development'",41,0,0,"#ProjectManagement, #Development'",linkedin,en,"Uma equipe que entende que dívida técnica é tanto uma ferramenta quanto um investimento pode usá-la como uma estratégia deliberada para criar um produto melhor. Neste artigo, Pablo Chamorro fala sobre 5 abordagens para reduzir o débito técnico no desenvolvimento de software. Confira a lista completa aqui: https://lnkd.in/diNV-ys#ProjectManagement #Development &#39;",,,
143,bairesdev,,2020-11-04,"The new technologies, workflow processes, and modified operations that most businesses have adopted this year might be calling for a revised cybersecurity strategy. In this article, Facundo Molina takes a deeper look into what it means to be prepared for a cyber-crisis.Read more: https://lnkd.in/dkCzpuY#CyberSecurity #CyberAttack #CyberProtection'",29,1,0,"#CyberSecurity, #CyberAttack, #CyberProtection'",linkedin,en,"As novas tecnologias, processos de fluxo de trabalho e operações modificadas que a maioria das empresas adotou este ano podem exigir uma revisão da estratégia de segurança cibernética. Neste artigo, Facundo Molina analisa mais a fundo o que significa estar preparado para uma cibercrise. Leia mais: https://lnkd.in/dkCzpuY#CyberSecurity #CyberAttack #CyberProtection &#39;",,,
163,bairesdev,,2020-11-04,"""Nacho De Marco, BairesDev's CEO, was featured once again in the latest edition of the Forbes Technology Council. Learn more about his thoughts on building a strong culture with remote teams: https://lnkd.in/dyVUMQu""",52,0,0,,linkedin,en,"&quot;Nacho De Marco, CEO da BairesDev, foi destaque mais uma vez na última edição do Forbes Technology Council. Saiba mais sobre sua opinião sobre a construção de uma cultura forte com equipes remotas: https://lnkd.in/dyVUMQu&quot;",,,
171,bairesdev,,2020-11-04,"As newer, more convenient, and more secure authentication methods emerge, many businesses are starting to look past the classic password system. Follow Edward ""E.B."" Batten, BairesDev\'s EVP of Growth, as he analyzes the new technologies that are looking to replace passwords.Read more: https://lnkd.in/dzg2gdD#Password #Technology #Business'",24,1,0,"#Password, #Technology, #Business'",linkedin,en,"À medida que métodos de autenticação mais novos, convenientes e seguros surgem, muitas empresas estão começando a deixar de lado o sistema de senha clássico. Acompanhe Edward &quot;EB&quot; Batten, EVP de Crescimento da BairesDev, enquanto ele analisa as novas tecnologias que buscam substituir as senhas. Leia mais: https://lnkd.in/dzg2gdD#Password #Technology #Business &#39;",,,
177,bairesdev,,2020-11-04,"The idea behind hybrid teams is to create a strong framework from the beginning while keeping a loose structure with as little bureaucracy as possible. Luis Paiva, Head of Client Services at BairesDev, goes over the basics of hybrid project management and how to balance structure with flexibility. Check out the complete article here: https://lnkd.in/dm6RWYQ#ProjectManagement #Agile'",52,2,0,"#ProjectManagement, #Agile'",linkedin,en,"A ideia por trás das equipes híbridas é criar uma estrutura forte desde o início, mantendo uma estrutura solta com o mínimo de burocracia possível. Luis Paiva, Chefe de Atendimento ao Cliente da BairesDev, aborda os fundamentos da gestão de projetos híbridos e como equilibrar estrutura e flexibilidade. Confira o artigo completo aqui: https://lnkd.in/dm6RWYQ#ProjectManagement #Agile &#39;",,,
186,bairesdev,,2020-11-04,"Emma White, BairesDev’s Business Development Manager, lists the most popular databases that IT businesses are working with today. Discover more here: https://lnkd.in/ggyeCer#Database #Technology'",49,0,0,"#Database, #Technology'",linkedin,en,"Emma White, gerente de desenvolvimento de negócios da BairesDev, lista os bancos de dados mais populares com os quais as empresas de TI estão trabalhando atualmente. Descubra mais aqui: https://lnkd.in/ggyeCer#Database #Technology &#39;",,,
192,bairesdev,,2020-11-04,"If you look beyond immediate crisis management to identify emerging opportunities, the pandemic can also be a catalyst to improve your business in the long term. Damian Scalerandi, VP of Operations at BairesDev, explores his thoughts on using the ""new normal"" to boost business opportunities. Find out more here: https://lnkd.in/dyiXkhP#Business #OutsourcingServices'",33,1,0,"#Business, #OutsourcingServices'",linkedin,en,"Se você olhar além do gerenciamento imediato de crises para identificar oportunidades emergentes, a pandemia também pode ser um catalisador para melhorar seus negócios a longo prazo. Damian Scalerandi, vice-presidente de operações da BairesDev, explora suas ideias sobre o uso do &quot;novo normal&quot; para impulsionar as oportunidades de negócios. Saiba mais aqui: https://lnkd.in/dyiXkhP#Business #OutsourcingServices &#39;",,,
300,bairesdev,,2020-11-04,"""Our team is always growing. Welcome aboard!Gustavo Emmel - Boney D'Cruz - Alvaro Fraga - Luis Estevez - David Lyon#NewTeam""",99,11,0,"#NewTeam""",linkedin,en,&quot,,,
303,bairesdev,,2020-11-04,"We are looking for Vue.js Developers to join us!• 5+ years of experience with software development.• 3+ years of experience with Vue.js development.• Strong skills with the JavaScript language, and frameworks (React, Angular, Ember, etc.).• Expert/Advanced experience in front-end technologies, security architectures, and user experience.• Advanced in developing and testing web-based, mobile-web based, and fully responsive web applications using JavaScript frameworks such as Jest, Mocha, Chai, Jasmine, etc.• Experienced in service integrations (Web Services, CMS / Commerce systems, 3rd party APIs, etc.).• Experience with both consuming and designing RESTful APIs.• Advanced English level.If you are interested, click here and apply: https://lnkd.in/dJDfiFz#Jobs #Vuejs'",32,1,0,"#Jobs, #Vuejs'",linkedin,en,"Estamos à procura de Desenvolvedores Vue.js para se juntarem a nós! • 5+ anos de experiência com desenvolvimento de software. • 3+ anos de experiência com desenvolvimento Vue.js. • Fortes habilidades com a linguagem JavaScript e frameworks (React, Angular, Ember , etc.). • Experiência especializada / avançada em tecnologias front-end, arquiteturas de segurança e experiência do usuário. • Avançada no desenvolvimento e teste de aplicativos baseados na web, baseados na web móvel e totalmente responsivos usando frameworks JavaScript, como Jest, Mocha, Chai, Jasmine, etc. • Experiência em integração de serviços (Web Services, sistemas CMS / Commerce, APIs de terceiros, etc.). • Experiência com consumo e criação de APIs RESTful. • Nível de inglês avançado. Se você estiver interessado, clique aqui e inscreva-se: https://lnkd.in/dJDfiFz#Jobs #Vuejs &#39;",,,
304,bairesdev,,2020-11-04,"Nacho De Marco has been named “Executive of the Year” at the 2020 BIG Awards for Business! As CEO and Co-Founder of BairesDev, Nacho has always prioritized the high-quality delivery of custom technology solutions via the Top 1% of IT Talent. This award, like those before it, is a reflection of his thorough commitment to innovation in the IT industry and beyond. Congratulations, Nacho!Read more here: https://lnkd.in/dGbeyEg#Recognition #ExecutiveOfTheYear'",237,7,0,"#Recognition, #ExecutiveOfTheYear'",linkedin,en,"Nacho De Marco foi nomeado “Executivo do Ano” no 2020 BIG Awards for Business! Como CEO e cofundador da BairesDev, Nacho sempre priorizou a entrega de alta qualidade de soluções de tecnologia personalizadas por meio do Top 1% of IT Talent. Este prêmio, como os anteriores, é um reflexo de seu comprometimento total com a inovação na indústria de TI e além. Parabéns, Nacho! Leia mais aqui: https://lnkd.in/dGbeyEg#Recognition #ExecutiveOfTheYear &#39;",,,
305,bairesdev,,2020-11-04,IT Staff Augmentation adds the extra talent needed to boost your development projects. Reach your business goals faster and more cost-efficiently with our Extended Team.https://lnkd.in/e9tkjcA',19,0,0,,linkedin,en,O aumento da equipe de TI adiciona o talento extra necessário para impulsionar seus projetos de desenvolvimento. Alcance seus objetivos de negócios de forma mais rápida e econômica com nossa equipe estendida.https: //lnkd.in/e9tkjcA &#39,,,
306,bairesdev,,2020-11-04,"We are looking for Node.js Developers to join our team!• 5+ years of experience in Node development.• Experience in Video and HLS.• Excellent command of English, both spoken and written.If you are interested, please click here and apply: https://lnkd.in/ejd2xPa#Jobs #Nodejs'",34,3,0,"#Jobs, #Nodejs'",linkedin,en,"Estamos à procura de Desenvolvedores Node.js para se juntarem à nossa equipe! • Mais de 5 anos de experiência em desenvolvimento de Node. • Experiência em Vídeo e HLS. • Excelente domínio de Inglês, tanto falado quanto escrito. Se você estiver interessado, clique aqui e inscreva-se: https://lnkd.in/ejd2xPa#Jobs #Nodejs &#39;",,,
307,bairesdev,,2020-11-04,Welcome aboard!Jhair Vincenzo Lozano Angulo - Luis Armando Salitrero Pérez - Arturo Bojorquez Becerril - André Dadamos - Aline Andres#NewTeam',113,3,0,#NewTeam',linkedin,pt,Welcome aboard!Jhair Vincenzo Lozano Angulo - Luis Armando Salitrero Pérez - Arturo Bojorquez Becerril - André Dadamos - Aline Andres#NewTeam',,,
308,bairesdev,,2020-11-04,"Python is a general-purpose language, used to create optimum products. Is it the ideal language for your next development project? Click here and explore Python’s best qualities and features: https://lnkd.in/drurewi'",20,1,0,,linkedin,en,"Python é uma linguagem de propósito geral, usada para criar produtos ideais. É a linguagem ideal para seu próximo projeto de desenvolvimento? Clique aqui e explore as melhores qualidades e recursos do Python: https://lnkd.in/drurewi &#39;",,,
309,bairesdev,,2020-11-04,"We are looking for Adobe AEM Developers to join us!• 5+ years of work experience in software engineering and/or development operations and 3+ years of work experience in AEM / CQ implementation projects.• 3+ years of experience in Java, J2EE, Spring, Ajax, OSGI, JCR, and SQL.• Experience building modern decoupled single page web applications with React backed by REST or GraphQL web services.• Experience with modern DevOps pipelines and tools.• Experience building CMS templates and components for AEM using HTML/Sightly, and Java backing objects.• Experience developing AEM clientlibs and migrating HTML/JS/CSS into AEM.• Troubleshooting AEM deployed code and infrastructure.• Previous experience with Sprint based Agile development, including estimation, scoping, and successful delivery.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dtpFsRj#JobSearch #AdobeAEM'",9,0,0,"#JobSearch, #AdobeAEM'",linkedin,en,"Estamos à procura de desenvolvedores Adobe AEM para se juntarem a nós! • Mais de 5 anos de experiência de trabalho em engenharia de software e / ou operações de desenvolvimento e mais de 3 anos de experiência de trabalho em projetos de implementação de AEM / CQ. • Mais de 3 anos de experiência em Java, J2EE , Spring, Ajax, OSGI, JCR e SQL. • Experiência na construção de aplicativos da Web modernos e desacoplados de página única com React apoiado por serviços da Web REST ou GraphQL. • Experiência com pipelines e ferramentas DevOps modernos. • Experiência na criação de modelos e componentes CMS para AEM usando HTML / Sightly e objetos de apoio Java. • Experiência no desenvolvimento de clientlibs AEM e migração de HTML / JS / CSS para AEM. • Solução de problemas de código e infraestrutura implantados AEM. • Experiência anterior com desenvolvimento Agile baseado em Sprint, incluindo estimativa, escopo e entrega bem-sucedida. • Nível avançado de inglês. Se você estiver interessado, clique aqui e inscreva-se: https://lnkd.in/dtpFsRj#JobSearch #AdobeAEM &#39;",,,
310,bairesdev,,2020-11-04,Technical expertise and unparalleled experience are just a few of the many benefits of our Development teams. Discover more about our teams composed only by the Top 1% of IT Talent.https://lnkd.in/dk7wua3',21,0,0,,linkedin,en,Conhecimento técnico e experiência incomparável são apenas alguns dos muitos benefícios de nossas equipes de desenvolvimento. Descubra mais sobre nossas equipes compostas apenas pelo Top 1% do Talento de TI.https: //lnkd.in/dk7wua3 &#39,,,
311,bairesdev,,2020-11-04,"BairesDev was selected as one of the Fastest-Growing Private Companies in the Bay Area by the San Francisco Business Times! The combination of a remote mindset, a smart work approach, and a team built with the Top 1% of IT Talent will keep pushing us forward. Congratulations to our entire team!Learn more at: https://lnkd.in/di-9nFh#Awards #SmartWork #Talent'",133,2,0,"#Awards, #SmartWork, #Talent'",linkedin,en,"A BairesDev foi selecionada como uma das empresas privadas de crescimento mais rápido na área da baía pelo San Francisco Business Times! A combinação de uma mentalidade remota, uma abordagem de trabalho inteligente e uma equipe construída com o Top 1% do talento de TI continuará nos impulsionando. Parabéns a toda a nossa equipe! Saiba mais em: https://lnkd.in/di-9nFh#Awards #SmartWork #Talent &#39;",,,
312,bairesdev,,2020-11-04,Welcome to our newest team members.Agustin M. - Ramiro Cevallos - Marcos Akerman - Fernando Guimarães - Eduardo Marín Nicolalde#NewTeam',77,1,0,#NewTeam',linkedin,en,Bem-vindos aos mais novos membros da nossa equipe. Agustín M. - Ramiro Cevallos - Marcos Akerman - Fernando Guimarães - Eduardo Marín Nicolalde # NewTeam &#39,,,
313,bairesdev,,2020-11-04,We offer full Blockchain Services to help your business work in a smarter way while reducing risks and improving security. We are ready to help you apply this technology and drive your digital transformation.https://lnkd.in/dtE_Pn9',31,0,0,,linkedin,en,"Oferecemos serviços Blockchain completos para ajudar sua empresa a trabalhar de maneira mais inteligente, reduzindo riscos e melhorando a segurança. Estamos prontos para ajudá-lo a aplicar esta tecnologia e conduzir sua transformação digital.https: //lnkd.in/dtE_Pn9 &#39;",,,
314,bairesdev,,2020-11-04,"We are looking for React Native Developers to join our team!• 5+ years of experience in Front End development with strong skills in Javascript, CSS3, and HTML5.• 2+ years of experience working with RoR.• 1+ years of experience developing Web applications using ReactJS, Flux, Redux, Relay, etc.• Familiar with the concepts of basic programming, data structures, types of variables, and idiosyncrasies.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dGGSqKp#JobSearch #ReactNative'",35,1,0,"#JobSearch, #ReactNative'",linkedin,en,"Estamos à procura de React Native Developers para se juntarem à nossa equipa! • Mais de 5 anos de experiência em desenvolvimento Front End com fortes competências em Javascript, CSS3 e HTML5. • Mais de 2 anos de experiência a trabalhar com RoR. • Mais de 1 anos de experiência em desenvolvimento Aplicações Web usando ReactJS, Flux, Redux, Relay, etc. • Familiarizado com os conceitos básicos de programação, estruturas de dados, tipos de variáveis e idiossincrasias. • Nível avançado de inglês. Se você estiver interessado, clique aqui e inscreva-se: https: //lnkd.in/dGGSqKp#JobSearch #ReactNative &#39;",,,
315,bairesdev,,2020-11-04,Our team is always growing. Welcome aboard!Manoel Souza - Daniela Franca - Sérgio Rodrigues - Andre Young Almeida - Pedro Carnelutti Morais#NewTeam',122,1,0,#NewTeam',linkedin,en,Our team is always growing. Welcome aboard!Manoel Souza - Daniela Franca - Sérgio Rodrigues - Andre Young Almeida - Pedro Carnelutti Morais#NewTeam',,,
316,bairesdev,,2020-11-04,"We are looking for Angular Developers to join us!• 4+ years of experience in Angular 2+.• Experience in developing applications using Angular/Java technology stack.• Solid experience with HTML, CSS, and writing cross-browser compatible code.• Strong knowledge of AJAX and JavaScript Dom manipulation Techniques.• Experience with MSSQL and/or PostgresSQL.• Experience with React is a plus.• Advanced English level.Apply here: https://lnkd.in/dRGd4dR#Jobs #Angular'",52,4,0,"#Jobs, #Angular'",linkedin,en,"Estamos à procura de Angular Developers para se juntarem a nós! • Mais de 4 anos de experiência em Angular 2+. • Experiência no desenvolvimento de aplicações usando a pilha de tecnologia Angular / Java. • Sólida experiência com HTML, CSS e escrita de código compatível com vários navegadores. • Forte conhecimento de técnicas de manipulação de AJAX e JavaScript Dom. • Experiência com MSSQL e / ou PostgresSQL. • Experiência com React é uma vantagem. • Nível avançado de inglês. Inscreva-se aqui: https://lnkd.in/dRGd4dR#Jobs #Angular &#39;",,,
318,bairesdev,,2020-11-04,"We are looking for Shopify Developers to join us!• 6+ years of experience working with different technologies.• 5+ years of experience working with Shopify technology.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/de5tkeh #JobSearch #Shopify'",37,1,0,"#JobSearch, #Shopify'",linkedin,en,"Estamos procurando desenvolvedores do Shopify para se juntar a nós! • Mais de 6 anos de experiência trabalhando com diferentes tecnologias. • Mais de 5 anos de experiência trabalhando com tecnologia Shopify. • Nível avançado de inglês. Se você estiver interessado, clique aqui e inscreva-se: https: //lnkd.in/de5tkeh #JobSearch #Shopify &#39;",,,
319,bairesdev,,2020-11-04,Welcome aboard!Ricardo Del Rayo Ochoa - Lucas Almeida Siqueira - Henrique Cardoso - Salvador Colocho - Gabriel Galvão#NewTeam',105,2,0,#NewTeam',linkedin,pt,Welcome aboard!Ricardo Del Rayo Ochoa - Lucas Almeida Siqueira - Henrique Cardoso - Salvador Colocho - Gabriel Galvão#NewTeam',,,
320,bairesdev,,2020-11-04,"We are looking for Salesforce Developers to join us!• 5+ years of experience as a Salesforce Developer.• Advanced knowledge of APEX.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dBsvBEv#Jobs #Salesforce'",39,0,0,"#Jobs, #Salesforce'",linkedin,en,"Estamos à procura de Salesforce Developers para se juntarem a nós! • Mais de 5 anos de experiência como Salesforce Developer. • Conhecimento avançado de APEX. • Nível avançado de inglês. Se você estiver interessado, clique aqui e inscreva-se: https://lnkd.in / dBsvBEv # Jobs #Salesforce &#39;",,,
321,bairesdev,,2020-11-04,"""Rocío Belfiore, BairesDev's Chief R&D Officer, has been named Female Executive of the Year at the 2020 Women World Awards! Rocio's leadership, innovation, and organizational performance have made her an inspiration for our entire team and we couldn't be more thrilled for her. She was also recognized as Woman of the Year in the Excellence in Industry IT Services category for her outstanding achievements in 2020. Congratulations, Rocio!Read more about this achievement here: https://lnkd.in/dJE-J63#Recognition #WomanOfTheYear""",159,3,0,"#Recognition, #WomanOfTheYear""",linkedin,en,"&quot;Rocío Belfiore, Chief R&amp;D Officer da BairesDev, foi nomeada Executiva Feminina do Ano no 2020 Women World Awards! A liderança, inovação e desempenho organizacional da Rocio tornaram-na uma inspiração para toda a nossa equipa e não poderíamos estar mais entusiasmados com Ela também foi reconhecida como Mulher do Ano na categoria Excelência em Serviços de TI da Indústria por suas realizações notáveis em 2020. Parabéns, Rocio! Leia mais sobre essa conquista aqui: https://lnkd.in/dJE-J63#Recognition #WomanOfTheYear &quot;",,,
322,bairesdev,,2020-11-04,Welcome to our newest team members.Fernando Marroquim L. A. Neto - Bruno César Ribeiro e Silva - Andrés Botero Sepúlveda - Wilson Guasca R. - Mathias Berwig#NewTeam',110,3,0,#NewTeam',linkedin,en,Welcome to our newest team members.Fernando Marroquim L. A. Neto - Bruno César Ribeiro e Silva - Andrés Botero Sepúlveda - Wilson Guasca R. - Mathias Berwig#NewTeam',,,
323,bairesdev,,2020-11-04,"We are looking for a QA Automation Analyst to join our team!• 5+ years of experience in automated testing.• Good skills with C, C ++, Java, and Python.• Deep knowledge of Unix and Linux environments.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dGmSmsd #JobSearch #QA'",44,3,0,"#JobSearch, #QA'",linkedin,en,"Estamos procurando um Analista de Automação de QA para se juntar à nossa equipe! • Mais de 5 anos de experiência em testes automatizados. • Boas habilidades com C, C ++, Java e Python. • Profundo conhecimento de ambientes Unix e Linux. • Inglês avançado nível.Se você estiver interessado, clique aqui e inscreva-se: https://lnkd.in/dGmSmsd #JobSearch #QA &#39;",,,
324,bairesdev,,2020-11-04,"""BairesDev was selected as one of the Best Companies for Compensation in the USA! This award by Comparably was based on anonymous feedback from our top talented team and we're incredibly thankful to everyone that shared their experience.Find out more here: https://lnkd.in/d8XHQEm#Awards #Compensation #Talent""",149,5,0,"#Awards, #Compensation, #Talent""",linkedin,en,&quot,,,
325,bairesdev,,2020-11-04,Welcome aboard!Bruno Sacco - Juliana Ponzio - Carlos H. Guizar S. - André Gomes Árabe Saraiva - Rafael M da S Santos#NewTeam',157,9,0,#NewTeam',linkedin,pt,Welcome aboard!Bruno Sacco - Juliana Ponzio - Carlos H. Guizar S. - André Gomes Árabe Saraiva - Rafael M da S Santos#NewTeam',,,
326,bairesdev,,2020-11-04,"We are looking for .NET Developers to join our team!• 5+ years of experience in Web projects, C #, SQL Server.• Experience with HTML / CSS and JavaScript frameworks.• Experience with MVC.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/e8e5zKX#Jobs #NETDeveloper'",53,2,0,"#,, #Jobs, #NETDeveloper'",linkedin,en,"Estamos à procura de desenvolvedores .NET para se juntarem à nossa equipe! • Mais de 5 anos de experiência em projetos Web, C #, SQL Server. • Experiência com frameworks HTML / CSS e JavaScript. • Experiência com MVC. • Nível avançado de inglês. estão interessados, clique aqui e inscreva-se: https://lnkd.in/e8e5zKX#Jobs #NETDeveloper &#39;",,,
327,bairesdev,,2020-11-04,Our team is always growing. Welcome aboard!Hal Bennick - Jorge Laitano - Anthony Battaglia - Mateus Alves de Pinho - Harold Nicaragua Guzmán#NewTeam',112,6,0,#NewTeam',linkedin,en,Nossa equipe está sempre crescendo. Bem-vindo a bordo Hal Bennick - Jorge Laitano - Anthony Battaglia - Mateus Alves de Pinho - Harold Nicarágua Guzmán # NewTeam &#39,,,
328,bairesdev,,2020-11-04,"We are looking for Python Developers to join our team!• 5+ years of practical experience in Python and Django development.• 3+ years of development using other programming languages.• Experience in development with object-oriented programming is desirable.• Good skills with XML and relational databases (Oracle / MS SQL / MySQL).• Strong professional experience working with large data structures and algorithms.If you are interested, please click here and apply: https://lnkd.in/dxJpKgy#JobSearch #Python'",45,3,0,"#JobSearch, #Python'",linkedin,en,"Estamos à procura de desenvolvedores Python para se juntarem à nossa equipe! • 5+ anos de experiência prática em desenvolvimento Python e Django. • 3+ anos de desenvolvimento usando outras linguagens de programação. • Experiência em desenvolvimento com programação orientada a objetos é desejável. • Boas habilidades com XML e bancos de dados relacionais (Oracle / MS SQL / MySQL). • Forte experiência profissional trabalhando com grandes estruturas de dados e algoritmos. Se você estiver interessado, clique aqui e inscreva-se: https://lnkd.in/dxJpKgy#JobSearch #Python &#39;",,,
329,bairesdev,,2020-11-04,"""We have partnered with Gennev to develop a robust website for healthcare solutions. With telemedicine on the rise, this has been a great opportunity to improve the site's performance, scalability, security, and UX.https://lnkd.in/darHJqU""",36,0,0,,linkedin,en,"&quot;Fizemos uma parceria com Gennev para desenvolver um site robusto para soluções de saúde. Com a telemedicina em ascensão, esta tem sido uma grande oportunidade de melhorar o desempenho, escalabilidade, segurança e UX do site.https: //lnkd.in/darHJqU&quot;",,,
330,bairesdev,,2020-11-04,"Want to get a high-paying, full-time, and 100% remote job offer? Participate in our first hiring tournament, exclusive for Python developers in Latin America. Are you up for the challenge? Register here: https://lnkd.in/gCGwCT6#Python #Hiring'",111,13,0,"#Python, #Hiring'",linkedin,en,"Deseja obter uma oferta de emprego de alto salário, em tempo integral e 100% remoto? Participe de nosso primeiro torneio de contratação, exclusivo para desenvolvedores Python na América Latina. Você está pronto para o desafio? Registre-se aqui: https://lnkd.in/gCGwCT6#Python #Hiring &#39;",,,
331,bairesdev,,2020-11-04,"Experiment our full-cycle software development services specially designed to fit your requirements. We offer top quality solutions, tailored to your needs.https://lnkd.in/emjaJav'",29,0,0,,linkedin,en,"Experimente nossos serviços de desenvolvimento de software de ciclo completo especialmente projetados para atender às suas necessidades. Oferecemos soluções de alta qualidade, adaptadas às suas necessidades.https: //lnkd.in/emjaJav &#39;",,,
332,bairesdev,,2020-11-04,"We are looking for React Developers to join us!• 5+ years of experience in Front-End development with skills in JavaScript, CSS3, and HTML5.• 1+ years of experience developing Web apps.• Experience with JavaScript Frameworks.• Experience with command lines, APIs, and client-side performance.• Familiar with the concepts of basic programming and data structures, types of variables, and idiosyncrasies• Comfortable using debuggers and code tracking.• Proven experience in the use of Jasmine or similar tools for Front End testing.If you are interested, click here and apply: https://lnkd.in/dXebRZz#JobSearch #React'",46,2,0,"#JobSearch, #React'",linkedin,en,"Estamos procurando por React Developers para se juntar a nós! • Mais de 5 anos de experiência em desenvolvimento Front-End com habilidades em JavaScript, CSS3 e HTML5. • Mais de 1 ano de experiência no desenvolvimento de aplicativos da Web. • Experiência com frameworks JavaScript. • Experiência com linhas de comando, APIs e desempenho do lado do cliente. • Familiarizado com os conceitos de programação básica e estruturas de dados, tipos de variáveis e idiossincrasias • Confortável com depuradores e rastreamento de código. • Experiência comprovada no uso de Jasmine ou ferramentas semelhantes para o Front Finalize o teste. Se você estiver interessado, clique aqui e inscreva-se: https://lnkd.in/dXebRZz#JobSearch #React &#39;",,,
