id,company,post_title,post_date,post_text,post_text_pt,post_likes,post_comments,post_hashtags,assunto,modelo,tipo
215,bairesdev,,2020-08-21,"""Discover why our Top 1% of IT Talent uses Python in numerous projects to support our clients' digital transformation.https://lnkd.in/dEgYbj2""",&quot,62,1,,Augmented Coding,,
221,bairesdev,,2020-08-21,Welcome to our newest team members!Gustavo Santana Do Nascimento - André C. de Mattos - Lais Caratti Da Cunha - Marco Cesana - Oscar Parra#NewTeam',Welcome to our newest team members!Gustavo Santana Do Nascimento - André C. de Mattos - Lais Caratti Da Cunha - Marco Cesana - Oscar Parra#NewTeam',209,4,#NewTeam',Variados,,
225,bairesdev,,2020-08-21,"""Discover how our Top 1% of IT Talent uses Python in numerous projects to support our clients' digital transformation.https://lnkd.in/drurewi""",&quot,65,3,,Augmented Coding,,
228,bairesdev,,2020-08-21,Software outsourcing development lets you focus on growing your business. Highly qualified and talented engineers deploy our end-to-end software development services.https://lnkd.in/egZEppr',O desenvolvimento de terceirização de software permite que você se concentre no crescimento de seus negócios. Engenheiros altamente qualificados e talentosos implantam nossos serviços de desenvolvimento de software de ponta a ponta.https: //lnkd.in/egZEppr &#39,78,0,,Software Development,,
63,bairesdev,,2020-07-22,Join BairesDev now! https://lnkd.in/daBj9ynThe world is changing and our commitment to reshape the business landscape through technology is stronger than ever. We are still engineering a better future. We are still empowering our clients. We are still hiring the Top 1% of IT Talent.#WeAreStillHiring #Jobs #Careers',Junte-se ao BairesDev agora! https://lnkd.in/daBj9ynO mundo está mudando e nosso compromisso de remodelar o cenário de negócios por meio da tecnologia está mais forte do que nunca. Ainda estamos projetando um futuro melhor. Ainda estamos capacitando nossos clientes. Ainda estamos contratando 1% dos melhores talentos de TI. # WeAreStillHiring #Jobs #Careers &#39,54,0,"#WeAreStillHiring, #Jobs, #Careers'",Variados,post,employer branding
69,bairesdev,,2020-07-22,"Learn more about what makes BairesDev different, and find out how we can help your business scale and find the expert talent your projects need.#SoftwareDevelopment #SoftwareOutsourcingCompanies'",Saiba mais sobre o que torna a BairesDev diferente e descubra como podemos ajudar sua empresa a crescer e encontrar o talento especializado de que seus projetos precisam. # SoftwareDevelopment #SoftwareOutsourcingCompanies &#39,166,5,"#SoftwareDevelopment, #SoftwareOutsourcingCompanies'",IOT,,
71,bairesdev,,2020-07-22,"Work with us! https://lnkd.in/daBj9ynAs business practices are confronted with unforeseen challenges, we are ready to support companies with our innovative technology solutions. We are still creating a better tomorrow. We are still working closely with our clients to exceed their expectations. We are still hiring the Top 1% of IT Talent.#WeAreStillHiring #Jobs #Careers'","Trabalhe Conosco! https://lnkd.in/daBj9ynComo as práticas comerciais são confrontadas com desafios imprevistos, estamos prontos para apoiar as empresas com nossas soluções de tecnologia inovadoras. Ainda estamos criando um amanhã melhor. Continuamos trabalhando junto com nossos clientes para superar suas expectativas. Ainda estamos contratando 1% dos melhores talentos de TI. # WeAreStillHiring #Jobs #Careers &#39;",58,4,"#WeAreStillHiring, #Jobs, #Careers'",Variados,post,employer branding
77,bairesdev,,2020-07-22,"Start your journey at BairesDev today! https://lnkd.in/daBj9ynIn a world of fast-paced change, we are helping businesses build innovative digital journeys. We are still jumpstarting a better tomorrow. We are still fostering valuable partnerships with our clients. We are still hiring the Top 1% of IT Talent.#WeAreStillHiring #Jobs #Careers'","Comece sua jornada na BairesDev hoje! https://lnkd.in/daBj9ynEm um mundo de mudanças rápidas, estamos ajudando as empresas a construir jornadas digitais inovadoras. Ainda estamos iniciando um amanhã melhor. Ainda estamos promovendo parcerias valiosas com nossos clientes. Ainda estamos contratando 1% dos melhores talentos de TI. # WeAreStillHiring #Jobs #Careers &#39;",49,0,"#WeAreStillHiring, #Jobs, #Careers'",Variados,post,employer branding
130,bairesdev,,2020-07-22,"David Russo, BairesDev’s Sales Executive, details what’s next regarding tech trends. Learn more here: https://lnkd.in/dbR4HZ5#TechTrends #Technology'","David Russo, Executivo de Vendas da BairesDev, detalha o que vem a seguir em relação às tendências de tecnologia. Saiba mais aqui: https://lnkd.in/dbR4HZ5#TechTrends #Technology &#39;",57,0,"#TechTrends, #Technology'",Variados,,
134,bairesdev,,2020-07-22,"""In this post, Jeff Moore, BairesDev's Senior Engagement Manager, explains the importance of securing endpoints in cybersecurity. Check out more here: https://lnkd.in/dtm3cBV#Endpoints #Cybersecurity""","&quot;Nesta postagem, Jeff Moore, gerente de engajamento sênior da BairesDev, explica a importância de proteger endpoints na segurança cibernética. Confira mais aqui: https://lnkd.in/dtm3cBV#Endpoints #Cybersecurity&quot;",49,1,"#Endpoints, #Cybersecurity""",Variados,,
137,bairesdev,,2020-07-22,Nacho De Marco participated in Forbes Expert Panel talking about how to fight silos in your business with relevant tech approaches. Discover more here: https://lnkd.in/dRzSYAV',Nacho De Marco participou do Painel de Especialistas da Forbes falando sobre como combater os silos em seu negócio com abordagens tecnológicas relevantes. Descubra mais aqui: https://lnkd.in/dRzSYAV &#39,25,0,,Developer,,
148,bairesdev,,2020-07-22,"""Jeff Moore, BairesDev's Senior Engagement Manager, goes into the main reasons why custom software development is valuable for financial service providers. Continue reading here: https://lnkd.in/dxqPhba#CustomSoftwareDevelopment #FinancialIndustry""","&quot;Jeff Moore, gerente de engajamento sênior da BairesDev, analisa as principais razões pelas quais o desenvolvimento de software personalizado é valioso para provedores de serviços financeiros. Continue lendo aqui: https://lnkd.in/dxqPhba#CustomSoftwareDevelopment #FinancialIndustry&quot;",42,0,"#CustomSoftwareDevelopment, #FinancialIndustry""",Variados,,
150,bairesdev,,2020-07-22,"""Emma White, BairesDev's Business Development Manager, presents a healthcare privacy compliance checklist to consider for your next project. In this article, read more: https://lnkd.in/d8xiahU#Healthcare #Development #HIPAACompliance""","&quot;Emma White, gerente de desenvolvimento de negócios da BairesDev, apresenta uma lista de verificação de conformidade de privacidade de saúde a ser considerada em seu próximo projeto. Neste artigo, leia mais: https://lnkd.in/d8xiahU#Healthcare #Development #HIPAACompliance&quot;",52,0,"#Healthcare, #Development, #HIPAACompliance""",Variados,artigo,
153,bairesdev,,2020-07-22,"""In this post, Damian Scalerandi, BairesDev's VP of Operations, explains the benefits of nearshoring data management: https://lnkd.in/dvJTfVu#Nearshoring #DataManagement""","&quot;Nesta postagem, Damian Scalerandi, vice-presidente de operações da BairesDev, explica os benefícios do gerenciamento de dados de nearshoring: https://lnkd.in/dvJTfVu#Nearshoring #DataManagement&quot;",40,0,"#Nearshoring, #DataManagement""",Variados,,
156,bairesdev,,2020-07-22,"""David Russo, BairesDev's Sales Executive, explains how to best approach privacy, security, and compliance in mobile banking apps. Check it out here: https://lnkd.in/dNA2wu3#MobileDevelopment #BankingApps""","&quot;David Russo, Executivo de Vendas da BairesDev, explica como melhor abordar privacidade, segurança e conformidade em aplicativos de mobile banking. Confira aqui: https://lnkd.in/dNA2wu3#MobileDevelopment #BankingApps&quot;",38,0,"#MobileDevelopment, #BankingApps""",Variados,,
160,bairesdev,,2020-07-22,Nacho De Marco wrote for a new edition of Forbes Expert Panel discussing security protocols for safe remote working practices. Check it out here: https://lnkd.in/dSBMhtY',Nacho De Marco escreveu para uma nova edição do Forbes Expert Panel discutindo protocolos de segurança para práticas seguras de trabalho remoto. Confira aqui: https://lnkd.in/dSBMhtY &#39,25,0,,Variados,,
172,bairesdev,,2020-07-22,"""David Russo, BairesDev's Sales Executive, wrote about increasing enterprise resilience working with software development teams. Read more here: https://lnkd.in/dMR9A_A#SoftwareDevelopment #EnterpriseResilience""","&quot;David Russo, Executivo de Vendas da BairesDev, escreveu sobre o aumento da resiliência corporativa trabalhando com equipes de desenvolvimento de software. Leia mais aqui: https://lnkd.in/dMR9A_A#SoftwareDevelopment #EnterpriseResilience&quot;",54,1,"#SoftwareDevelopment, #EnterpriseResilience""",Variados,,
173,bairesdev,,2020-07-22,"""In this post, Emma White, BairesDev's Business Development Manager, explains how big data analytics can boost your organization: https://lnkd.in/dnyUTYKBairesDev #BigData #Analytics #BDA""","&quot;Nesta postagem, Emma White, gerente de desenvolvimento de negócios da BairesDev, explica como a análise de big data pode impulsionar sua organização: https://lnkd.in/dnyUTYKBairesDev #BigData #Analytics #BDA&quot;",49,0,"#BigData, #Analytics, #BDA""",Variados,,
229,bairesdev,,2020-07-22,Our team is always growing. Welcome aboard!Adimar Borges - Eduardo Yañez - Francesco Di Bartolo - Rodrigo Maciel - Andrés Muñoz Rosero#NewTeam',Our team is always growing. Welcome aboard!Adimar Borges - Eduardo Yañez - Francesco Di Bartolo - Rodrigo Maciel - Andrés Muñoz Rosero#NewTeam',153,9,#NewTeam',Variados,,
230,bairesdev,,2020-07-22,Welcome aboard!shanu khera - Flavio B. - Juan González- Fausto Leite Cavalcante - Juan Guillermo Espinosa Betancur#NewTeam',Welcome aboard!shanu khera - Flavio B. - Juan González- Fausto Leite Cavalcante - Juan Guillermo Espinosa Betancur#NewTeam',234,7,#NewTeam',Variados,,
232,bairesdev,,2020-07-22,Cloud computing and mobile technologies have converged to create an always-on and ever-connected business world. Ensure your organization keeps running consistently with our Top 1% of IT Talent specialists maintenance and real-time support services.https://lnkd.in/dYA-sK6',A computação em nuvem e as tecnologias móveis convergiram para criar um mundo de negócios sempre ativo e conectado. Garanta que sua organização continue funcionando de maneira consistente com nossos serviços de manutenção e suporte em tempo real de 1% dos melhores especialistas em TI .https: //lnkd.in/dYA-sK6 &#39,42,0,,Variados,,
233,bairesdev,,2020-07-22,Our Staff Augmentation services add the Top 1% of IT Talent to your team within days!https://lnkd.in/e9tkjcA',Nossos serviços de aumento de equipe adicionam 1% do talento de TI à sua equipe em poucos dias! Https: //lnkd.in/e9tkjcA &#39,63,2,,Trabalho Remoto,,
234,bairesdev,,2020-07-22,Welcome to our newest team members!Alberto Antonio Gomez Isaza - Dheymer Leon - Glauber Costa Macedo - Santiago Galindo - Javier Romano#NewTeam',Welcome to our newest team members!Alberto Antonio Gomez Isaza - Dheymer Leon - Glauber Costa Macedo - Santiago Galindo - Javier Romano#NewTeam',196,4,#NewTeam',Variados,,
235,bairesdev,,2020-07-22,"Save money, improve collaboration, and increase efficiency with high-quality cloud applications developed by our Top 1% of IT Talent.https://lnkd.in/dBvmBdn'","Economize dinheiro, melhore a colaboração e aumente a eficiência com aplicativos em nuvem de alta qualidade desenvolvidos por nosso Top 1% of IT Talent.https: //lnkd.in/dBvmBdn &#39;",37,0,,Augmented Coding,,
237,bairesdev,,2020-07-22,Our team is always growing. Welcome aboard!Fernando José Nuñez Salcedo - Samuel Rojas Peñaloza - Gabriel Furlan Rebessi - Gabriel Villalobos - Yoan Escobar#NewTeam',Nossa equipe está sempre crescendo. Bem-vindo a bordo! Fernando José Nuñez Salcedo - Samuel Rojas Peñaloza - Gabriel Furlan Rebessi - Gabriel Villalobos - Yoan Escobar # NewTeam &#39,245,15,#NewTeam',Trabalho Remoto,,
238,bairesdev,,2020-07-22,"Our team is always growing. Welcome aboard! Jonathan Chavarría - Ronny Visa, SMC - Rafael Goncalves - Bruno B. - Raniery Noya#NewTeam'","Nossa equipe está sempre crescendo. Bem vindo a bordo! Jonathan Chavarría - Ronny Visa, SMC - Rafael Gonçalves - Bruno B. - Raniery Noya # NewTeam &#39;",273,26,#NewTeam',Trabalho Remoto,,
239,bairesdev,,2020-07-22,"Your customers spend a fair amount of time using their smartphones. Our mobile services team, composed by the Top 1% of IT Talent, can help you connect with them across every platform to enhance interaction and engagement with your brand.https://lnkd.in/dSxsTpa'","Seus clientes passam um bom tempo usando seus smartphones. Nossa equipe de serviços móveis, composta pelo Top 1% of IT Talent, pode ajudá-lo a se conectar com eles em todas as plataformas para aprimorar a interação e o engajamento com sua marca.https: //lnkd.in/dSxsTpa &#39;",78,0,,Variados,,
240,bairesdev,,2020-07-22,Welcome aboard!Gianlluca Simi - Juan Carlos Razo Ruiz - Ricardo Medina Olalde - Ezekiel Inalegwu Akoji - Miguel Enrique Zegarra La Vera#NewTeam',Bem-vindo a bordo! Gianlluca Simi - Juan Carlos Razo Ruiz - Ricardo Medina Olalde - Ezekiel Inalegwu Akoji - Miguel Enrique Zegarra La Vera # NewTeam &#39,198,20,#NewTeam',Variados,,
241,bairesdev,,2020-07-22,"""Our Cloud Computing experts will help you transform your business and drive innovation by leading your organization's Cloud Strategy, Cloud Migration, and Cloud Management & Optimization.https://lnkd.in/e_BjAyD""","&quot;Nossos especialistas em computação em nuvem o ajudarão a transformar seu negócio e impulsionar a inovação, liderando a estratégia de nuvem da sua organização, migração de nuvem e gerenciamento e otimização de nuvem.",50,0,,Variados,,
242,bairesdev,,2020-07-22,Welcome aboard!Eliane Joyo Meneses - David Guevara - Willmer Hernandez - Miguel Chavez - Aaron Ortiz#NewTeam',Bem-vindo a bordo! Eliane Joyo Meneses - David Guevara - Willmer Hernandez - Miguel Chavez - Aaron Ortiz # NewTeam &#39,264,14,#NewTeam',Variados,,
243,bairesdev,,2020-07-22,Welcome to our newest team members!Ygor Ribeiro - Carlos Neuman - Marcel Santos de Assis - Paulo Chaves - Gustavo Lopes#NewTeam',Welcome to our newest team members!Ygor Ribeiro - Carlos Neuman - Marcel Santos de Assis - Paulo Chaves - Gustavo Lopes#NewTeam',178,7,#NewTeam',Variados,,
244,bairesdev,,2020-07-22,"Staff Augmentation quickly strengthens your team. Our Top 1% of IT Talent are highly trained and experienced Software Engineers, the perfect addition to your project right when you need them.https://lnkd.in/e9tkjcA'","O aumento da equipe fortalece rapidamente a sua equipe. Nosso 1% de talentos de TI são engenheiros de software altamente treinados e experientes, o complemento perfeito para o seu projeto exatamente quando você precisa deles.https: //lnkd.in/e9tkjcA &#39;",71,3,,Trabalho Remoto,,
248,bairesdev,,2020-07-22,"""Our dedicated Software Testing and QA Outsourcing services don't just anticipate fatal issues and increase cost-efficiency—they also uphold software security and help deliver flawless user experiences.https://lnkd.in/dThBbqv""",&quot,66,0,,Augmented Coding,,
78,bairesdev,,2020-06-22,"Join our team now! https://lnkd.in/daBj9ynIn a world that is changing in front of our very eyes, we are leading the technological solutions of tomorrow. We are powered by innovation. We are still building amazing digital paths for our clients. We are still hiring the Top 1% of IT Talent.#WeAreStillHiring #Jobs #Careers'","Junte-se ao nosso time agora! https://lnkd.in/daBj9ynEm um mundo que está mudando diante de nossos olhos, lideramos as soluções tecnológicas de amanhã. Somos movidos pela inovação. Ainda estamos construindo caminhos digitais incríveis para nossos clientes. Ainda estamos contratando 1% dos melhores talentos de TI. # WeAreStillHiring #Jobs #Careers &#39;",50,2,"#WeAreStillHiring, #Jobs, #Careers'",Variados,post,employer branding
79,bairesdev,,2020-06-22,"Work at BairesDev! https://lnkd.in/daBj9ynAs the world faces unstoppable change, we continue developing outstanding technology solutions that make an impact. We are still building meaningful digital transformations. We are still helping our clients revolutionize their businesses. We are still hiring the Top 1% of IT Talent.#WeAreStillHiring #Jobs #Careers'","Trabalha no BairesDev! https://lnkd.in/daBj9ynComo o mundo enfrenta mudanças irrefreáveis, continuamos desenvolvendo soluções de tecnologia excepcionais que causam impacto. Ainda estamos construindo transformações digitais significativas. Continuamos ajudando nossos clientes a revolucionar seus negócios. Ainda estamos contratando 1% dos melhores talentos de TI. # WeAreStillHiring #Jobs #Careers &#39;",63,5,"#WeAreStillHiring, #Jobs, #Careers'",Variados,post,employer branding
80,bairesdev,,2020-06-22,"Start your journey at BairesDev today! https://lnkd.in/daBj9ynAs the world radically transforms around us, we keep helping businesses build innovative digital journeys. We are still jumpstarting a better tomorrow. We are still fostering valuable partnerships with our clients. We are still hiring the Top 1% of IT Talent.#WeAreStillHiring #Jobs #Careers'","Comece sua jornada na BairesDev hoje! https://lnkd.in/daBj9ynComo o mundo se transforma radicalmente ao nosso redor, continuamos ajudando as empresas a construir jornadas digitais inovadoras. Ainda estamos iniciando um amanhã melhor. Ainda estamos promovendo parcerias valiosas com nossos clientes. Ainda estamos contratando 1% dos melhores talentos de TI. # WeAreStillHiring #Jobs #Careers &#39;",51,0,"#WeAreStillHiring, #Jobs, #Careers'",Variados,post,employer branding
85,bairesdev,,2020-06-22,"Work with us! https://lnkd.in/daBj9ynBusinesses are confronted with new challenges every day, and we are always ready to support them with our innovative technology solutions. We are still creating a better tomorrow. We are still working closely with our clients to exceed their expectations. We are still hiring the Top 1% of IT Talent.#WeAreStillHiring #Jobs #Careers'",Trabalhe Conosco! https://lnkd.in/daBj9ynBusinesses são confrontados com novos desafios todos os dias e estamos sempre prontos para apoiá-los com nossas soluções de tecnologia inovadoras. Ainda estamos criando um amanhã melhor. Continuamos trabalhando junto com nossos clientes para superar suas expectativas. Ainda estamos contratando 1% dos melhores talentos de TI. # WeAreStillHiring #Jobs #Careers &#39,72,10,"#WeAreStillHiring, #Jobs, #Careers'",Variados,post,employer branding
89,bairesdev,,2020-06-22,Join BairesDev now! https://lnkd.in/daBj9ynThe world is changing and our commitment to reshape the business landscape through technology is stronger than ever. We are still engineering a better future. We are still empowering our clients. We are still hiring the Top 1% of IT Talent. #WeAreStillHiring #Jobs #Careers',Junte-se ao BairesDev agora! https://lnkd.in/daBj9ynO mundo está mudando e nosso compromisso de remodelar o cenário de negócios por meio da tecnologia está mais forte do que nunca. Ainda estamos projetando um futuro melhor. Ainda estamos capacitando nossos clientes. Ainda estamos contratando o Top 1% do Talento de TI. #WeAreStillHiring #Jobs #Careers &#39,76,5,"#WeAreStillHiring, #Jobs, #Careers'",Variados,post,employer branding
144,bairesdev,,2020-06-22,"In this article, Jeff Moore, BairesDev’s Senior Engagement Manager, dives into the importance of business data visualization: https://lnkd.in/d7nn623#DataVisualization #Dataviz'","Neste artigo, Jeff Moore, gerente de engajamento sênior da BairesDev, mergulha na importância da visualização de dados de negócios: https://lnkd.in/d7nn623#DataVisualization #Dataviz &#39;",61,3,"#DataVisualization, #Dataviz'",Digital Marketing,artigo,
154,bairesdev,,2020-06-22,"""Emma White, BairesDev's Business Development Manager, examines the role of nearshore outsourcing in mobile app development. You can read the complete article here: https://lnkd.in/ek2QxT6#NearshoreOutsourcing #AppDevelopment""","&quot;Emma White, Gerente de Desenvolvimento de Negócios da BairesDev, examina o papel da terceirização nearshore no desenvolvimento de aplicativos móveis. Você pode ler o artigo completo aqui: https://lnkd.in/ek2QxT6#NearshoreOutsourcing #AppDevelopment&quot;",46,0,"#NearshoreOutsourcing, #AppDevelopment""",Variados,artigo,
155,bairesdev,,2020-06-22,"""Jeff Moore, BairesDev's Senior Engagement Manager, presents a list of do’s and dont’s for QA Testing. You can read it here: https://lnkd.in/eyTe86p#QA #QATesting""","&quot;Jeff Moore, gerente de engajamento sênior da BairesDev, apresenta uma lista do que fazer e não fazer para os testes de controle de qualidade. Você pode lê-la aqui: https://lnkd.in/eyTe86p#QA #QATesting&quot;",58,0,"#QA, #QATesting""",Variados,,
157,bairesdev,,2020-06-22,"""Jeff Moore, BairesDev's Sales Executive, details the benefits and advantages of Kotlin and Java. Learn more here: https://lnkd.in/dTQYrkd#Kotlin #Java""","&quot;Jeff Moore, executivo de vendas da BairesDev, detalha os benefícios e vantagens do Kotlin e do Java. Saiba mais aqui: https://lnkd.in/dTQYrkd#Kotlin #Java&quot;",72,0,"#Kotlin, #Java""",Variados,,
158,bairesdev,,2020-06-22,"Damian Scalerandi, VP of Operations, goes over agile and IoT app development. Check it out here: https://lnkd.in/eEninj7#Agile #IoT #AppDevelopment'","Damian Scalerandi, vice-presidente de operações, aborda o desenvolvimento ágil e de aplicativos IoT. Confira aqui: https://lnkd.in/eEninj7#Agile #IoT #AppDevelopment &#39;",44,0,"#Agile, #IoT, #AppDevelopment'",Conteúdo Técnico,webinar,técnico
159,bairesdev,,2020-06-22,Nacho De Marco has participated in Forbes Expert Panel analyzing the best strategies for ticket prioritization. Check it out here: https://lnkd.in/deaGguY',Nacho De Marco participou do Forbes Expert Panel analisando as melhores estratégias para priorização de tickets. Confira aqui: https://lnkd.in/deaGguY &#39,62,0,,Variados,,
161,bairesdev,,2020-06-22,"Facundo Molina, Chief Business Officer, dives into the benefits of big data to jumpstart your outsourcing model. Check it out: https://lnkd.in/eZdmsQd#BigData #SoftwareOutsourcing'","Facundo Molina, Diretor de Negócios, mergulha nos benefícios do big data para impulsionar seu modelo de terceirização. Confira: https://lnkd.in/eZdmsQd#BigData #SoftwareOutsourcing &#39;",66,0,"#BigData, #SoftwareOutsourcing'",Conteúdo Técnico,,
167,bairesdev,,2020-06-22,Nacho De Marco wrote for Forbes Expert Panel analyzing the essential KPIs to measure your digital transformation. Find out more here: https://lnkd.in/e9PBM3q',Nacho De Marco escreveu para o Forbes Expert Panel analisando os KPIs essenciais para medir sua transformação digital. Saiba mais aqui: https://lnkd.in/e9PBM3q &#39,47,1,,Variados,,
169,bairesdev,,2020-06-22,Nacho De Marco wrote in the Forbes Tech Expert Panel giving visibility to what tech teams want their non-tech colleagues to know. Discover more here: https://lnkd.in/eCyvihR',Nacho De Marco escreveu no Forbes Tech Expert Panel dando visibilidade ao que as equipes de tecnologia querem que seus colegas não técnicos saibam. Descubra mais aqui: https://lnkd.in/eCyvihR &#39,53,1,,Cloud,,
186,bairesdev,,2020-06-22,"""We have partnered with Gennev to develop a robust website for healthcare solutions. With telemedicine on the rise, this has been a great opportunity to improve their site's performance, scalability, security, and UX. Check out the complete case study here: https://lnkd.in/geDhfFD#CaseStudy #Clients""","&quot;Fizemos uma parceria com a Gennev para desenvolver um site robusto para soluções de saúde. Com a telemedicina em ascensão, esta tem sido uma grande oportunidade de melhorar o desempenho, escalabilidade, segurança e UX de seu site. Confira o estudo de caso completo aqui: https: //lnkd.in/geDhfFD#CaseStudy #Clients &quot;",127,0,"#CaseStudy, #Clients""",Augmented Coding,,
245,bairesdev,,2020-06-22,"Welcome to our newest team members!Vitor Braga - Carmen Capó - Jorge Sleman,MBA - Felipe Machado - Patricio Moreno Buitrón#NewTeam'","Welcome to our newest team members!Vitor Braga - Carmen Capó - Jorge Sleman,MBA - Felipe Machado - Patricio Moreno Buitrón#NewTeam'",292,26,#NewTeam',Variados,,
246,bairesdev,,2020-06-22,"""Outsourcing your software development to the Top 1% of IT Talent is faster and more efficient than bringing in a whole new development team, improving your project's productivity and performance.https://lnkd.in/egZEppr""","&quot;Terceirizar o desenvolvimento de seu software para o Top 1% do Talento de TI é mais rápido e eficiente do que trazer uma nova equipe de desenvolvimento, melhorando a produtividade e o desempenho do seu projeto.https: //lnkd.in/egZEppr&quot;",65,0,,Software Development,,
247,bairesdev,,2020-06-22,Our team is always growing. Welcome aboard!Rafael Antelo - Paulo Nascimento - Christopher Ortega - Rafael P. Pelliccioli - Jorge Augusto Hernández #NewTeam',Our team is always growing. Welcome aboard!Rafael Antelo - Paulo Nascimento - Christopher Ortega - Rafael P. Pelliccioli - Jorge Augusto Hernández #NewTeam',188,16,#NewTeam',Variados,,
249,bairesdev,,2020-06-22,Welcome aboard!Oriana Pintos Caguaripano - Yonsy Manuel Solis Ponce - Alexandre Gravem - Paulo Pimentel - Eduardo Lelis#NewTeam',Welcome aboard!Oriana Pintos Caguaripano - Yonsy Manuel Solis Ponce - Alexandre Gravem - Paulo Pimentel - Eduardo Lelis#NewTeam',216,19,#NewTeam',Variados,,
250,bairesdev,,2020-06-22,Welcome to our newest team members!David Arbeláez Villamizar - Adolfo Treviño Aguilar - Alejandro Guinea - Luisa Balaniuc - Martin Piria#NewTeam',Bem-vindos aos mais novos membros da nossa equipe! David Arbeláez Villamizar - Adolfo Treviño Aguilar - Alejandro Guiné - Luisa Balaniuc - Martin Piria # NewTeam &#39,292,17,#NewTeam',Trabalho Remoto,,
251,bairesdev,,2020-06-22,"""BairesDev seeks a highly successful, transformative, hands-on, US-Based CEO to direct the launch and hyper-proliferation of our Q3 scheduled B2B product spin-off entity. The product represents a unique intersection and dynamic integration of B2B lead generation with talent identification and vetting.Ideal candidates may include current or recent CEO's, COO's, or other executive leadership roles and founders, that have been deeply entrenched and essential in the growth, maturation and minimum $10mm exit for a technology Product company focused on a combination of software, marketing, sales, recruiting, staffing and/or e-commerce.If you have the experience and you’re interested, or know someone who may be a good fit, please email us at CEONewStartup@bairesdev.com.#ExecutiveSearch #CEO #StartupCEO""","&quot;A BairesDev busca um CEO altamente bem-sucedido, transformador e prático baseado nos EUA para direcionar o lançamento e hiperproliferação de nossa entidade derivada de produto B2B programada para o terceiro trimestre. O produto representa uma interseção única e integração dinâmica da geração de leads B2B com identificação e seleção de talentos. Os candidatos ideais podem incluir CEOs atuais ou recentes, COOs ou outras funções de liderança executiva e fundadores, que foram profundamente enraizados e essenciais no crescimento, maturação e saída mínima de $ 10 milhões para uma empresa de produtos de tecnologia focada em uma combinação de software, marketing, vendas, recrutamento, pessoal e / ou e-commerce. Se você tem a experiência e está interessado, ou conhece alguém que pode ser uma boa opção, envie um e-mail para CEONewStartup@bairesdev.com.#ExecutiveSearch #CEO #StartupCEO &quot;",147,5,"#ExecutiveSearch, #CEO, #StartupCEO""",Variados,,
252,bairesdev,,2020-06-22,"Our IT Maintenance & Support services comprise three tiers of scalable managed services: monitoring, remediation, and maintenance. All handled by experts, we complement or supplement your internal web ops teams. Find out more at the link: https://lnkd.in/dYA-sK6'","Nossos serviços de manutenção e suporte de TI abrangem três níveis de serviços gerenciados escalonáveis: monitoramento, correção e manutenção. Tudo feito por especialistas, complementamos ou complementamos suas equipes internas de operações na web. Saiba mais no link: https://lnkd.in/dYA-sK6 &#39;",41,0,,Variados,,
253,bairesdev,,2020-06-22,Welcome aboard!Jesus Lugo - Caleb Briancesco - Evellyn Mascarenhas - Amauri Melo Junior - Angelo Reale#NewTeam',Welcome aboard!Jesus Lugo - Caleb Briancesco - Evellyn Mascarenhas - Amauri Melo Junior - Angelo Reale#NewTeam',437,24,#NewTeam',Variados,,
254,bairesdev,,2020-06-22,Our lean & agile Minimum Viable Product development methodology allows your business to have a functional version of your software product in a matter of weeks. Discover more at the link: https://lnkd.in/eaR9G8C',"Nossa metodologia de desenvolvimento de Produto Mínimo Viável, enxuta e ágil, permite que sua empresa tenha uma versão funcional de seu produto de software em questão de semanas. Descubra mais no link: https://lnkd.in/eaR9G8C &#39;",128,0,,Software Development,,
255,bairesdev,,2020-06-22,"Nowadays, there is an unmatched opportunity to leverage data and benefit from the staggering amount of available information. Our Business Intelligence Development services provide solutions that improve your business processes. Go to the link to find out more about it: https://lnkd.in/eQ4eRp4'","Hoje em dia, existe uma oportunidade incomparável de aproveitar os dados e se beneficiar da quantidade impressionante de informações disponíveis. Nossos serviços de Business Intelligence Development fornecem soluções que aprimoram seus processos de negócios. Acesse o link para saber mais sobre ele: https://lnkd.in/eQ4eRp4 &#39;",57,1,,Variados,,
256,bairesdev,,2020-06-22,"Our IT staffing services provide the speed, professional acumen, and flexibility your team needs to scale quickly and complete development on time with the Top 1% of IT Talent in the region. Check out the link to learn more about our unmatched talent: https://lnkd.in/e9tkjcA'","Nossos serviços de equipe de TI fornecem a velocidade, a perspicácia profissional e a flexibilidade de que sua equipe precisa para escalar rapidamente e concluir o desenvolvimento no prazo com o Top 1% de talentos de TI da região. Confira o link para saber mais sobre nosso talento incomparável: https://lnkd.in/e9tkjcA &#39;",68,0,,Variados,,
257,bairesdev,,2020-06-22,Our team is always growing. Welcome aboard!Victor Manuel Ramirez Arrieta - Ricardo Gabriel Luna Ruiz - Wlademyr Mendes - Laura Cano Sierra - Rafael Ocariz#NewTeam',Nossa equipe está sempre crescendo. Bem-vindo a bordo! Victor Manuel Ramirez Arrieta - Ricardo Gabriel Luna Ruiz - Wlademyr Mendes - Laura Cano Sierra - Rafael Ocariz # NewTeam &#39,440,37,#NewTeam',Trabalho Remoto,,
