id,company,post_title,post_date,post_text,post_likes,post_comments,post_video_views,post_hashtags,origin,language,
86,bairesdev,,2021-01-03,"Quality Assurance and QA outsourcing stand today as a core process of any software development project. In this new article, Pablo Chamorro, Chief Revenue Officer at BairesDev, takes a deep dive into QA for AI.Read more: https://lnkd.in/dyHfffd#QA #AI'",32,0,0,"#QA, #AI'",linkedin,en,
88,bairesdev,,2021-01-03,"""Developing a mobile app for your business is a thorough process that requires a lot of know-how, expertise, and data to support your claims. Follow Diego Espada, BairesDev's Head of PMO, as he writes about what you should know when developing an app for your business: https://lnkd.in/dm-5N3U#App #Development""",19,0,0,"#App, #Development""",linkedin,en,
89,bairesdev,,2021-01-03,"Java has been a staple of software engineering for decades and will continue to be so for years to come. Take a look at this new article by Damian Scalerandi, where he evaluates the use of Java for businesses: https://lnkd.in/dCaSKDw#Java'",23,0,0,#Java',linkedin,en,
90,bairesdev,,2021-01-03,"For years, software technology has fundamentally changed how businesses do marketing in every part of the world. Discover the new marketing trends to watch out for in 2021 in this new article by David Russo: https://lnkd.in/d4Znakf#DigitalMarketing #Trends'",21,0,0,"#DigitalMarketing, #Trends'",linkedin,en,
97,bairesdev,,2021-01-03,"""Using Python to develop Big Data solutions is one of the most relevant business trends right now. In this new article, Diego Espada, BairesDev's Head of PMO, goes over the reasons behind this trend.Read more: https://lnkd.in/dB84sht#Python #BigData""",29,0,0,"#Python, #BigData""",linkedin,en,
98,bairesdev,,2021-01-03,"""Python has become a go-to language for companies to tackle their custom software development needs—and the first step to achieve that is hiring the best Python programmers. Read this new article by Pablo Chamorro, BairesDev's Chief Revenue Officer, where he lays out everything you need to know to hire top Python developers: https://lnkd.in/drQscSK#Python #Programmers""",17,0,0,"#Python, #Programmers""",linkedin,en,
99,bairesdev,,2021-01-03,"Among all the new developments that COVID-19 has forced into the healthcare sector, many of the most promising ones are driven by the Internet of Things. Find out more about these technologies in this new article by Emma White: https://lnkd.in/dWA7VCs#IoT #Healthcare'",25,0,0,"#IoT, #Healthcare'",linkedin,en,
114,bairesdev,,2021-01-03,"""As we wave 2020 goodbye, it is always a good idea to look back on what we learned and start preparing for what's coming ahead. This was a challenging but thriving year for BairesDev, where dedication, learning, and distributed teamwork made all the difference. Take a look at our last blog post of 2020, where Nacho De Marco, BairesDev's CEO and Co-Founder, reflects on our company's journey throughout one of the most challenging times of the century and how BairesDev managed to keep growing: https://lnkd.in/d7U5B4W#SmartWorking #DigitalAcceleration""",29,0,0,"#SmartWorking, #DigitalAcceleration""",linkedin,en,
118,bairesdev,,2021-01-03,Welcome aboard!Diego Ortiz - Rafael Reis - Raquel Cruz Perdomo - Luís Alberto Paschoal - Marcelo Gomes Marques#NewTeam',128,2,0,#NewTeam',linkedin,es,
122,bairesdev,,2021-01-03,"We are looking for a QA Automation Analyst to join our team!• 5+ years of experience in automated testing.• Good skills with C, C ++, Java, and Python.• Deep knowledge of Unix and Linux environments.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/d3k78FD#JobSearch #QA'",40,1,0,"#JobSearch, #QA'",linkedin,en,
126,bairesdev,,2021-01-03,"We are looking for React Developers to join our team! • 5+ years of experience in Front End development with strong skills in Javascript, CSS3, and HTML5.• Experience developing Web applications using ReactJS, Flux, Redux, Relay, etc.• Experience with other Javascript Frameworks such as Angular, Backbone, Marionette.• Experience using ES2015 (ES6 / ES7).• Experience with command lines, APIs, and client-side performance.• Familiar with the concepts of basic programming, JavaScript and data structures, types of variables, and idiosyncrasies.• Advanced English level.If you are interested, click here and apply: https://lnkd.in/dUxKRNT#Jobs #React'",37,7,0,"#Jobs, #React'",linkedin,en,
135,bairesdev,,2021-01-03,"We are looking for Scala Developers to join our team!• 6+ years of experience working as a developer.• 5+ years of experience in Scala.• Proficient with analysis, troubleshooting, and problem-solving.• Hands-on experience with managing data loads and data quality a plus.• Advanced English level.If you are interested, click here and apply: https://lnkd.in/dxHT32p'",30,1,0,,linkedin,en,
136,bairesdev,,2021-01-03,"None of us were indifferent to the 2020 pandemic, but thanks to our expertise in smart working, we were able to maintain Business As Usual here at BairesDev. We want to close the year by thanking our clients for always trusting us, and our Top 1% of IT Talent for the incredible job done. Cheers for a great 2021!'",53,1,0,,linkedin,en,
137,bairesdev,,2021-01-03,"Add the extra talent needed to boost your projects. Our Staff Augmentation Services provide the speed, professional acumen, and flexibility your team requires to scale quickly and complete development on time.https://lnkd.in/e9tkjcA'",31,0,0,,linkedin,en,
145,bairesdev,,2021-01-03,"Looking for a high-paying, full-time, and 100% remote job offer? Be part of a new edition of our hiring tournament, exclusive for Java developers in Latin America.Are you ready for the challenge? Register here: https://lnkd.in/d3qfuVQ#Java #Tournament'",48,1,0,"#Java, #Tournament'",linkedin,en,
146,bairesdev,,2021-01-03,Our team is always growing. Welcome aboard!Mario Alberto Hernández Morales - Mario J. Castro Zafra - Reginaldo Torres Castán - Diego Meléndez - Gianni Carlo#NewTeam',114,6,0,#NewTeam',linkedin,en,
148,bairesdev,,2021-01-03,"We are looking for Ruby Developers to join us!• 5+ years of experience working with RoR.• Solid experience in Software Engineering.• Full Stack roles are expected to have outstanding skills in Front End: HTML5, CSS3, JavaScript (and FWS as Angular and React, mainly), etc.• Advanced level of English.If you are interested, please click here and apply:\xa0https://lnkd.in/d48cdtb#JobSearch\xa0#Ruby'",28,0,0,#JobSearch\xa0#Ruby',linkedin,en,
149,bairesdev,,2021-01-03,Grow your business with our IT Staffing Services. Our dedicated software engineers are the best option to rapidly build up a highly-qualified and professional team. https://lnkd.in/ddSwrCi',24,0,0,,linkedin,en,
156,bairesdev,,2021-01-03,Welcome to our newest team members!Audelio Lujan - Matheus Murden - Roberta Anselmo - Yuri Javier Quiñones Fiorilo - Volmar Machado Da Silva Neto#NewTeam',88,4,0,#NewTeam',linkedin,en,
167,bairesdev,,2021-01-03,"""Welcome, 2021! No matter where you are in the world, we wish you all a very happy and prosperous New Year!We look forward to facing new challenges along with our talented team. And, as always, we will continue driving the digital acceleration of all our clients, come rain or shine.Let's keep rocking this 2021!#HappyNewYear #Welcome2021""",133,0,0,"#HappyNewYear, #Welcome2021""",linkedin,en,
169,bairesdev,,2021-01-03,Happy Holidays from all of us at BairesDev. #HappyHolidays #HolidaySeason',103,1,0,"#HappyHolidays, #HolidaySeason'",linkedin,en,
173,bairesdev,,2021-01-03,"We are looking for Node.js Developers to join our team!• 5+ years of Node development experience.• Experience in Video and HLS.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dmgVP_c#Jobs #Nodejs'",22,1,0,"#Jobs, #Nodejs'",linkedin,en,
174,bairesdev,,2021-01-03,"We are happy to announce the winners of our Node.js Hiring Tournament!Stay tuned for our next hiring tournament. If you want to be part of BairesDev, check out our openings at https://lnkd.in/gdBuhD2#Tournament #Nodejs'",83,1,0,"#Tournament, #Nodejs'",linkedin,en,
176,bairesdev,,2021-01-03,Welcome aboard!Marco Aurelio Maturana Silveira - Leonardo Bezerra Silva Júnior - Juan Pablo Crovetto Cabello - José Luiz Arantes - Luiz Silva#NewTeam',86,1,0,#NewTeam',linkedin,pt,
179,bairesdev,,2021-01-03,"We are looking for C++ Developers to join our team!• 6+ years of experience working as a developer.• 5+ years of experience in C++.• Proficient with analysis, troubleshooting, and problem-solving.• Hands-on experience with managing data loads and data quality a plus.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/d2XuW_9#Jobs'",42,0,0,#Jobs',linkedin,en,
180,bairesdev,,2021-01-03,"Together, we are making a difference for talent everywhere.At BairesDev, supporting talent has always been a huge part of our DNA. This holiday season, we’re taking it a step further.B-Grants is BairesDev’s ongoing donation program, where we seek to create growth opportunities for underrepresented talent in the tech industry. This is an initiative in which we team up with our clients to contribute to non-profit organizations that use technology to improve our communities.Learn more about B-Grants at https://lnkd.in/dPsDEmV#Donations #Talent'",31,0,0,"#Donations, #Talent'",linkedin,en,
181,bairesdev,,2021-01-03,Latin America is the ideal destination for your nearshore outsourcing needs. Discover why: https://lnkd.in/dFq3MZw',36,0,0,,linkedin,en,
193,bairesdev,,2021-01-03,"We are looking for Ruby Developers to join us!• 6+ years of experience in Software Engineering.• 5+ years of experience working with RoR.• Full Stack roles are expected to have outstanding skills in - Front End: HTML5, CSS3, JavaScript (FWS as Angular and React).• Advanced level of English.If you are interested, please click here and apply: https://lnkd.in/dqaknjU#JobSearch #Ruby'",37,0,0,"#JobSearch, #Ruby'",linkedin,en,
194,bairesdev,,2021-01-03,"BairesDev was named Best Company for Diversity in 2020! This recognition by Comparably was based on hundreds of anonymous reviews by BairesDev employees, all of whom shared their feelings, insights, and experiences regarding diversity in the company. As always, we are committed to promoting diversity and inclusion both within BairesDev and across the tech industry as a whole. No matter what, we will keep going forward on this road.Keep reading: https://lnkd.in/dzXcppX#Recognition #Diversity'",129,5,0,"#Recognition, #Diversity'",linkedin,en,
195,bairesdev,,2021-01-03,Welcome to our newest team members!Bryan Lake - Franklin Paula - Andrés Castillo Quesada - Ricardo Sánchez Saldivar - Wilmar Andrés Lema Rodríguez#NewTeam',71,2,0,#NewTeam',linkedin,pt,
200,bairesdev,,2021-01-03,"We are looking for Unity Developers to join us!• 5+ years of experience in Unity• Strong C# skills.• Excellent understanding of 3D graphics pipeline.• Knowledge of scripting, textures, animation, GUI styles, and user session management.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dnfrdvW#JobSearch #Unity'",31,0,0,"# skills.•, #JobSearch, #Unity'",linkedin,en,
203,bairesdev,,2021-01-03,Experience a more efficient and creative way of working. Our highly skilled teams are ready to guide you on your path to IoT adoption to unleash its true potential.https://lnkd.in/dQ_QSHA',39,1,0,,linkedin,en,
206,bairesdev,,2021-01-03,"BairesDev ranked among Clutch’s Top 5 Web Development Companies in the World! The quality of our work, the experiences of our clients, and the impact of our brand in the IT industry led us to this amazing recognition. Congratulations to our entire team!Learn more here: https://lnkd.in/d-nM5c6#Recognition #DevelopmentCompany'",63,3,0,"#Recognition, #DevelopmentCompany'",linkedin,en,
208,bairesdev,,2021-01-03,Use technology to make data-driven decisions and gain an edge over your competitors with our fully customizable Real Estate software development solutions.https://lnkd.in/dsViTsD',16,0,0,,linkedin,en,
209,bairesdev,,2021-01-03,"We are looking for Python Developers to join our team!• 5+ years of practical experience in Python and Django development.• 3+ years of development using other programming languages.• Experience in development with object-oriented programming is desirable.• Good skills with XML and relational databases (Oracle / MS SQL / MySQL).• Strong professional experience working with large data structures and algorithms.If you are interested, please click here and apply: https://lnkd.in/dzQTiBP#JobSearch #Python'",46,0,0,"#JobSearch, #Python'",linkedin,en,
213,bairesdev,,2021-01-03,"""Improve business processes, increase worker's productivity, and give your customers a superlative experience with our Mobile & Web Development expertise.https://lnkd.in/dy8bEbM""",24,0,0,,linkedin,en,
216,bairesdev,,2021-01-03,The Top 1% of IT Talent is the backbone of our business. Our Senior Software Engineers are fully bilingual and have extensive experience working with the latest technologies in the market.https://lnkd.in/dk7wua3',51,1,0,,linkedin,en,
220,bairesdev,,2021-01-03,"BairesDev was one of the Most Awarded Companies in this year\'s Best in Biz Awards! Our talented team received recognitions in the ""Best Place to Work"", ""Fastest-Growing Company of the Year"", ""Company of the Year"", and ""Enterprise Service of the Year"" categories.This was an incredibly competitive event and we\'re extremely honored to be among the most outstanding organizations of the year. Thank you to everyone that helped us make this possible!Learn more here: https://lnkd.in/dZe7sH5#Award #Recognition'",65,0,0,"#Award, #Recognition'",linkedin,en,
231,bairesdev,,2021-01-03,"We are looking for PHP Developers to join our team!• 5+ years of experience working with PHP with strong Front-End skills.• Workflow Management, design, and implementation in all its stages.• Collaboration with the development team in the achievement of technical challenges, code upgrades, working closely with architects, developers, business analysts, testers, and product owners.• Contribution to the preparation of technical documentation.• Knowledge of HTML5, CSS3, JavaScript, and other frameworks such as, among others,  Angular and React.• Experience with frameworks such as Zend, Laravel, Symphony is desirable.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dKXKPyE#JobSearch #PHP'",39,1,0,"#JobSearch, #PHP'",linkedin,en,
237,bairesdev,,2021-01-03,"By using lean and agile methodologies, we help companies grow and maximize returns on any product idea. Fast track your MVPs development and scale your business to the next level.https://lnkd.in/dmpcSZg'",35,0,0,,linkedin,en,
241,bairesdev,,2021-01-03,Our team is always growing. Welcome aboard!David Rosa - Henrique Freitas - Mazdak Mansouri - Eliezer Bdo. Charles Feliz - Luis Mariano Rodea Garduño#NewTeam',87,4,0,#NewTeam',linkedin,en,
45,globant,,2021-01-03,"""In 2021 we’ll see the fast emergence of new products and services to meet people’s changing needs. Read more about emerging business models and more predictions for the next 12 months from Globant's top executives 👉 http://bit.ly/384gL6h #Predictions2021 #Innovation #future #Technology #Business Nelly Ortiz Sabina A. Schneider""",166,3,0,"#Predictions2021, #Innovation, #future, #Technology, #Business",linkedin,en,
56,globant,,2021-01-03,"Powerful, holistic experiences will differentiate those businesses that survive and thrive from those that die. Do you want to know which ones they are?If you want to know what our experts have to say about it, you can click here 👉  http://bit.ly/384gL6h #Predictions2021 #Innovation #Future #Technology #Business #NewBusiness Ritesh Menon'",88,0,0,"#Predictions2021, #Innovation, #Future, #Technology, #Business, #NewBusiness",linkedin,en,
57,globant,,2021-01-03,💥 O que você espera para começar sua carreira na Globant? Últimos dias para se juntar ao nosso Talent Day! 💥#TalentDayBrasil #Brasil #PHP #IOS #Android #DigitalMarketing',17,0,0,"#TalentDayBrasil, #Brasil, #PHP, #IOS, #Android, #DigitalMarketing'",linkedin,pt,
58,globant,,2021-01-03,After 2020 everything has changed. Creating a high-performance work culture will require new skills and tools. Click here and check insights and ideas for long-term success 👉 http://bit.ly/384gL6h #Predictions2021 #Innovation #Future #Technology #Skills Emi Horcada',77,0,0,"#Predictions2021, #Innovation, #Future, #Technology, #Skills",linkedin,en,
59,globant,,2021-01-03,"¡Conoce nuestros eventos de la semana!Acá te compartimos el registro de cada uno ⬇️ CSGO: Desarmando la final, sin defuse kit: bit.ly/348ttQ3Inteligencia Artificial - Capítulo 3: bit.ly/2LsguSU Webinar Series “When AA Gets Serious”: https://bit.ly/36kANJV Workshop Google Data Studio:  https://bit.ly/2IaJmxI Lanzamiento alianza Globant y Laboratoria: https://bit.ly/37Du79g AgileNXT – India: https://lnkd.in/e75sziv ⚡¡Te esperamos!⚡#MLOPs #AI #CSGO #DataStudio'",35,0,0,"#MLOPs, #AI, #CSGO, #DataStudio'",linkedin,es,
61,globant,,2021-01-03,"""Congratulations to Sindey bernal, Andrea CamposSandra Castro Pinzón & Vania Neves  for being the winners of the  #GlobantAwards #WomenThatBuild edition. You have inspired thousands of women and will hopefully inspire millions more! Thanks to everyone who made the #WomenThatBuild #GlobantAwards possible. This isn't just another award, all the women nominated are reshaping the way we see the #IT community. Their stories have to be shared so we can have a better and more diverse world. Thank you again, and remember to always #BeKind to each other!""",190,20,0,"#GlobantAwards, #WomenThatBuild, #WomenThatBuild, #GlobantAwards, #IT, #BeKind",linkedin,en,
65,globant,,2021-01-03,¡Conoce nuestros eventos de la semana!Acá te compartimos el registro de cada uno ⬇️Webinar Coding for Climate http://bit.ly/2Wpik9s Globant Academy - Content Publishers: http://bit.ly/3mHNvr3 ⚡¡Te esperamos!⚡#DigitalMarketing #Digitalization #Sustainability',29,0,0,"#DigitalMarketing, #Digitalization, #Sustainability'",linkedin,es,
115,globant,,2021-01-03,"In 2020 we’ve all faced unexpected challenges and difficult situations. Together we’ve looked out for each other, adapted quickly, and become closer as a team than ever before. We want to thank everyone at Globant, our clients and our partners, and all our local communities in navigating the most challenging of years.For 2021, we are ready to create a way forward!✨ #BestWishes #NewYear'",254,3,5331,"#BestWishes, #NewYear'",linkedin,en,
117,globant,,2021-01-03,"""We are witnessing the moment where #AI is understanding deeply our natural language"" Haldo Spontón, Head of AI Development Globant at #GlobantConverge. Relive the highlights of one of our favorite events 👉 https://bit.ly/3jbCk9o#AI #AugmentedCoding #Coding #FutureofWoerk #ArtificialIntelligence Augmented Coding'",64,0,2056,"#AI, #GlobantConverge., #AI, #AugmentedCoding, #Coding, #FutureofWoerk, #ArtificialIntelligence",linkedin,en,
121,globant,,2021-01-03,"""It's time to share with our loved ones and enjoy the holidays while saying goodbye to this challenging year. Here is a highlight of some of the best moments that home office brought us #Bekind #Enjoy & #KeepHavingFun ✨Happy Holidays! ✨""",86,0,2278,"#Bekind, #Enjoy, #KeepHavingFun",linkedin,en,
124,globant,,2021-01-03,"""El negocio del pasado y del futuro se construye con Augmented Coding"" Haldo Spontón, Head of AI Development at Globant. El evento completo de #futuroIA se puede ver aquí 👉 https://bit.ly/3mKfruq#ImpactoIA #HumanizaciónTecnológica #InteligenciaAumentada #HumanosAumentados #FuturoIA'",48,1,0,"#futuroIA, #ImpactoIA, #HumanizaciónTecnológica, #InteligenciaAumentada, #HumanosAumentados, #FuturoIA'",linkedin,es,
128,globant,,2021-01-03,"""These are times not to do digital, these are times to be digital"" Guibert Englebienne, Co-Founder and CTO Globant at #GlobantConverge. Make sure you check out these brilliant talks 👉 https://bit.ly/3jbCk9o'",88,0,2545,#GlobantConverge.,linkedin,en,
129,globant,,2021-01-03,"La inteligencia artificial llegó para complementar al ser humano, no para reemplazarlo. ¿Cuál es su impacto en el mundo de los negocios de hoy?¿Cómo afecta a la sociedad? ¿Cuáles son los dilemas y las consideraciones éticas alrededor de esta tecnología? Y sobre todo ¿cuáles son los desafíos a futuro?Estaremos abordando estas preguntas y sus respuestas en el evento de Inteligencia Artificial: La Humanización del desarrollo tecnológico un encuentro organizado por Globant y lanacion.com.📅 Martes 15/12 10hs (🇦🇷 )🖋️ Inscripción gratuita 👉 https://bit.ly/3nnG5uc #inteligenciaartificial #ia #ai #artificialintelligence #futurodeltrabajo #tecnología'",136,5,3583,"#inteligenciaartificial, #ia, #ai, #artificialintelligence, #futurodeltrabajo, #tecnología'",linkedin,es,
137,globant,,2021-01-03,Are you not writing code with Augmented Coding? Step into the future with our AI-powered solution 👉  https://bit.ly/3ncmI6D',87,3,0,,linkedin,en,
140,globant,,2021-01-03,"#AII para transformar negocios y enriquecer la atención a los clientes. Para poder ofrecerles lo que necesitan y quieren en tiempo y espacio."" Nicolas Kaplun, General Manager de Globant Latinoamérica en la charla con José del Río durante el evento #futuroIA 👉  https://bit.ly/2WFNg5y #ImpactoIA #HumanizaciónTecnológica #InteligenciaAumentada #HumanosAumentados #FuturoIA'",100,1,0,"#AII, #futuroIA, #ImpactoIA, #HumanizaciónTecnológica, #InteligenciaAumentada, #HumanosAumentados, #FuturoIA'",linkedin,es,
152,globant,,2021-01-03,"Are you ready for GET? ⚡ 🎮⚡Pueden seguir a Globant Emerald Team, nuestro equipo profesional de #eSports en todas las redes sociales. Twitter 👉 https://bit.ly/34cqfLoInstagram 👉 https://bit.ly/34c654sFacebook 👉 https://bit.ly/3aceoRGTwitch 👉 https://bit.ly/37gPU7FYouTube 👉 https://bit.ly/3gOBhvr#GETReady #GETintheGame #LeagueOfLegends #Gaming #eSports #games'",60,0,0,"#eSports, #GETReady, #GETintheGame, #LeagueOfLegends, #Gaming, #eSports, #games'",linkedin,en,
153,globant,,2021-01-03,"Climate change and environmental sustainability 🌱 represent some of the greatest challenges for business leaders. The Sustainable Business Studio was launched to provide organizations with the knowledge and expertise to be ready for the green economy.In this interview with Elena Morettini, Sustainable Business Studio Director at Globant, she talked about the new studio, the importance of #Sustainability,  and the future impact of digital technology on the planet. 🌍 Learn more about her vision for the studio, how Globant is helping businesses take a new approach to sustainability and the role of digital technologies in helping companies thrive in today’s new green economy. To read the whole interview, click here:  https://bit.ly/3ame7LS 👉 To learn more & get in touch with us, visit https://bit.ly/3r3zk3k'",210,16,0,"#Sustainability,",linkedin,en,
155,globant,,2021-01-03,"""La tecnología nos permitió mantenernos comunicados de forma personal y, por supuesto, a nivel de negocios nos dio las herramientas para mantener la sustentabilidad y seguir adelante, aunque al principio costó adaptarnos a esta \'nueva normalidad"". Sabina A. Schneider, Chief Solution Officer en Globant, en diálogo con Tomás Balmaceda, durante la tercera edición del evento ""Inteligencia Artificial"". https://bddy.me/37C0FBR #FuturoIA #InteligenciaArtificial #IA #StayRelevant'",94,2,0,"#FuturoIA, #InteligenciaArtificial, #IA, #StayRelevant'",linkedin,es,
156,globant,,2021-01-03,"Check out how Augmented Coding, Globant’s #AI-powered tool, is supporting, guiding and backing up developers to perform their tasks in a more efficient way, which will allow them to accelerate the process and improve the results of each project. 👉  https://bit.ly/2WA1LaV'",55,0,0,#AI-powered,linkedin,en,
158,globant,,2021-01-03,"""Hoy, más que nunca, las organizaciones necesitan reinventarse para evolucionar"" declaró Martin Migoya - CEO y Co-Founder de Globant - tras la compra Bluecap Management Consulting para fortalecer los servicios en el sector #financiero. Además, afirmó que existe una gran oportunidad en Europa para continuar con la #expansión en la región.La noticia en Europa Press 👉 https://bit.ly/34pmJxz'",638,5,0,"#financiero., #expansión",linkedin,es,
162,globant,,2021-01-03,"""Listen to Sandra Castro Pinzón, #GlobantAwards #WomenThatBuild edition Game Changer winner, on this interview with Wanda Weigert, Globant's Chief Brand Officer, and get to know this woman that's making a direct impact in the IT industry. Congratulations Sandra for the recognition, you have inspired thousands of women and will hopefully inspire millions more! 🙌 You can watch the video📽️ and enjoy... thanks again! 👉 https://bit.ly/2LLzRGJ#WomenThatBuild #WomenInSTEM #Bekind #Inclusion #Diversity""",23,0,0,"#GlobantAwards, #WomenThatBuild, #WomenThatBuild, #WomenInSTEM, #Bekind, #Inclusion, #Diversity""",linkedin,en,
167,globant,,2021-01-03,"Congratulations to Sindey Carolina Bernal & Andrea Campos for being the Rising Star ⭐ winners of the #GlobantAwards #WomenThatBuild edition. You have inspired thousands of women and will hopefully inspire millions more! In this interview with Ariana Kahan, Delivery Director at Globant, they talked about the use of technology for innovation and about their role model potential.  Check the video and enjoy... thanks! 👉 https://bit.ly/37wBY9R  #WomenInSTEM #Bekind #Inclusion #Diversity'",42,0,0,"#GlobantAwards, #WomenThatBuild, #WomenInSTEM, #Bekind, #Inclusion, #Diversity'",linkedin,en,
172,globant,,2021-01-03,🛒 “El modelo inicial del comercio #online no responde a las expectativas del consumidor”. Así afirma Christian Requena Penat - Managing Director para España 🇪🇸 de Globant - en este artículo de opinión escrito en exclusiva para Revista infoRETAIL. 👉 https://bit.ly/37hVuH9#ecommerce #retail #transformaciondigital #tecnología',48,6,0,"#online, #ecommerce, #retail, #transformaciondigital, #tecnología'",linkedin,es,
180,globant,,2021-01-03,"""Hi there! Here at Globant's 🕹️ Gaming Studio 🕹️ we've been quite busy lately. So busy we haven't had enough time to stay in touch with you as often as we should have. But that's about to change: as of today, we will be regularly posting TONS (yes, literally 🏋️) of information to LinkedIn, as well as Facebook, Instagram and Twitter, so make sure you follow us!And just what sort of information will we indeed be posting you say? Well, we’ll be sharing Dev tips, reference study material, articles, latest Globant Gaming releases, Globant's Emerald Team (https://bit.ly/396y5YP) updates, relevant open positions, team member introductions, and much, much more! 💪 Stay tuned. This will be fun. 😄 Ale VidalTech Director🕹️ Gaming Studio 🕹️📣 #GlobantAmbassador""",96,3,0,"#GlobantAmbassador""",linkedin,en,
187,globant,,2021-01-03,"Congratulations to Vânia Neves for being the Tech Executive winner 🎉  of the #GlobantAwards #WomenThatBuild edition. You have inspired thousands of women and will hopefully inspire millions more!Listen to her talk with Alexandre Thomaz, Manager Director from Globant Brazil, and get encouraged by this leader who has a direct influence on women and the industry at large. 👉 https://bit.ly/38r89GZ'",15,1,0,"#GlobantAwards, #WomenThatBuild",linkedin,en,
188,globant,,2021-01-03,"El sector empresarial se enfrenta al futuro, se eliminan las fronteras tradicionales y la transición a la convergencia con la tecnología se torna en el camino más claro.Descubre como Manuel Muñiz-Morell Managing Director de Globant en España, expone como los cambios de paradigmas influyen en el desarrollo de las organizaciones. 👉 https://bit.ly/2WS9mle'",81,0,0,,linkedin,es,
190,globant,,2021-01-03,"""2020 has been a year like no other, but what has helped us get through very difficult times, has been new #digitaltechnologies. If used intelligently, and sustainably, they can help us revert #climatechange and go beyond #carbonneutrality faster than we ever imagined.""Elena Morettini—Director of the #SustainableBusiness Studio at Globant— shared her views about #digitalization and #sustainability in a techUK blogpost.Read it here! 👉 https://bit.ly/37DvUwp#Digitaltechnologiess can help us revert #climatechange and go beyond #carbonneutrality faster.""'",136,4,0,"#digitaltechnologies., #climatechange, #carbonneutrality, #SustainableBusiness, #digitalization, #sustainability, #Digitaltechnologiess, #climatechange, #carbonneutrality",linkedin,en,
194,globant,,2021-01-03,"💬 “85% of business buyers say that the experience an organization delivers is as important to them as the quality of products and services it offers, 67% want to have their needs anticipated, and 76% want to have their unique expectations understood.”👉 If you want to know more about where will companies and businesses focus their CX you can check Dr. Basia Coulter [She/Her]’s blogpost https://bit.ly/3ri81lQ#CX #CustomerExperience #Business #Predictions'",66,0,0,"#CX, #CustomerExperience, #Business, #Predictions'",linkedin,en,
205,globant,,2021-01-03,"""Augmented processes made possi\xadble through robotic process automation (RPA) and AI will increasingly be crucial to maintaining a competitive business advantage in 2021.Ana Maloberti, Glo\xadbant's subject matter expert for big data says, “Stop thinking of data as an after\xadthought to be exploited for insights and embrace it as part of a bigger strategy for deeper understanding, process optimization and innovation.” Read her full insights in this interview with Database Trends and Applications to make smarter data management processes as remote work continues into the new year. 👉 https://bit.ly/3lZFMVa #AI #ArtificialIntelligence #RPA #StayRelevant #BigData #Data""",44,0,0,"#AI, #ArtificialIntelligence, #RPA, #StayRelevant, #BigData, #Data""",linkedin,en,
216,globant,,2021-01-03,Join us at #CES2021 next week and discover how #ArtificialIntelligence will dramatically change the business and technology landscape over the next decade. Access our ‘Predictions 2021’ report and get ready to be part of a whole new era 👉 https://bit.ly/3hHUj7s #Globant #Trends2021 #GlobantCES',146,2,0,"#CES2021, #ArtificialIntelligence, #Globant, #Trends2021, #GlobantCES'",linkedin,en,
247,globant,,2021-01-03,"💥 Quer crescer profissionalmente e desenvolver sua carreira na Globant?💥Se sua resposta for sim, nós gostaríamos de te conhecer.Faça parte da nossa equipe! O Globant Talent Day consiste em um processo de um dia com vários circuitos nos quais diferentes áreas são avaliadas, como suas habilidades técnicas e seu nível de inglês 💻.Você está pronto/a para chegar à final e ter a oportunidade de se juntar ao nosso time?Inscreva-se! 👉 http://bit.ly/3pDayp7 #TalentDayBrasil #Brasil #PHP #IOS #Android #DigitalMarketing'",65,2,0,"#TalentDayBrasil, #Brasil, #PHP, #IOS, #Android, #DigitalMarketing'",linkedin,pt,
253,globant,,2021-01-03,"""Federico Pienovi, Regional Managing Director EMEA, participated in the panel 'The Future of Work in a #Digital Era' during #SWITCHSingapore, Asia's leading #technology and #innovation festival.Did you miss it? You can still enjoy the illustrated notes from the session! ✏️🗒#FutureofWork #Singapore #Sketchnoting""",74,1,0,"#Digital, #SWITCHSingapore,, #technology, #innovation, #FutureofWork, #Singapore, #Sketchnoting""",linkedin,en,
271,globant,,2021-01-03,"""💥Official Global Partner #DES2021💥We are glad to announce that we are Global Partner of DES | Digital Enterprise Show! DES is one of the TOP international expo & congress in Europe around #DigitalTransformation.Very excited for what's coming up soon. Stay tuned!👉 https://bit.ly/2JcrSSj#AugmentedCoding #AugmentedOrganizations #AugmentedCollaboration #ArtificialIntelligence #AI""",235,1,0,"#DES2021💥We, #DigitalTransformation.Very, #AugmentedCoding, #AugmentedOrganizations, #AugmentedCollaboration, #ArtificialIntelligence, #AI""",linkedin,en,
