id,company,post_title,post_date,post_text,post_likes,post_comments,post_video_views,post_hashtags,origin,,,
66,zupinnovation,,2020-04-23,"Kent Beck falando com você (em inglês) e tirando suas dúvidas? Só no Zup Open Talks, quinta-feira, 14/05 às 18:00hVenha aprender de perto com o criador do Extreme Programming (XP)- uma metodologia que foge da especificação formal para um processo de desenvolvimento colaborativo e interativo. Além de um dos 17 signatários do Manifesto Ágil.👉Tenha acesso ao conteúdo gratuito e EXCLUSIVO.👉Garanta seu lugar pelo link: https://bit.ly/2xgQQtKNos comentários, marque seus amigos que não podem perder essa live.#VempraZupRemoto #ZupOpenTalks #ZupInsights #GoZup'",112,7,0,"#VempraZupRemoto, #ZupOpenTalks, #ZupInsights, #GoZup'",linkedin,,,
74,zupinnovation,,2020-04-23,É HOJE! Venha para o próximo Zup Open Talks.Nosso convidado de honra Antonio Marin Neto te aguarda para contar as novidades do Android 11.Ainda não se inscreveu? 👉Corre e garanta já seu lugar clicando no link: https://bit.ly/2xgQQtK#VempraZupRemoto #ZupOpenTalks #ZupInsights #GoZup',60,3,0,"#VempraZupRemoto, #ZupOpenTalks, #ZupInsights, #GoZup'",linkedin,,,
79,zupinnovation,,2020-04-23,"Nesse 4 de Maio, se inscrever na Zup você deve.\u2063\u2063👉Confira nossas vagas clicando no link: http://bit.ly/zupvagas#VempraZupRemoto #GoZup #StarWars'",82,5,0,"#VempraZupRemoto, #GoZup, #StarWars'",linkedin,,,
80,zupinnovation,,2020-04-23,"Encerramos mais um ciclo.❤️A 2ª turma do Estrelas fora da Caixa se formou. Foram 3 meses de muito aprendizado e evolução. Obrigada a todos os zuppers voluntários que fizeram parte dessa jornada.O nosso sonho de transformar a vida das pessoas, através de um oportunidade de construir uma carreira no mercado de tecnologia, está se tornando cada dia mais real.🚀Fique ligado por aqui, que logo logo abriremos as inscrições para a 3ª turma do Estrelas fora da Caixa - Nosso programa de formação profissional em tecnologia para pessoas em situação de vulnerabilidade social.#VempraZupRemoto #EstrelasForadaCaixa #GoZup #AquitemVaga'",165,13,0,"#VempraZupRemoto, #EstrelasForadaCaixa, #GoZup, #AquitemVaga'",linkedin,,,
81,zupinnovation,,2020-04-23,"O TDC online estava programado para a semana passada, mas devido imprevistos técnicos na plataforma e pensando na melhor experiência dos inscritos o evento mudou para essa semana.Então, a partir de amanhã até sábado, estaremos presentes em todos os lugares desse evento: No palco principal, nos stands, na sessions, e para você poder nos acompanhar, vamos postar toda a programação logo cedinho durante os três dias.😍Pra você já programar seu despertador, amanhã (23/04), às 19:30, no palco principal, vamos lançar o nosso primeiro projeto totalmente open source, que veio para revolucionar a experiência de todos os desenvolvedores e você vai conhecer e poder tirar todas as suas dúvidas. Vai ser inesquecível, vai ser amanhã.👉Compartilha e marque seus amigos para curtirem esse super evento com você.#VempraZupRemoto #GoZup #TheDevConf #ZupnoTDCBH#TDCBH'",64,1,0,"#VempraZupRemoto, #GoZup, #TheDevConf, #ZupnoTDCBH#TDCBH'",linkedin,,,
82,zupinnovation,,2020-04-23,"Daqui a pouco no #TDCBH:Conhecimento é algo que contraria a matemática, pois se multiplica quando é dividido, e é essa a nossa ideia ao abrir o código destas soluções: que elas cresçam de forma exponencial com a colaboração das comunidades de desenvolvedores. Hoje, durante o TDC, vamos fazer o lançamento do nosso  primeiro projeto totalmente open source. Ele veio para revolucionar a experiência de todos os desenvolvedores. Às 19:30, o CTO do produto Rodrigo Medeiros, na trilha de Cloud, Containers e DevOps, vai nos mostrar a arquitetura do produto, explicar seu funcionamento e o mais legal: mostrar como ele funciona na prática!Depois disso o time do produto estará a disposição para tirar suas dúvidas e fazer demonstrações com quem vier ao nosso stand virtual.Não perca!#VempraZupRemoto #GoZup #TheDevConf #ZupnoTDCBH #TDCBH #OpenSource'",49,0,0,"#TDCBH:Conhecimento, #VempraZupRemoto, #GoZup, #TheDevConf, #ZupnoTDCBH, #TDCBH, #OpenSource'",linkedin,,,
92,zupinnovation,,2020-04-23,A saúde mental e física dos nossos zuppers em primeiro lugar. ❤️',38,2,0,,linkedin,,,
95,zupinnovation,,2020-04-23,"Hoje e amanhã estaremos no #TDCBH tirando suas dúvidas e mostrando na prática como funciona o Ritchie, nosso primeiro produto open source que veio para revolucionar a experiência dos desenvolvedores.Você está pronto para essa novidade?'",13,0,0,#TDCBH,linkedin,,,
153,zupinnovation,,2020-04-23,"Vamos reunir grandes nomes da tecnologia toda quinta-feira (de 30 de abril até 28 de maio) no Zup Open Talks. Será um mês de muito conteúdo técnico de alta qualidade.😍Garanta já seu lugar nesse evento, clicando no link:  https://bit.ly/2xgQQtK👇Confira todos nossos convidados:#VempraZupRemoto #GoZup #ZupOpenTalks'",99,1,0,"#VempraZupRemoto, #GoZup, #ZupOpenTalks'",linkedin,,,
154,zupinnovation,,2020-04-23,"O convidado da próxima quinta feira, no Zup Open Talks, é ninguém menos que: Kent BeckCriador do Extreme Programing (XP), uma metodologia que foge da especificação formal, para um processo de desenvolvimento colaborativo e interativo. Ele também é um dos 17 signatários do Manifesto Ágil. Kent já trabalhou no Facebook e hoje trabalha na Gusto.A Transmissão será em inglês e o tema será: What Makes Tests Good and What You Can Do About It.👉Garanta agora seu lugar, clicando no link: https://bit.ly/talks-zup👉Compartilhe com seus amigos para vocês assistirem juntos (cada um na sua casa).#VempraZupRemoto #ZupOpenTalks #ZupInsights #GoZup'",41,0,0,"#VempraZupRemoto, #ZupOpenTalks, #ZupInsights, #GoZup'",linkedin,,,
155,zupinnovation,,2020-04-23,"Além de otimizar seu dia a dia como desenvolvedor, ainda ajuda sua empresa na transição de DevOps para NoOps. Não sabe do que estamos falando? Então não perca demonstração ao vivo do Ritchie: novo produto open source da Zup!Garanta já seu lugar clicando no link: https://bit.ly/demoRitchie #ZupnoHomeOffice #VempraZupRemoto #OpenSource #Ritchie #Webinar #ZupInsights'",62,0,0,"#ZupnoHomeOffice, #VempraZupRemoto, #OpenSource, #Ritchie, #Webinar, #ZupInsights'",linkedin,,,
159,zupinnovation,,2020-04-23,"Já se inscreveu para o Zup Open Talks desta quinta?O convidado de honra desta semana é Antonio Marin NetoSenior develop advocate no Google, ele é autoridade quando o assunto é construir apps de alta qualidade. Quer ouvir as novidades do Android 11 direto de um especialista?👉Acesse agora o link e garanta seu lugar: https://bit.ly/2xgQQtK #VempraZupRemoto #ZupOpenTalks #ZupInsights #GoZup'",19,0,0,"#VempraZupRemoto, #ZupOpenTalks, #ZupInsights, #GoZup'",linkedin,,,
162,zupinnovation,,2020-04-23,"É HOJE! Não perca a demo sobre nosso 1º produto Open Source.Venha conhecer todo o potencial do Ritchie, o CLI que veio pra aumentar sua produtividade, dar mais autonomia e ajudar na transformação da sua empresa do DevOps para o NoOps. 🚀Te espero! É hoje, às 18:00, Demo Ritchie com o Zupper 👨🏻\u200d💻 Guillaume Falourd.#ZupnoHomeOffice #VempraZupRemoto #Ritchie #ZupInsights #OpenSource #WebinarGaranta seu lugar: https://bit.ly/demoRitchie'",37,1,0,"#ZupnoHomeOffice, #VempraZupRemoto, #Ritchie, #ZupInsights, #OpenSource, #WebinarGaranta",linkedin,,,
163,zupinnovation,,2020-04-23,"É HOJE!Nosso primeiro encontro no Zup Open Talks com o grande Edson Yanaga.Você vai aprender a fazer a transição da programação imperativa para a reativa. Entender conceitos como programação síncrona e assíncrona, reativa, fluxos, queues, brokers de mensagens e onde sistemas reativos se encaixam. Não entendeu? Bem, então fique tranquilo que você vai entender tudo depois dessa conversa.Garanta já seu lugar clicando no link: https://bit.ly/2xgQQtK#VempraZupRemoto #ZupOpenTalks #ZupInsights #GoZup'",27,1,0,"#VempraZupRemoto, #ZupOpenTalks, #ZupInsights, #GoZup'",linkedin,,,
165,zupinnovation,,2020-04-23,"A demanda do mercado por testes automatizados está crescendo cada vez mais.🚀É um testador manual e precisa se atualizar? Este artigo é uma reflexão sobre os novos rumos da área de testes, entenda a diferença entre teste manual e teste automatizado e os benefícios deste em seu projeto, desafios e como superar, e ainda CINCO dicas valiosas para você que quer começar na carreira de QA. Leia o artigo completo, escrito pela Zupper Bruna Fernandes, clicando no link: https://bit.ly/3dBsKti#VempraZupRemoto #ZupInsights #BlogdaZup'",183,7,0,"#VempraZupRemoto, #ZupInsights, #BlogdaZup'",linkedin,,,
167,zupinnovation,,2020-04-23,"Sabia que 40% das nossas vagas, atualmente, são preenchidas por indicações feitas pelos próprios Zuppers?Queremos compartilhar com você um estudo de caso feito pelo Workable em uma entrevista com o Zupper Aiman responsável hoje pelo programa ""Zupper Indica"".👉 Para ler todo o artigo, clique no link: https://bit.ly/3cpPmMt#ZupnoHomeOffice #VempraZupRemoto #TemosVagas #XôCorona #CoronaVirus'",141,10,0,"#ZupnoHomeOffice, #VempraZupRemoto, #TemosVagas, #XôCorona, #CoronaVirus'",linkedin,,,
170,zupinnovation,,2020-04-23,"Já já no #TDCBH teremos:Session Zup ás 10:45: Com essa talk nós queremos propor algumas discussões sobre qual a nossa responsabilidade emocional enquanto pessoas que desenvolvem produtos e para isso vamos:* Trazer reflexões sobre isso.* Entender qual é o nosso papel.* E apresentar o que evitar fazer com produtos digitais. - com Amábille Sehn e Thiago Silveira (Rusty)Pra você que ainda não fez sua inscrição, corre que ainda dá tempo: https://bit.ly/2KuTNKjPodemos te esperar?#VempraZupRemoto #GoZup #TheDevConf #ZupnoTDCBH#TDCBH'",13,0,0,"#TDCBH, #VempraZupRemoto, #GoZup, #TheDevConf, #ZupnoTDCBH#TDCBH'",linkedin,,,
173,zupinnovation,,2020-04-23,"A Oracle criou o projeto GraalVM para melhorar a performance das aplicações e diminuir o consumo de memória atendendo principalmente a necessidade de aplicações no ambiente de nuvem, onde a principal tarefa é criar uma nova Máquina Virtual para substituir a JVM do Java.Mas afinal, o que é GraalVM?É um ecossistema compartilhado em tempo de execução que oferece vantagens de desempenho.No artigo de hoje, escrito pelo zupper Deusemar você vai saber tudo sobre GraalVM, quais os benefícios, qual versão usar e como instalar.Para ler o artigo completo, clique no link: https://bit.ly/2VNF0Q9#ZupnoHomeOffice #VempraZupRemoto #AquitemVaga #BlogdaZup #ZupInsights #GraalVM'",81,1,0,"#ZupnoHomeOffice, #VempraZupRemoto, #AquitemVaga, #BlogdaZup, #ZupInsights, #GraalVM'",linkedin,,,
177,zupinnovation,,2020-04-23,"Preparamos uma aula completa pra você entender tudo sobre a Abordagem Ágil na arquitetura.Quer fazer sua arquitetura evoluir junto ao negócio? Então não perca esse webinar com nosso especialista no assunto, Alisson Medeiros.Inscreva-se agora por aqui para receber a transmissão em seu e-mail: https://bit.ly/2WcD19k#ZupnoHomeOffice #VempraZupRemoto #GoZup #ZupInsights #BlogdaZup'",112,6,0,"#ZupnoHomeOffice, #VempraZupRemoto, #GoZup, #ZupInsights, #BlogdaZup'",linkedin,,,
180,zupinnovation,,2020-04-23,"Na nossa próxima aula aberta que vai rolar na próxima terça-feira, dia 28/04, vamos falar sobre: Micro-app em Angular usando Web Components.Nesse webinar com o zupper especialista Danilo Melo, você vai aprender: - Micro apps em um SPA Angular (Conceito e arquitetura); - Web components (Breve conceito); - Criando apps em um projeto Angular; - Conectando os apps com web components; - Questões a considerar;Garanta já sua vaga nesse evento online e gratuito pelo link: https://bit.ly/2RY29xT#VempraZupRemoto #GoZup #ZupInsights #BlogdaZup #Webinar'",95,7,0,"#VempraZupRemoto, #GoZup, #ZupInsights, #BlogdaZup, #Webinar'",linkedin,,,
221,zupinnovation,,2020-04-23,"Não importa qual o dia da semana, todo dia temos vagas para você se inscrever.😍👉 Confira nossas oportunidades e cadastre-se já pelo link: http://bit.ly/zupvagas#ZupnoHomeOffice #VempraZupRemoto #AquitemVaga'",520,26,0,"#ZupnoHomeOffice, #VempraZupRemoto, #AquitemVaga'",linkedin,,,
222,zupinnovation,,2020-04-23,"Já já no #TDCBH teremos:Session Zup 10:00: LGPD, essa sigla não sai da cabeça de empresas e de startups e não temos por onde escapar. Ou você está interessado(a) porque faz o tratamento de dados ou com certeza uma empresa está tratando o seu dado exatamente agora! Quais são as possibilidades para as empresas? Quais são os seus direitos? Nesta apresentação passaremos pelos principais conceitos relacionadas a legislação. - Com Ligia Vasconcelos e Renata MorelliVocê não vai perder, né?#VempraZupRemoto #GoZup #TheDevConf #ZupnoTDCBH #TDCBH'",22,0,0,"#TDCBH, #VempraZupRemoto, #GoZup, #TheDevConf, #ZupnoTDCBH, #TDCBH'",linkedin,,,
223,zupinnovation,,2020-04-23,Já já no #TDCBH teremos:Session Zup 15:30: Contar histórias é uma tradição da experiência humana e nada como bons dados para ajudar a contá-la. - com Natasha BuchlerSession Zup 16:00:  Como podemos olhar para o nosso trabalho e entender as oportunidades de abranger as pessoas que podem não estar representadas nos nossos produtos e serviços? - com Danillo SantanaNão perca!#VempraZupRemoto #GoZup #TheDevConf #ZupnoTDCBH #TDCBH',29,0,0,"#TDCBH, #VempraZupRemoto, #GoZup, #TheDevConf, #ZupnoTDCBH, #TDCBH'",linkedin,,,
224,zupinnovation,,2020-04-23,"Hey Dev, tenho um convite pra você!🚀Nesta próxima quinta-feira começa o Zup Open Talks.Uma iniciativa que reúne grandes nomes do mercado de tecnologia para incentivar a troca de conteúdo técnico, gerar discussões provocadoras e novas ideias. 👉 A gente se encontra essa semana, dia 30/04 às 18 horas.Garanta agora seu lugar nesse evento gratuito e online, pelo link: https://bit.ly/2xgQQtK #VempraZupRemoto #ZupOpenTalks #ZupInsights #GoZup'",149,7,0,"#VempraZupRemoto, #ZupOpenTalks, #ZupInsights, #GoZup'",linkedin,,,
226,zupinnovation,,2020-04-23,"Último dia de #TDCBH, confira nossa programação.Hoje o dia vai ser todo voltado para apresentar para você, o Ritchie, nosso primeiro produto open source que veio para revolucionar a experiência dos desenvolvedores. O nome Ritchie é  uma homenagem a Dennis Ritchie, um dos pais do Unix de da linguagem C.Os Zuppers 👨🏻\u200d💻 Guillaume Falourd e Ernelio junior estão te esperando, venha conhecer nosso produto e tirar suas dúvidas.😍Ainda não se inscreveu para o evento? Clique no link agora e garanta seu lugar: https://bit.ly/2KuTNKj#VempraZupRemoto #GoZup #TheDevConf #ZupnoTDCBH#TDCBH #OpenSource #Ritchie'",34,2,0,"#TDCBH,, #VempraZupRemoto, #GoZup, #TheDevConf, #ZupnoTDCBH#TDCBH, #OpenSource, #Ritchie'",linkedin,,,
227,zupinnovation,,2020-04-23,"O TDC BH está de volta e claro que a gente está presente.😍Hoje tem lançamento de novidade, palestras, sessions, espaço EXPO e muito mais.Acompanhe a gente por aqui, que durante o dia todo vamos trazer as programações para você poder estar juntinho com a gente.Estamos te esperando!#VempraZupRemoto #GoZup #TheDevConf #ZupnoTDCBH #TDCBH'",78,2,0,"#VempraZupRemoto, #GoZup, #TheDevConf, #ZupnoTDCBH, #TDCBH'",linkedin,,,
228,zupinnovation,,2020-04-23,"Já já no #TDCBH teremos:Session Zup 11:45: Quando associamos pensamento computacional, mindset ágil no dia a dia das nossas crianças, teremos futuros adultos mais focados e preparado para o mundo das incertezas e complexidade com Carol Vilas BoasNo Palco Principal 12:15: Sabemos que não é simples fazer gestão, ainda mais no momento em que estamos vivendo. Pensando nisso, o Harlan Santos vai compartilhar um pouco da sua experiência e trazer algumas dicas para ajudar a fazer uma Gestão Ágil em tempos de Trabalho Remoto.Estamos esperando você!#VempraZupRemoto #GoZup #TheDevConf #ZupnoTDCBH#TDCBH'",45,3,0,"#TDCBH, #VempraZupRemoto, #GoZup, #TheDevConf, #ZupnoTDCBH#TDCBH'",linkedin,,,
229,zupinnovation,,2020-04-23,"Já já no #TDCBH teremos:Session Zup às 18:30 e 19:30 - Você vai conhecer ao vivo o Ritchie, nosso primeiro produto open source que veio pra revolucionar a experiência dos desenvolvedores. - Com Sandokan Arantes e Vinicius Ramos.Venha conhecer essa super novidade e tirar toda as suas dúvidas com a gente.#VempraZupRemoto #GoZup #TheDevConf #ZupnoTDCBH#TDCBH #Ritchie #OpenSource'",41,0,0,"#TDCBH, #VempraZupRemoto, #GoZup, #TheDevConf, #ZupnoTDCBH#TDCBH, #Ritchie, #OpenSource'",linkedin,,,
230,zupinnovation,,2020-04-23,"Já já no #TDCBH:Session Zup às 11:45: ""A tecnologia não é boa ou má, ela é resultado da pessoa que cria."" Sempre existe uma filosofia por trás de alguém que está criando uma tecnologia e é sobre isso que os Zuppers irão conversar nesse painel. Como podemos ser mais diversos e observar diferentes contextos na produção de tecnologia? - Ana Luiza Santos, Amábille Sehn, Thiago Silveira (Rusty), Ligia Vasconcelos e Renato Campos.Participe dessa discussão.#ZupnoHomeOficceRemoto #TheDevConf #ZupnoTDC'",42,0,0,"#TDCBH:Session, #ZupnoHomeOficceRemoto, #TheDevConf, #ZupnoTDC'",linkedin,,,
231,zupinnovation,,2020-04-23,"👇Em instantes começaremos mais um dia no #TDCBH, confira nossa programação e vem com a gente! #VempraZupRemoto #GoZup #TheDevConf #ZupnoTDCBH#TDCBH'",38,0,0,"#TDCBH,, #VempraZupRemoto, #GoZup, #TheDevConf, #ZupnoTDCBH#TDCBH'",linkedin,,,
232,zupinnovation,,2020-04-23,Já já no #TDCBH teremos:Session Zup às 10:00: Vamos conversar sobre boas práticas para tornar o trabalho visível facilitando a tomada de decisão no momento de priorizar o que deve ser feito por primeiro.Estamos esperando você!#VempraZupRemoto #GoZup #TheDevConf #ZupnoTDCBH#TDCBH',38,0,0,"#TDCBH, #VempraZupRemoto, #GoZup, #TheDevConf, #ZupnoTDCBH#TDCBH'",linkedin,,,
76,fcamara-consulting-&-training,,2020-04-23,"Só existem três coisas que nos forçam a pensar coletivamente e de forma acelerada em evolução: doenças, guerras e revolução.Nos últimos anos, muitas empresas discutiram consistentemente sobre o tema transformação digital, procurando formas de evoluírem seus negócios no cenário digital. Infelizmente, foi por um destes três motivos que, centenas senão milhares de empresas foram forçadas a repensarem os seus negócios do dia para a noite e adaptarem-se rapidamente para o “novo normal”Um novo normal que a cada dia nos habituamos um pouco mais. E você está preparado para o novo normal? Quais oportunidades você visualiza para o seu mercado pós pandemia?Qual o posicionamento da sua empresa durante este momento que estamos passando?Aqui na FCamara nós utilizamos todo o nosso capital intelectual, damos voz a todos os colaboradores através da nossa plataforma Imagine e diariamente co-criamos soluções inovadoras, proporcionando uma interação e comunicação multilateral entre todos do Grupo.  A inovação não precisa necessariamente estar ligada à tecnologia. Qualquer colaborador, independente da área em que atua, pode inovar! Basta pensar fora da caixinha!Confere as dicas que a Rô e a Gi, nossas gerentes de relacionamento, trouxeram para vocês!#inovação #transformaçãodigital'",182,8,0,"#inovação, #transformaçãodigital'",linkedin,,,
87,fcamara-consulting-&-training,,2020-04-23,"Nossa startup, FC Nuvem criou a iniciativa Future Talks, e irá trazer diversos temas que abrangem o novo normal que juntos estamos construindo. Será toda terça-feira no Instagram deles (@fcnuvem), e a cada semana terá um convidado especial, de diferente área, que contará um pouco suas percepções e ideias sobre o novo cotidiano.Nos acompanhe pra não perder nada! https://lnkd.in/d83q_u5'",4,0,0,,linkedin,,,
89,fcamara-consulting-&-training,,2020-04-23,"""Ideias não são criadas prontas. Elas só se tornam claras a medida que você trabalha nelas. Você só precisa começar.""Foi assim que Mark Zuckerberg descreveu o processo criativo da inovação. Nesse mesmo discurso, ele menciona que muitas pessoas perdem oportunidades significativas simplesmente porque esperam o ""momento Eureka"" aparecer, ou seja, esperam que uma ideia disruptiva irá aparecer em um momento inesperado e a partir daquele momento tudo vai mudar na sua vida.Mas, a realidade é outra. Esperar por esse momento é frustrante e um grande erro porque, na verdade, nossas ideias nunca estarão de inicio 100% estruturadas. Nós mesmos também não estaremos totalmente preparados, munidos de todas as informações necessárias para criar algo. Como próprio Zuckerberg disse, se ele tivesse que saber tudo sobre conectar pessoas quando ele começou, não teria criado o Facebook.Qual o segredo então? Começar! Apenas comece e dê um passo de cada vez. Esse é o princípio da inovação.https://lnkd.in/d5jG9fF#imagine #inovação #criatividade #empreendedorismo'",4,0,0,"#imagine, #inovação, #criatividade, #empreendedorismo'",linkedin,,,
90,fcamara-consulting-&-training,,2020-04-23,"Uma boa ideia ou a capacidade de executa-la, o que vale mais? 🤔De vez em quando converso com alguém buscando investimento para realizar sua ideia “milionária"" e em muitos casos ouço o seguinte: ""sem um termo de confidencialidade não posso te contar!"".Por melhor que seja uma ideia, sem a capacidade de executa-la, ela não vale nada! Supervalorizar uma ideia quase sempre acaba em frustração. Para você que está buscando investimento ou participando de algum programa de inovação aberta, vou compartilhar três coisas que tenho ouvido com frequência e que você deve evitar:1) Não tem como dar errado - O total compromisso com a ideia dá a entender que ela é mais importante do que a realidade. Não é comum investidores apostarem em pessoas movidas exclusivamente por fé.2) Tenho um plano completo - Inovação = Incerteza, então quanto menos completo melhor. Prefira um plano enxuto e uma boa estratégia para VALIDAR sua ideia (um protótipo ou um simples questionário deve funcionar).3) Serve para todo mundo - Se serve para todo mundo então não serve para ninguém. Tração é a alma do negócio da inovação, escolha bem qual público tem mais chance de adotar e monte um plano focado.O que mais você considera importante para inovar? Comente! #imagine #inovacaoaberta #grupofcamara'",7,0,0,"#imagine, #inovacaoaberta, #grupofcamara'",linkedin,,,
93,fcamara-consulting-&-training,,2020-04-23,"Nesse novo momento, fico muito feliz em ver meus queridos amigos escrevendo sobre temas de seus interesses e suas novas experiências, é muito bom fazer parte disso. Vou deixar aqui um pouco do que o time do Grupo FCamara produziu.  Espero que ele seja uma boa fonte de estudos para você.  #grupofcamara #ficaemcasa #sanguelaranja #juntosadistancia #culturaorganizacional #homeoffice Matheus Bessahttp://abre.ai/a46khttp://abre.ai/a46mEvandro ignaciohttp://abre.ai/a46oPietro Diashttp://abre.ai/a46qGabriel Sanzonehttp://abre.ai/a46rKarem Carvalhohttp://abre.ai/a46sVitor Coelho da Silvahttp://abre.ai/a46tBruna Souzahttp://abre.ai/a46vMateus Oliveirahttp://abre.ai/a46wMauricio Alveshttp://abre.ai/a46yPaulo Cerqueirahttp://abre.ai/a46zhttp://abre.ai/a46BCarla Mendanhahttp://abre.ai/a46CMelody Brunihttp://abre.ai/a46Dhttp://abre.ai/a46EMurillo Santoshttp://abre.ai/a46GThais Kaneshirohttp://abre.ai/a46JSistely Nazareth de Sousahttp://abre.ai/a46KVinicius Batistahttp://abre.ai/a46jRenan Bairoshttp://abre.ai/a46iVinicius Ferreirahttp://abre.ai/a46fJoão Freitas, MCSAhttp://abre.ai/a46eDiego Tavareshttp://abre.ai/a46d'",8,0,0,"#grupofcamara, #ficaemcasa, #sanguelaranja, #juntosadistancia, #culturaorganizacional, #homeoffice",linkedin,,,
112,fcamara-consulting-&-training,,2020-04-23,"No desenvolvimento de aplicações, muitas vezes nos preocupamos com a qualidade de código, mas também é importante cuidar da segurança das aplicações.Nesse webinar, nosso CTO Joel Backschat, mostra algumas boas práticas para garantir que sua aplicação está bem protegida.Link -> https://lnkd.in/dkJWwGF#fcamara #grupofcamara #ficaemcasa #juntosadistância #php #java #javascript #webinar #web'",5,0,0,"#fcamara, #grupofcamara, #ficaemcasa, #juntosadistância, #php, #java, #javascript, #webinar, #web'",linkedin,,,
119,fcamara-consulting-&-training,,2020-04-23,"Marketplace da indústria: o que é e como funciona?Embora esta repostagem seja de um artigo escrito em 2018 pelo nosso especialista Franklin Bravos para o portal E-commerce Brasil, não podemos descartar o potencial enorme que este mercado, de marketplace para industrias esconde e poucos players tem aproveitado.Confira o artigo no nosso blog. #ecommerce #marketplace #industria #proudtobeorangehttps://lnkd.in/dz6GVpH'",15,1,0,"#ecommerce, #marketplace, #industria, #proudtobeorangehttps://lnkd.in/dz6GVpH'",linkedin,,,
121,fcamara-consulting-&-training,,2020-04-23,"A dica principal é: Se o chapéu serviu, faça bom uso!Existem vários medos ao assumir uma nova função, ao assumir uma liderança, uma equipe.Nosso #SangueLaranja Paulo Cerqueira trouxe um pouco da sua vivência e quais foram os desafios que ele encontrou ao assumir um cargo de liderança dentro do Grupo FCamara. #Liderança #GrupoFcamara #SejaSangueLaranja #TechLead #Devhttps://lnkd.in/dUugMsF'",12,1,0,"#SangueLaranja, #Liderança, #GrupoFcamara, #SejaSangueLaranja, #TechLead, #Devhttps://lnkd.in/dUugMsF'",linkedin,,,
125,fcamara-consulting-&-training,,2020-04-23,"Atire a primeira pedra quem já falou que trabalho remoto não funcionava. Sim, algumas profissões não possuem esta possibilidade, mas outras estão provando que produzem e muito, trabalhando remotamente. Hoje a gente traz o artigo da nossa #SangueLaranja Carla Mendanha, uma Designer UX/UI que veio comprovar que o trabalho remoto funciona até para áreas que necessitam ""estar mais próximas dos clientes"". Confere o conteúdo. 🚀#SejaSangueLaranja #GrupoFCamara #UX #UI #HomeOffice #WorkFromHome #TrabalhoRemoto https://lnkd.in/drpPuUz'",16,0,0,"#SangueLaranja, #SejaSangueLaranja, #GrupoFCamara, #UX, #UI, #HomeOffice, #WorkFromHome, #TrabalhoRemoto",linkedin,,,
126,fcamara-consulting-&-training,,2020-04-23,"Um dos pilares do nosso Culture Code fala sobre ""Formar pessoas e não somente técnicos"", e é com esse propósito que trabalhamos diariamente.  Investimos em nossos colaboradores e todo dia trabalhamos e desenvolvemos também suas soft e hard skills. O conteúdo que trazemos para vocês hoje é o depoimento do #SangueLaranja Vitor Coelho da Silva e ele conta como tem sido seus primeiros 5 meses como Trainee dentro do Grupo FCamara.  Vitor, ninguém disse que seria fácil, mas que valeria a pena! ;)  Confere o depoimento.  🍊🚀 #Trainee #ProgramaDeFormação #SejaSangueLaranja #GrupoFCamara #CultureCode #Devshttps://lnkd.in/dmKhBDC'",13,0,0,"#SangueLaranja, #Trainee, #ProgramaDeFormação, #SejaSangueLaranja, #GrupoFCamara, #CultureCode, #Devshttps://lnkd.in/dmKhBDC'",linkedin,,,
130,fcamara-consulting-&-training,,2020-04-23,Estamos a mais de 30 dias trabalhando remotamente e a cada dia buscamos uma forma diferente de mostrar produtividade e garantir resultados que vão além das 4 paredes que nos cercam. Hoje a gente trouxe um conteúdo diferente. O artigo foi elaborado pelo nosso consultor Diego Tavares e fala um pouco da sua experiência nesses momentos de quarentena.Dá uma conferida no conteúdo! ,)#TrabalhoRemoto #HomeOffice #WorkFromHome #SangueLaranja #JuntoADistancia https://lnkd.in/dQuWvBc',19,0,0,"#TrabalhoRemoto, #HomeOffice, #WorkFromHome, #SangueLaranja, #JuntoADistancia",linkedin,,
132,fcamara-consulting-&-training,,2020-04-23,"Em 6 meses de trabalho, o lead time foi reduzido em 15 vezes.Com o objetivo de melhorar a integração e os resultados de um squad híbrido de uma das maiores empresas de medicina diagnóstica da América Latina, integramos nosso Culture Code à cultura da companhia. Aplicando nossa exclusiva metodologia de melhora contínua, que mede os indicadores de qualidade e métricas das atividades e sua evolução no tempo, obtivemos um ganho de 1.500%.Quer saber como? Acesse nosso blog e confere este case. 🚀#scrum #kanban #leanstartup #outsourcing #squad #kpis #culturecode #grupofcamara #sanguelaranjahttps://lnkd.in/ddxAVmb'",18,0,0,"#scrum, #kanban, #leanstartup, #outsourcing, #squad, #kpis, #culturecode, #grupofcamara, #sanguelaranjahttps://lnkd.in/ddxAVmb'",linkedin,,,
133,fcamara-consulting-&-training,,2020-04-23,"Carta de desabafo de um pai...O home-office permite que você fique mais perto de seus filhos, mas ter que estabelecer limites e explicar a eles que ""trabalhar em casa"" significa trabalhar não será uma tarefa muito fácil.Mas, nosso #SangueLaranja Vinicius Ferreira trouxe algumas dicas que o ajudou nessa fase, sem perder seu rendimento como pai ou profissional.Confere o conteúdo e coloque as dicas em prática!#SejaSangueLaranja #GrupoFCamara #HomeOffice #WorkFromHome #TrabalhoRemotohttps://lnkd.in/dd87Ypx'",14,0,0,"#SangueLaranja, #SejaSangueLaranja, #GrupoFCamara, #HomeOffice, #WorkFromHome, #TrabalhoRemotohttps://lnkd.in/dd87Ypx'",linkedin,,,
